TEXT,SET,TYPE,ID,NAME,FACTION,RARITY,COST,MECHANICS,HEALTH,INPLAYTEXT,ATTACK,PLAYERCLASS,DURABILITY,COLLECTIBLE,ARTIST,FLAVOR,ELITE,RACE,HOWTOGET,HOWTOGETGOLD
"Ha <b>Carica</b> fintanto che hai un'arma equipaggiata.","Classic","Minion","CS2_146","Tagliagole Acquanera","Alliance","Common",1,,1,,2,,,True,"Dan Brereton","Perfetti per razziare i villaggi ma non particolarmente affidabili come barbieri.",,"Pirate",,
"<b>Grido di Battaglia:</b> se l'avversario ha 4 o più servitori prendi il controllo di un servitore casuale.","Classic","Minion","EX1_085","Tecnocontrollore","Alliance","Rare",3,Battlecry,3,,3,,,True,"Leo Che","La tecnologia per il controllo mentale sta migliorando il beta testing continua...",,,,
"Infligge da $2 a $3 danni a tutti i servitori nemici. <b>Sovraccarico:</b> (2)","Classic","Spell","EX1_259","Tempesta di Fulmini","Neutral","Rare",3,,,,,"Shaman",,True,"Christopher Moeller","Temo che un ombrello non basterà.",,,,
"+2 Attacco per questo turno.","Classic","Enchantment","EX1_046e","Temprato",,,,OneTurnEffect,,,,,,,,,,,,
"<b>Grido di Battaglia:</b> distrugge i servitori adiacenti e ne ottiene l'Attacco e la Salute.","Classic","Minion","EX1_304","Terrore del Vuoto",,"Rare",3,Battlecry,3,,3,"Warlock",,True,"Alexander Alexandrov","Se lo aggiungerai al tuo mazzo aspettati di perdere la fiducia degli altri tuoi servitori.",,"Demon",,
"<b>+1 Danni Magici</b>. <b>Rantolo di Morte:</b> pesca una carta.","Classic","Minion","EX1_012","Thalnos","Neutral","Legendary",2,Deathrattle|Spellpower,1,,1,,,True,"Alex Horley Orlandelli","È colui che gestisce la donazione annuale di sangue al Monastero Scarlatto!",True,,,
"<b>Furtività</b>","Classic","Minion","EX1_028","Tigre di Rovotorto","Alliance","Common",5,Stealth,5,,5,,,True,"Alex Horley Orlandelli","Il bello delle tigri è che le tigri sono belle!",,"Beast",,
"<b>Scudo Divino</b>. <b>Provocazione</b>. <b>Rantolo di Morte:</b> equipaggia una Brandicenere 5/3.","Classic","Minion","EX1_383","Tirion Fordring","Neutral","Legendary",8,Deathrattle|Divine Shield|Taunt,6,,6,"Paladin",,True,"Brom","Se non hai ancora sentito il tema musicale di Tirion Fordring è perché non esiste.",True,,,
"Infligge $5 danni a un servitore e $2 danni ai servitori adiacenti.","Classic","Spell","EX1_537","Tiro Esplosivo","Neutral","Rare",5,,,,,"Hunter",,True,"Tom Baxa","Attiva l'innesco conta fino a 5 poi lancia. Ricordati di abbassarti.",,,,
"Distrugge un servitore nemico casuale.","Classic","Spell","EX1_617","Tiro Mortale","Neutral","Common",3,,,,,"Hunter",,True,"Steve Prescott","L'accuratezza non è un valore importante per i Mok'Nathal ma lo è la letalità.",,,,
"Infligge $2 danni a tutti i servitori nemici e li <b>Congela</b>.","Classic","Spell","CS2_028","Tormenta","Neutral","Rare",6,Freeze,,,,"Mage",,True,"Chris Seaman","Questa carta non ha bisogno di ulteriori freddure.",,,,
"Alla fine del tuo turno pesca una carta.","Classic","Minion","EX1_575","Totem del Mana","Neutral","Rare",3,,3,,0,"Shaman",,True,"Scott Altmann","Scommettiamo che non sopravvivrà più di 1 turno?",,"Totem",,
"Costringe un servitore nemico a infliggere danni pari al suo attacco ai servitori adiacenti.","Classic","Spell","EX1_126","Tradimento","Neutral","Common",2,,,,,"Rogue",,True,"Lucas Graciano","Tutti hanno un prezzo. Gli Gnomi per esempio possono essere convinti con animali di pezza e un po' di cioccolato.",,,,
"<b>Segreto:</b> quando un servitore nemico attacca ritorna nella mano di chi lo controlla e costa (2) Mana in più.","Classic","Spell","EX1_611","Trappola Congelante","Neutral","Common",2,Secret,,,,"Hunter",,True,"Matt Gaser",""Che freddura!" è la risposta appropriata a una battuta poco sagace. O a una Trappola Congelante.",,,,
"<b>Segreto:</b> quando un tuo servitore viene attaccato evoca tre Serpi 1/1.","Classic","Spell","EX1_554","Trappola di Serpi","Neutral","Epic",2,Secret,,,,"Hunter",,True,"Bernie Kang","Serpenti. Proprio i serpenti dovevo trovarci.",,,,
"<b>Segreto:</b> quando il tuo eroe viene attaccato infligge $2 danni a tutti i nemici.","Classic","Spell","EX1_610","Trappola Esplosiva","Neutral","Common",2,Secret,,,,"Hunter",,True,"Brandon Kitkouski","Intrappola il cibo e lo cucina per te!",,,,
"<b>Provocazione</b>","Classic","Minion","EX1_573t","Treant",,,1,Taunt,2,,2,"Druid",,,,,,,,
"<b>Carica</b>. Alla fine del turno distruggi questo servitore.","Classic","Minion","EX1_tk9","Treant","Neutral","Common",1,Charge,2,,2,"Druid",,,,,,,,
,"Classic","Minion","EX1_158t","Treant","Neutral",,1,,2,,2,"Druid",,,,,,,,
"Le Magie costano (0) Mana per questo turno!","Classic","Enchantment","NEW1_029t","Uccidi Millhouse!",,"Legendary",,,,,,,,,,,,,,
"<b>Carica</b>. <b>Scudo Divino</b>.","Classic","Minion","EX1_067","Ufficiale d'Argento","Neutral","Rare",6,Charge|Divine Shield,2,,4,,,True,"James Ryman","L'ordine dell'Alba d'Argento è sempre in guardia contro il Flagello... e contro le persone che saltano la fila in caffetteria.",,,,
"Non può essere portato al di sotto di 1 Salute.","Classic","Enchantment","NEW1_036e","Urlo di Comando",,,,OneTurnEffect,,,,"Warrior",,,,,,,,
"Per questo turno i tuoi servitori non possono essere portati al di sotto di 1 Salute.","Classic","Enchantment","NEW1_036e2","Urlo di Comando",,,,OneTurnEffect,,,,"Warrior",,,,,,,,
"Per questo turno i tuoi servitori non possono essere portati al di sotto di 1 Salute. Pesca una carta.","Classic","Spell","NEW1_036","Urlo di Comando",,"Rare",2,,,,,"Warrior",,True,"Wayne Reynolds","Lo dicono tutti i dottori: urlare fa bene alla salute!",,,,
"Attaccare un servitore costa 1 punto Attacco invece che 1 Integrità.","Classic","Weapon","EX1_411","Urloatroce","Neutral","Epic",7,,,,7,"Warrior",1,True,"Zoltan & Gabor","La famosa ascia di Grommash Malogrido finita in qualche modo nelle mani del Principe Malchezaar. Il fato è misterioso!",,,,
"<b>Segreto:</b> quando un servitore attacca il tuo eroe viene distrutto.","Classic","Spell","EX1_594","Vaporizzazione","Neutral","Rare",3,Secret,,,,"Mage",,True,"Raymond Swanland","Si dice che il Cataclisma venne originato da Alamorte quando perse contro un avversario che giocò questa carta.",,,,
"All'inizio del tuo turno distrugge TUTTI i servitori.","Classic","Minion","NEW1_021","Vate della Rovina",,"Epic",2,,7,,0,,,True,"Alex Horley Orlandelli","Ha avuto quasi ragione così tante volte... durante il Cataclisma però era <i>sicuro</i> che la rovina sarebbe arrivata.",,,,
"<b>Grido di Battaglia:</b> rigenera 3 Salute.","Classic","Minion","CS2_117","Veggente della Terra",,"Common",3,Battlecry,3,,3,,,True,"Alex Horley Orlandelli","Vede talmente bene che a volte gli sembra di osservare il futuro.",,,,
"<b>Furia del Vento</b>","Classic","Minion","EX1_021","Veggente di Thrallmar","Horde","Common",3,Windfury,3,,2,,,True,"Efrem Palacios","Attualmente è di stanza nella Penisola del Fuoco Infernale ma spera di essere riassegnato più vicino a Orgrimmar... o da qualsiasi parte in cui la terra non sia in fiamme.",,,,
"<b>Grido di Battaglia:</b> +2 Salute a TUTTI gli altri Murloc.","Classic","Minion","EX1_103","Veggente Lucefredda","Neutral","Rare",3,Battlecry,3,,2,,,True,"Arthur Gimaldinov","I Murloc Lucefredda risiedono nelle più buie gallerie delle Profondità Abissali. Quindi no non c'è modo di nascondersi dai Murloc.",,"Murloc",,
"Attacco e Salute aumentati.","Classic","Enchantment","EX1_613e","Vendetta di VanCleef",,,,,,,,"Rogue",,,,,,,,
"Le tue carte e i tuoi poteri che rigenerano Salute ora infliggono danni.","Classic","Minion","EX1_591","Vestale Auchenai","Neutral","Rare",4,Aura,5,,3,"Priest",,True,"Doug Alexander","Gli Auchenai sanno che la fine si avvicina ma non conoscono la data precisa.",,,,
"<b>Provocazione</b>. <b>Grido di Battaglia:</b> distrugge uno dei tuoi Cristalli di Mana.","Classic","Minion","EX1_301","Vilguardia","Neutral","Rare",3,Battlecry|Taunt,5,,3,"Warlock",,True,"John Polidora","Sì combatterà per te. MA NON NE SARÀ FELICE.",,"Demon",,
"Distrugge la tua arma e infligge danni pari al suo attacco a tutti i nemici.","Classic","Spell","CS2_233","Vortice di Lame","Neutral","Rare",2,AffectedBySpellPower,,,,"Rogue",,True,"Hideaki Takamura",""Non si tratta solo di agitare delle lame molto velocemente. È molto più complicato di così." - Shan Istruttore di Ladri",,,,
"<b>Rabbia:</b> <b>Furia del Vento</b> e +1 Attacco.","Classic","Minion","EX1_412","Worgen Furente","Neutral","Common",3,Enrage,3,,3,,,True,"Alex Horley Orlandelli","Se è furente ora immagina quando verrà depotenziato.",,,,
"Alla fine del tuo turno pesca una carta Sogno.","Classic","Minion","EX1_572","Ysera","Neutral","Legendary",9,,12,,4,,,True,"Gabor Szikszai","Un drago da sogno. Letteralmente.",True,"Dragon",,
"+1 Attacco al tuo eroe durante il tuo turno.","Curse of Naxxramas","Minion","NAX2_05","Adoratore",,,3,Aura,4,,1,,,,,,,,,
"+3 Attacco al tuo eroe durante il tuo turno.","Curse of Naxxramas","Minion","NAX2_05H","Adoratore",,,3,Aura,4,,2,,,,,,,,,
"<b>Rantolo di Morte:</b> fa tornare un altro tuo servitore casuale nella tua mano.","Curse of Naxxramas","Minion","FP1_026","Aggressore di Anub'ar",,"Common",4,Deathrattle,5,,5,"Rogue",,True,"Nate Bowden","Il nome originale della carta era "Scagnozzo di Anub'ar che fa tornare un altro tizio in mano" ma gli mancava un po' di mordente.",,,"Sbloccata completando la Sfida di Classe del Ladro a Naxxramas.","Può essere creata dopo aver completato la Sfida di Classe del Ladro a Naxxramas."
"<b>Provocazione</b>","Curse of Naxxramas","Minion","NAX7_02","Allievo",,,2,Taunt,7,,0,,,,,,,,,
"<b>Rantolo di Morte:</b> evoca un Allievo Spettrale sotto il controllo dell'avversario.","Curse of Naxxramas","Minion","NAX8_03","Allievo Inarrestabile",,,1,Deathrattle,2,,2,,,,,,,,,
"All'inizio del tuo turno infligge 1 danno al tuo eroe.","Curse of Naxxramas","Minion","NAX8_03t","Allievo Spettrale",,,1,,2,,0,,,,,,,,,
"<b>Grido di Battaglia: Silenzia</b> tutti gli altri tuoi servitori.","Curse of Naxxramas","Minion","FP1_016","Anima Lamentosa",,"Rare",4,Battlecry,5,,3,,,True,"Glenn Rane","Una delle tante anime che popolano i forum su Internet.",,,"Sbloccata sconfiggendo Thaddius nell'Ala dei Costrutti.","Può essere creata dopo aver sconfitto Thaddius nell'Ala dei Costrutti."
,"Curse of Naxxramas","Hero","NAX1_01","Anub'rekhan",,,,,30,,,,,,,,,,,
,"Curse of Naxxramas","Hero","NAX1h_01","Anub'rekhan",,,,,45,,,,,,,,,,,
"Ogni giocatore pesca 2 carte e ottiene un Cristallo di Mana.","Curse of Naxxramas","Spell","NAX5_03","Apocalisse Mentale",,,2,,,,,,,,,,,,,
"<b>Potere Eroe</b>
Distrugge un servitore.","Curse of Naxxramas","Hero Power","NAX10_03","Assalto Perfido",,,4,,,,,,,,,,,,,
"<b>Potere Eroe</b>
Distrugge un servitore.","Curse of Naxxramas","Hero Power","NAX10_03H","Assalto Perfido",,,4,,,,,,,,,,,,,
"<b>Potere Eroe</b>
Infligge 4 danni.","Curse of Naxxramas","Hero Power","NAX7_03H","Assalto Sbilanciante",,,1,,,,,,,,,,,,,
"<b>Potere Eroe</b>
Infligge 3 danni.","Curse of Naxxramas","Hero Power","NAX7_03","Assalto Sbilanciante",,,2,,,,,,,,,,,,,
"Le tue Magie costano (5) Mana in più.","Curse of Naxxramas","Enchantment","FP1_030e","Aura Necrotica",,,,,,,,,,,,,,,,
"<b>Potere Eroe</b>
Infligge 3 danni all'eroe nemico.","Curse of Naxxramas","Hero Power","NAX6_02","Aura Necrotica",,,2,,,,,,,,,,,,,
"<b>Potere Eroe</b>
Infligge 3 danni all'eroe nemico.","Curse of Naxxramas","Hero Power","NAX6_02H","Aura Necrotica",,,0,,,,,,,,,,,,,
,"Curse of Naxxramas","Hero","NAX9_01H","Barone Fieramorte",,,,,14,,,,,,,,,,,
"I tuoi servitori attivano due volte il proprio <b>Rantolo di Morte</b>.","Curse of Naxxramas","Minion","FP1_031","Barone Fieramorte",,"Legendary",4,Aura,7,,1,,,True,"Ralph Horsley","Ha il mal di testa dopo tutte le lamentele di Dama Blaumeux che avrebbe voluto si chiamassero i "Cavalieri e la Dama dell'Apocalisse".",True,,"Sbloccata completando l'Ala dei Combattenti.","Può essere creata dopo aver completato l'Ala dei Combattenti."
,"Curse of Naxxramas","Hero","NAX9_01","Barone Fieramorte",,,,,7,,,,,,,,,,,
"Ottiene +1 Attacco quando evochi un servitore con <b>Rantolo di Morte</b>.","Curse of Naxxramas","Minion","FP1_028","Becchino",,"Common",1,,2,,1,,,True,"Jonboy Meyers","In un mondo dove basta parlare con uno Spirito Guaritore per tornare in vita i becchini fanno scarsi affari.",,,"Sbloccata sconfiggendo Pezzacarne nell'Ala dei Costrutti.","Può essere creata dopo aver sconfitto Pezzacarne nell'Ala dei Costrutti."
"<b>Potere Eroe</b>
Scambia Attacco e Salute di TUTTI i servitori.","Curse of Naxxramas","Hero Power","NAX13_02","Cambio di Polarità",,,0,,,,,,,,,,,,,
"Permanentemente <b>Congelato</b>. I servitori adiacenti sono <b>Immuni</b> a Soffio di Ghiaccio.","Curse of Naxxramas","Minion","NAX14_03","Campione Congelato",,,5,Aura,10,,2,,,,,,,,,
"<b>Potere Eroe</b>
Prende il controllo di un servitore nemico casuale fino alla fine del turno.","Curse of Naxxramas","Hero Power","NAX15_04","Catene",,,8,,,,,,,,,,,,,
"<b>Potere Eroe</b>
Prende il controllo di un servitore nemico casuale.","Curse of Naxxramas","Hero Power","NAX15_04H","Catene",,,8,,,,,,,,,,,,,
"<b>Rantolo di Morte:</b> evoca un Cavaliere Spettrale sotto il controllo dell'avversario.","Curse of Naxxramas","Minion","NAX8_05","Cavaliere Inarrestabile",,,6,Deathrattle,6,,5,,,,,,,,,
"All'inizio del tuo turno infligge 1 danno al tuo eroe.","Curse of Naxxramas","Minion","NAX8_05t","Cavaliere Spettrale",,,5,,6,,0,,,,,,,,,
"Non può essere il bersaglio di Magie o Poteri Eroe.","Curse of Naxxramas","Minion","FP1_008","Comandante Spettrale",,"Common",5,,6,,4,,,True,"Chris Rahn","Che cos'hanno in comune i Draghi Fatati e i Comandanti Spettrali? Entrambi adorano il sushi!",,,"Sbloccata sconfiggendo Gothik il Falciatore nell'Ala dei Combattenti.","Può essere creata dopo aver sconfitto Gothik il Falciatore nell'Ala dei Combattenti."
"Statistiche aumentate.","Curse of Naxxramas","Enchantment","FP1_005e","Consumo",,,,,,,,,,,,,,,,
"Attacco aumentato.","Curse of Naxxramas","Enchantment","NAX6_03te","Crescita Fungina",,,,,,,,,,,,,,,,
"<b>Rantolo di Morte:</b> +3 Salute a un altro tuo servitore casuale.","Curse of Naxxramas","Minion","FP1_023","Cultista Oscuro",,"Common",3,Deathrattle,4,,3,"Priest",,True,"Phroilan Gardner","Il Culto dei Dannati ha scoperto che è più semplice reclutare proseliti se non si menziona il nome della loro organizzazione.",,,"Sbloccata completando la Sfida di Classe del Sacerdote a Naxxramas.","Può essere creata dopo aver completato la Sfida di Classe del Sacerdote a Naxxramas."
"Il tuo eroe è <b>Immune</b>.","Curse of Naxxramas","Minion","NAX9_02","Dama Blaumeux",,,3,,7,,1,,,,,,True,,,
"Il tuo eroe è <b>Immune</b>.","Curse of Naxxramas","Minion","NAX9_02H","Dama Blaumeux",,,3,,7,,2,,,,,,True,,,
"<b>Potere Eroe</b>
La Salute di TUTTI i servitori diventa pari a 1.","Curse of Naxxramas","Hero Power","NAX12_02","Decimazione",,,2,,,,,,,,,,,,,
"<b>Potere Eroe</b>
La Salute di tutti i servitori nemici diventa pari a 1.","Curse of Naxxramas","Hero Power","NAX12_02H","Decimazione",,,0,,,,,,,,,,,,,
"Salute pari a 1.","Curse of Naxxramas","Enchantment","NAX12_02e","Decimazione",,,,,,,,,,,,,,,,
"Attacco aumentato.","Curse of Naxxramas","Enchantment","NAX12_03e","Denti Aggiuntivi",,,,,,,,,,,,,,,,
"<b>Potere Eroe</b>
Infligge 2 danni all'eroe nemico e lo <b>Congela</b>.","Curse of Naxxramas","Hero Power","NAX15_02","Detonazione del Gelo",,,0,Freeze,,,,,,,,,,,,
"<b>Potere Eroe</b>
Infligge 3 danni all'eroe nemico e lo <b>Congela</b>.","Curse of Naxxramas","Hero Power","NAX15_02H","Detonazione del Gelo",,,0,Freeze,,,,,,,,,,,,
"<b>Segreto:</b> quando un tuo servitore muore ne ottieni 2 copie in mano.","Curse of Naxxramas","Spell","FP1_018","Duplicazione",,"Common",3,Secret,,,,"Mage",,True,"Alex Garner","L'unico modo per duplicare le tue carte senza rischiare la sospensione dell'account!",,,"Sbloccata completando la Sfida di Classe del Mago a Naxxramas.","Può essere creata dopo aver completato la Sfida di Classe del Mago a Naxxramas."
"<b>Potere Eroe</b>
Infligge 2 danni al servitore nemico più a sinistra.","Curse of Naxxramas","Hero Power","NAX5_02","Eruzione",,,1,,,,,,,,,,,,,
"<b>Potere Eroe</b>
Infligge 3 danni al servitore nemico più a sinistra.","Curse of Naxxramas","Hero Power","NAX5_02H","Eruzione",,,0,,,,,,,,,,,,,
"Infligge $1 |4(dannodanni) a tutti i servitori nemici. Evoca una Spora.","Curse of Naxxramas","Spell","NAX6_04","Esplosione di Spore",,,1,,,,,,,,,,,,,
"<b>Rantolo di Morte:</b> distrugge l'arma dell'avversario.","Curse of Naxxramas","Minion","NAXM_002","Fabbro Scheletrico",,,3,Deathrattle,3,,4,,,,,,,,,
,"Curse of Naxxramas","Hero","NAX2_01","Faerlina la Vedova Nera",,,,,30,,,,,,,,,,,
,"Curse of Naxxramas","Hero","NAX2_01H","Faerlina la Vedova Nera",,,,,45,,,,,,,,,,,
,"Curse of Naxxramas","Minion","NAX11_03","Fanghiglia Tossica",,,1,,2,,2,,,,,,,,,
,"Curse of Naxxramas","Minion","NAX13_04H","Feugen",,"Legendary",5,,7,,4,,,,,,True,,,
"<b>Rantolo di Morte:</b> se anche Stalagg è morto in questa partita evoca Thaddius.","Curse of Naxxramas","Minion","FP1_015","Feugen",,"Legendary",5,Deathrattle,7,,4,,,True,"Dany Orizio","Feugen è triste perché tutti preferiscono Stalagg.",True,,"Sbloccata completando l'Ala dei Costrutti.","Può essere creata dopo aver completato l'Ala dei Costrutti."
"Infligge $5 danni a un servitore nemico. Evoca una Spora.","Curse of Naxxramas","Spell","NAX6_03","Fiore Mortale",,,4,,,,,,,,,,,,,
"<b>Furia del Vento</b>. <b>Rantolo di Morte:</b> torna nella tua mano.","Curse of Naxxramas","Weapon","NAX10_02H","Gancio",,,3,Deathrattle|Windfury,,,4,,8,,,,,,,
"<b>Rantolo di Morte:</b> torna nella tua mano.","Curse of Naxxramas","Weapon","NAX10_02","Gancio",,,3,Deathrattle,,,5,,8,,,,,,,
"All'inizio del tuo turno rigenera la sua Salute al massimo.","Curse of Naxxramas","Minion","FP1_027","Gargoyle Pellepietrosa",,"Common",3,,4,,1,,,True,"Matt Smith","I Gargoyle Pellepietrosa adorano giocare a "Un due tre stella"!",,,"Sbloccata sconfiggendo Noth l'Araldo della Piaga nell'Ala della Pestilenza.","Può essere creata dopo aver sconfitto Noth l'Araldo della Piaga nell'Ala della Pestilenza."
"Infligge $8 danni all'eroe nemico e lo <b>Congela</b>.","Curse of Naxxramas","Spell","NAX14_04","Gelo Puro",,,5,Freeze,,,,,,,,,,,,
"<b>Provocazione</b>. <b>Rantolo di Morte:</b> infligge 1 danno a TUTTI i servitori.","Curse of Naxxramas","Minion","FP1_024","Ghoul Instabile",,"Common",2,Deathrattle|Taunt,3,,1,,,True,"Mike Nicholson","Riempire i Ghoul con carburante per razzi va molto di moda nella scuola per Negromanti.",,,"Sbloccata sconfiggendo Heigan l'Impuro nell'Ala della Pestilenza.","Può essere creata dopo aver sconfitto Heigan l'Impuro nell'Ala della Pestilenza."
,"Curse of Naxxramas","Hero","NAX12_01H","Gluth",,,,,45,,,,,,,,,,,
,"Curse of Naxxramas","Hero","NAX12_01","Gluth",,,,,30,,,,,,,,,,,
,"Curse of Naxxramas","Hero","NAX8_01H","Gothik il Falciatore",,,,,45,,,,,,,,,,,
,"Curse of Naxxramas","Hero","NAX8_01","Gothik il Falciatore",,,,,30,,,,,,,,,,,
,"Curse of Naxxramas","Hero","NAX11_01H","Grobbulus",,,,,45,,,,,,,,,,,
,"Curse of Naxxramas","Hero","NAX11_01","Grobbulus",,,,,30,,,,,,,,,,,
"<b>Provocazione</b>","Curse of Naxxramas","Minion","NAX15_03t","Guardiano del Gelo",,,4,Taunt,5,,5,,,,,,,,,
"<b>Provocazione</b>","Curse of Naxxramas","Minion","NAX15_03n","Guardiano del Gelo",,,4,Taunt,3,,3,,,,,,,,,
"<b>Rantolo di Morte:</b> evoca un Guerriero Spettrale sotto il controllo dell'avversario.","Curse of Naxxramas","Minion","NAX8_04","Guerriero Inarrestabile",,,3,Deathrattle,4,,3,,,,,,,,,
"All'inizio del tuo turno infligge 1 danno al tuo eroe.","Curse of Naxxramas","Minion","NAX8_04t","Guerriero Spettrale",,,3,,4,,0,,,,,,,,,
