SET,NAME,FACTION,TEXT,RARITY,COST,TYPE,ID,MECHANICS,HEALTH,INPLAYTEXT,DURABILITY,ATTACK,PLAYERCLASS,COLLECTIBLE,ARTIST,FLAVOR,ELITE,RACE,HOWTOGET,HOWTOGETGOLD
Classic,Zmyłka,Neutral,<b>Sekret:</b> Gdy jakaś postać zaatakuje twojego bohatera zamiast tego zaatakuje inną losową postać.,Rare,2,Spell,EX1_533,Secret,,,,,Hunter,True,Daren Bader,Czasami wystarczy przykleić sztuczne wąsy i wskazać kogoś innego.,,,,
Classic,Znak natury,Neutral,+4 do ataku.,,,Spell,EX1_155a,,,,,,Druid,,,,,,,
Classic,Znak natury,,Ten stronnik ma +4 do zdrowia oraz <b>Prowokację</b>.,,,Enchantment,EX1_155be,,,,,,Druid,,,,,,,
Classic,Znak natury,Neutral,<b>Wybierz jedno:</b> Daj stronnikowi +4 do ataku; lub daj +4 do zdrowia oraz <b>Prowokację</b>.,Common,3,Spell,EX1_155,,,,,,Druid,True,Clint Langley,Druidzi nazywają to zaklęcie „znakiem natury”. Inni preferują nazwę „kąpiel potrzebna od zaraz”.,,,,
Classic,Znak natury,Neutral,+4 do zdrowia oraz <b>Prowokacja</b>.,,,Spell,EX1_155b,,,,,,Druid,,,,,,,
Classic,Znak natury,,Ten stronnik ma +4 do ataku.,,,Enchantment,EX1_155ae,,,,,,Druid,,,,,,,
Classic,Żywiołak mrozu,Neutral,<b>Okrzyk bojowy:</b> <b>Zamroź</b> postać.,Common,6,Minion,EX1_283,Battlecry|Freeze,5,,,5,,True,Dan Scott,Wynik związku żywiołaka wody i żywiołaka lodu...,,,,
Classic,Żywiołak ziemi,Neutral,<b>Prowokacja</b>.<b>Przeciążenie:</b> (3),Epic,5,Minion,EX1_250,Taunt,8,,,7,Shaman,True,Dan Scott,Daj kamienia!,,,,
Curse of Naxxramas,Anub&sbquo;Rekhan,,,,,Hero,NAX1h_01,,45,,,,,,,,,,,
Curse of Naxxramas,Anub&sbquo;Rekhan,,,,,Hero,NAX1_01,,30,,,,,,,,,,,
Curse of Naxxramas,Baron Zerwikrusz,,Twoi stronnicy aktywują swoją <b>Agonię</b> dwukrotnie.,Legendary,4,Minion,FP1_031,Aura,7,,,1,,True,Ralph Horsley,Kiedyś było pięcioro Jeźdźców ale jeden wypiął się na kumpli bo dostał lepszą fuchę na stanowisku przewodniczącego rady.,True,,Aby odblokować ukończ Rewir Zbrojnych.,Można wykonać po ukończeniu Rewiru Zbrojnych.
Curse of Naxxramas,Baron Zerwikrusz,,,,,Hero,NAX9_01,,7,,,,,,,,,,,
Curse of Naxxramas,Baron Zerwikrusz,,,,,Hero,NAX9_01H,,14,,,,,,,,,,,
Curse of Naxxramas,Ciemność wzywa,,Zwiększone statystyki.,,,Enchantment,FP1_028e,,,,,,,,,,,,,
Curse of Naxxramas,Cień z Naxxramas,,<b>Ukrycie.</b> Otrzymuje +1/+1 na początku twojej tury.,Epic,3,Minion,FP1_005,Stealth,2,,,2,,True,Ittoku Seta,Paradoksalnie wszystkie cienie boją się ciemności. W końcu nie mogą istnieć bez odrobiny światła.,,,Aby odblokować pokonaj Kel&sbquo;Thuzada w Leżu Żmija Mrozu.,Można wykonać po pokonaniu Kel&sbquo;Thuzada w Leżu Żmija Mrozu.
Curse of Naxxramas,Czciciel,,W twojej turze twój bohater ma +1 do ataku.,,3,Minion,NAX2_05,Aura,4,,,1,,,,,,,,
Curse of Naxxramas,Czciciel,,W twojej turze twój bohater ma +3 do ataku.,,3,Minion,NAX2_05H,Aura,4,,,2,,,,,,,,
Curse of Naxxramas,Dodatkowe zęby,,Zwiększony atak.,,,Enchantment,NAX12_03e,,,,,,,,,,,,,
Curse of Naxxramas,Drzewiec,,,,1,Minion,FP1_019t,,2,,,2,Druid,,,,,,,
Curse of Naxxramas,Duplikacja,,<b>Sekret:</b> Gdy zginie przyjazny stronnik umieść 2 kopie jego karty w twojej ręce.,Common,3,Spell,FP1_018,Secret,,,,,Mage,True,Alex Garner,Zaklęcie zapewnia magom stałą liczbę uczniów gotowych do asystowania przy niebezpiecznych eksperymentach.,,,Aby odblokować ukończ wyzwanie klasowe dla maga w Naxxramas.,Można wykonać po ukończeniu wyzwania klasowego dla maga w Naxxramas.
Curse of Naxxramas,Dziesiątkowanie,,<b>Moc specjalna</b>Zmień zdrowie wrogich stronników na 1.,,0,Hero Power,NAX12_02H,,,,,,,,,,,,,
Curse of Naxxramas,Dziesiątkowanie,,Zdrowie zmienione na 1.,,,Enchantment,NAX12_02e,,,,,,,,,,,,,
Curse of Naxxramas,Dziesiątkowanie,,<b>Moc specjalna</b>Zmień zdrowie wszystkich stronników na 1.,,2,Hero Power,NAX12_02,,,,,,,,,,,,,
Curse of Naxxramas,Eksplozja zarodników,,Zadaj $1 pkt. obrażeń wszystkim wrogim stronnikom. Przyzwij Zarodnik.,,1,Spell,NAX6_04,,,,,,,,,,,,,
Curse of Naxxramas,Erupcja,,<b>Moc specjalna</b>Zadaj 2 pkt. obrażeń wrogiemu stronnikowi z lewego skraju planszy.,,1,Hero Power,NAX5_02,,,,,,,,,,,,,
Curse of Naxxramas,Erupcja,,<b>Moc specjalna</b>Zadaj 3 pkt. obrażeń wrogiemu stronnikowi z lewego skraju planszy.,,0,Hero Power,NAX5_02H,,,,,,,,,,,,,
Curse of Naxxramas,Feugen,,,Legendary,5,Minion,NAX13_04H,,7,,,4,,,,,True,,,
Curse of Naxxramas,Feugen,,<b>Agonia:</b> Jeśli podczas tej partii zginął także Stalag przyzwij Thadiusa.,Legendary,5,Minion,FP1_015,Deathrattle,7,,,4,,True,Dany Orizio,„Stalag - brzyyydal!” - Feugen,True,,Aby odblokować ukończ Rewir Konstruktów.,Można wykonać po przejściu Rewiru Konstruktów.
Curse of Naxxramas,Glut,,,,,Hero,NAX12_01H,,45,,,,,,,,,,,
Curse of Naxxramas,Glut,,,,,Hero,NAX12_01,,30,,,,,,,,,,,
Curse of Naxxramas,Gotyk Żniwiarz,,,,,Hero,NAX8_01,,30,,,,,,,,,,,
Curse of Naxxramas,Gotyk Żniwiarz,,,,,Hero,NAX8_01H,,45,,,,,,,,,,,
Curse of Naxxramas,Grabarz,,Otrzymuje +1 do ataku za każdym razem gdy przyzywasz stronnika z <b>Agonią</b>.,Common,1,Minion,FP1_028,,2,,,1,,True,Jonboy Meyers,Służba u Kel&sbquo;Thuzada wymaga wielu wyrzeczeń. Grabarz przykładowo musiał rozstać się ze swoją ulubioną pidżamą.,,,Aby odblokować pokonaj Łaciora w Rewirze Konstruktów.,Można wykonać po pokonaniu Łaciora w Rewirze Konstruktów.
Curse of Naxxramas,Grobulus,,,,,Hero,NAX11_01H,,45,,,,,,,,,,,
Curse of Naxxramas,Grobulus,,,,,Hero,NAX11_01,,30,,,,,,,,,,,
Curse of Naxxramas,Hak,,<b>Furia wichru</b><b>Agonia:</b> Weź tę broń do ręki.,,3,Weapon,NAX10_02H,Deathrattle|Windfury,,,8,4,,,,,,,,
Curse of Naxxramas,Hak,,<b>Agonia:</b> Weź tę broń do ręki.,,3,Weapon,NAX10_02,Deathrattle,,,8,5,,,,,,,,
Curse of Naxxramas,Heigan Nieczysty,,,,,Hero,NAX5_01H,,45,,,,Warlock,,,,,,,
Curse of Naxxramas,Heigan Nieczysty,,,,,Hero,NAX5_01,,30,,,,Warlock,,,,,,,
Curse of Naxxramas,Herold Pustki,,<b>Agonia:</b> Umieść losowego Demona z ręki na polu bitwy.,Common,4,Minion,FP1_022,Deathrattle,4,,,3,Warlock,True,Robb Shoberg,Wolałby być Heroldem Rozpustki ale nie miał wielkiego wyboru.,,Demon,Aby odblokować ukończ wyzwanie klasowe dla czarnoksiężnika w Naxxramas.,Można wykonać po ukończeniu wyzwania klasowego dla czarnoksiężnika w Naxxramas.
Curse of Naxxramas,Instruktor Razuwiusz,,,,,Hero,NAX7_01H,,55,,,,,,,,,,,
Curse of Naxxramas,Instruktor Razuwiusz,,,,,Hero,NAX7_01,,40,,,,,,,,,,,
Curse of Naxxramas,Intruz!,,,,,Enchantment,NAX15_01He,,,,,,,,,,,,,
Curse of Naxxramas,Intruz!,,,,,Enchantment,NAX15_01e,,,,,,,,,,,,,
Curse of Naxxramas,Kamiennoskóry gargulec,,Na początku twojej tury przywróć tego stronnika do pełni zdrowia.,Common,3,Minion,FP1_027,,4,,,1,,True,Matt Smith,Gargulce podobnie jak ożywione pomniki nienawidzą gołębi.,,,Aby odblokować pokonaj Nicza Siewcę Zarazy w Rewirze Zarazy.,Można wykonać po pokonaniu Nicza Siewcy Zarazy w Rewirze Zarazy.
Curse of Naxxramas,Kel&sbquo;Thuzad,,,,,Hero,NAX15_01H,,45,,,,,,,,,,,
Curse of Naxxramas,Kel&sbquo;Thuzad,,Na koniec każdej tury przyzwij wszystkich przyjaznych stronników którzy w niej zginęli.,Legendary,8,Minion,FP1_013,,8,,,6,,True,Chris Robinson,Kel&sbquo;Thuzad nie mógł się oprzeć wezwaniu Króla Licza bo wiedział że może na dużo liczyć.,True,,Aby odblokować pokonaj wszystkich bossów w Naxxramas!,Można wykonać po pokonaniu wszystkich bossów w Naxxramas!
Curse of Naxxramas,Kel&sbquo;Thuzad,,,,,Hero,NAX15_01,,30,,,,,,,,,,,
Curse of Naxxramas,Kryształ kontroli umysłu,,Uaktywnij kryształ aby kontrolować Uczniów!,,1,Spell,NAX7_05,,,,,,,,,,,,,
Curse of Naxxramas,Łacior,,,,,Hero,NAX10_01H,,45,,,,,,,,,,,
Curse of Naxxramas,Łacior,,,,,Hero,NAX10_01,,30,,,,,,,,,,,
Curse of Naxxramas,Lady Blaumeux,,Twój bohater posiada <b>Niewrażliwość</b>.,,3,Minion,NAX9_02H,,7,,,2,,,,,True,,,
Curse of Naxxramas,Lady Blaumeux,,Twój bohater posiada <b>Niewrażliwość</b>.,,3,Minion,NAX9_02,,7,,,1,,,,,True,,,
Curse of Naxxramas,Łańcuchy,,<b>Moc specjalna</b>Przejmij kontrolę nad losowym wrogim stronnikiem.,,8,Hero Power,NAX15_04H,,,,,,,,,,,,,
Curse of Naxxramas,Łańcuchy,,<b>Moc specjalna</b>Do końca tury przejmij kontrolę nad losowym wrogim stronnikiem.,,8,Hero Power,NAX15_04,,,,,,,,,,,,,
Curse of Naxxramas,Lodowy pocisk,,<b>Moc specjalna</b>Zadaj 3 pkt. obrażeń wrogiemu bohaterowi i go <b>Zamroź</b>.,,0,Hero Power,NAX15_02H,Freeze,,,,,,,,,,,,
Curse of Naxxramas,Lodowy pocisk,,<b>Moc specjalna</b>Zadaj 2 pkt. obrażeń wrogiemu bohaterowi i go <b>Zamroź</b>.,,0,Hero Power,NAX15_02,Freeze,,,,,,,,,,,,
Curse of Naxxramas,Maexxna,,Zniszcz każdego stronnika zranionego przez tego stronnika.,Legendary,6,Minion,FP1_010,Poisonous,8,,,2,,True,Howard Lyon,W wolnych chwilach uwielbia grać na skrzypcach doprowadzając Kel&sbquo;Thuzada do szału.,True,Beast,Aby odblokować ukończ Rewir Arachnidów.,Można wykonać po przejściu Rewiru Arachnidów.
Curse of Naxxramas,Maexxna,,,,,Hero,NAX3_01,,30,,,,,,,,,,,
Curse of Naxxramas,Maexxna,,,,,Hero,NAX3_01H,,45,,,,,,,,,,,
Curse of Naxxramas,Moc cieni,,Zwiększone statystyki.,,,Enchantment,FP1_005e,,,,,,,,,,,,,
Curse of Naxxramas,Mózgotrzep,,Każdy gracz dobiera po 2 karty i otrzymuje kryształ many.,,2,Spell,NAX5_03,,,,,,,,,,,,,
Curse of Naxxramas,Mroczny kultysta,,<b>Agonia:</b> Daj losowemu przyjaznemu stronnikowi +3 do zdrowia.,Common,3,Minion,FP1_023,Deathrattle,4,,,3,Priest,True,Phroilan Gardner,Kult Potępionych posiada własną kapelę której koncerty są niezwykle popularne - szczególnie wśród młodzieży akademickiej.,,,Aby odblokować ukończ wyzwanie klasowe dla kapłana w Naxxramas.,Można wykonać po ukończeniu wyzwania klasowego dla kapłana w Naxxramas.
Curse of Naxxramas,Mrożące zionięcie,,<b>Moc specjalna</b>Zniszcz wszystkich wrogich stronników którzy nie są <b>Zamrożeni</b>.,,0,Hero Power,NAX14_02,,,,,,,,,,,,,
Curse of Naxxramas,Mutujący zastrzyk,,Daj stronnikowi +4/+4 oraz <b>Prowokację</b>.,,3,Spell,NAX11_04,,,,,,,,,,,,,
Curse of Naxxramas,Mutujący zastrzyk,,+4/+4 oraz <b>Prowokacja</b>.,,,Enchantment,NAX11_04e,,,,,,,,,,,,,
Curse of Naxxramas,Napastnik anub&sbquo;arów,,<b>Agonia:</b> Cofnij losowego przyjaznego stronnika na twoją rękę.,Common,4,Minion,FP1_026,Deathrattle,5,,,5,Rogue,True,Nate Bowden,Zaczynał jako bramkarz ale trener poznał się na jego prawdziwym talencie.,,,Aby odblokować ukończ wyzwanie klasowe dla łotra w Naxxramas.,Można wykonać po ukończeniu wyzwania klasowego dla łotra w Naxxramas.
Curse of Naxxramas,Nekrorycerz,,<b>Agonia:</b> Zniszcz także sąsiadujących stronników.,,4,Minion,NAXM_001,Deathrattle,6,,,5,,,,,,,,
Curse of Naxxramas,Nekrotyczna aura,,<b>Moc specjalna</b>Zadaj 3 pkt. obrażeń wrogiemu bohaterowi.,,2,Hero Power,NAX6_02,,,,,,,,,,,,,
Curse of Naxxramas,Nekrotyczna aura,,W tej turze twoje zaklęcia kosztują (5) więcej.,,,Enchantment,FP1_030e,,,,,,,,,,,,,
Curse of Naxxramas,Nekrotyczna aura,,<b>Moc specjalna</b>Zadaj 3 pkt. obrażeń wrogiemu bohaterowi.,,0,Hero Power,NAX6_02H,,,,,,,,,,,,,
Curse of Naxxramas,Nekrotyczna trucizna,,Zniszcz stronnika.,,2,Spell,NAX3_03,,,,,,,,,,,,,
Curse of Naxxramas,Nerubianin,,,Rare,3,Minion,FP1_007t,,4,,,4,,,,,,,,
Curse of Naxxramas,Nerubianin,,,,2,Minion,NAX1_03,,1,,,3,,,,,,,,
Curse of Naxxramas,Nerubianin,,,,2,Minion,NAX1h_03,,4,,,4,,,,,,,,
Curse of Naxxramas,Nerubiańskie jajo,,<b>Agonia:</b> Przyzwij Nerubianina 4/4.,Rare,2,Minion,FP1_007,Deathrattle,2,,,0,,True,Justin Thavirat,Wielcy filozofowie Azeroth często zadają pytanie: co było pierwsze - jajo czy nerubianin?,,,Aby odblokować pokonaj Maexxnę w Rewirze Arachnidów.,Można wykonać po pokonaniu Maexxny w Rewirze Arachnidów.
Curse of Naxxramas,Nicz Siewca Zarazy,,,,,Hero,NAX4_01H,,45,,,,Mage,,,,,,,
Curse of Naxxramas,Nicz Siewca Zarazy,,,,,Hero,NAX4_01,,30,,,,Mage,,,,,,,
Curse of Naxxramas,Nienawistny cios,,<b>Moc specjalna</b>Zniszcz stronnika.,,4,Hero Power,NAX10_03,,,,,,,,,,,,,
Curse of Naxxramas,Nienawistny cios,,<b>Moc specjalna</b>Zniszcz stronnika.,,4,Hero Power,NAX10_03H,,,,,,,,,,,,,
Curse of Naxxramas,Niestabilny ghul,,<b>Prowokacja</b>. <b>Agonia:</b> Zadaj 1 pkt. obrażeń wszystkim stronnikom.,Common,2,Minion,FP1_024,Deathrattle|Taunt,3,,,1,,True,Mike Nicholson,Wypełnianie ghuli paliwem rakietowym to najnowsza moda wśród młodocianych nekromantów.,,,Aby odblokować pokonaj Heigana Nieczystego w Rewirze Zarazy.,Można wykonać po pokonaniu Heigana Nieczystego w Rewirze Zarazy.
Curse of Naxxramas,Nieustępliwy giermek,,<b>Agonia:</b> Przyzwij Widmowego giermka dla przeciwnika.,,1,Minion,NAX8_03,Deathrattle,2,,,2,,,,,,,,
Curse of Naxxramas,Nieustępliwy jeździec,,<b>Agonia:</b> Przyzwij Widmowego jeźdźca dla przeciwnika.,,6,Minion,NAX8_05,Deathrattle,6,,,5,,,,,,,,
Curse of Naxxramas,Nieustępliwy wojownik,,<b>Agonia:</b> Przyzwij Widmowego wojownika dla przeciwnika.,,3,Minion,NAX8_04,Deathrattle,4,,,3,,,,,,,,
Curse of Naxxramas,Niewolnik Kel&sbquo;Thuzada,,MOJE!,,,Enchantment,NAX15_04a,,,,,,,,,,,,,
Curse of Naxxramas,Ognisty deszcz,,<b>Moc specjalna</b>Wystrzel pocisk za każdą kartę w ręce przeciwnika.,,1,Hero Power,NAX2_03H,ImmuneToSpellpower,,,,,,,,,,,,
Curse of Naxxramas,Ognisty deszcz,,<b>Moc specjalna</b>Wystrzel pocisk za każdą kartę w ręce przeciwnika.,,2,Hero Power,NAX2_03,ImmuneToSpellpower,,,,,,,,,,,,
Curse of Naxxramas,Ogromne Runiczne Ostrze,,Zadaje podwójne obrażenia bohaterom.,,3,Weapon,NAX7_04,,,,2,5,,,,,,,,
Curse of Naxxramas,Ogromne Runiczne Ostrze,,Zadaje podwójne obrażenia bohaterom.,,3,Weapon,NAX7_04H,,,,2,10,,,,,,,,
Curse of Naxxramas,Ohydziarz,,,,,Hero,NAX6_01,,75,,,,,,,,,,,
Curse of Naxxramas,Ohydziarz,,<b>Okrzyk bojowy:</b> W następnej turze zaklęcia przeciwnika kosztują (5) więcej.,Legendary,5,Minion,FP1_030,Battlecry,5,,,5,,True,Samwise,Ohydziarz był niegdyś zwykłym bagiennym stworem. Ale mu przeszło.,True,,Aby odblokować ukończ Rewir Zarazy.,Można wykonać po ukończeniu Rewiru Zarazy.
Curse of Naxxramas,Ohydziarz,,,,,Hero,NAX6_01H,,99,,,,,,,,,,,
Curse of Naxxramas,Ożywienie zmarłych,,<b>Pasywna moc specjalna</b>Za każdym razem gdy zginie wrogi stronnik przyzwij Szkielet 5/5.,,0,Hero Power,NAX4_04H,,,,,,,,,,,,,
Curse of Naxxramas,Ożywienie zmarłych,,<b>Pasywna moc specjalna</b>Za każdym razem gdy zginie wrogi stronnik przyzwij Szkielet 1/1.,,0,Hero Power,NAX4_04,,,,,,,,,,,,,
Curse of Naxxramas,Pajęczy zew,,<b>Moc specjalna</b>Przyzwij Nerubianina 4/4.,,2,Hero Power,NAX1h_04,,,,,,,,,,,,,
Curse of Naxxramas,Pajęczy zew,,<b>Moc specjalna</b>Przyzwij Nerubianina 3/1.,,2,Hero Power,NAX1_04,,,,,,,,,,,,,
Curse of Naxxramas,Pajęczyna,,<b>Moc specjalna</b>Cofnij 2 losowych wrogich stronników na rękę przeciwnika.,,0,Hero Power,NAX3_02H,,,,,,,,,,,,,
Curse of Naxxramas,Pajęczyna,,<b>Moc specjalna</b>Cofnij losowego wrogiego stronnika na rękę przeciwnika.,,3,Hero Power,NAX3_02,,,,,,,,,,,,,
Curse of Naxxramas,Pan Sierściuch,,<i>To kotek Kel&sbquo;Thuzada.</i>,Legendary,0,Minion,NAX15_05,,1,,,1,,,,,True,Beast,,
Curse of Naxxramas,Pan Śmierci,,<b>Prowokacja</b>. <b>Agonia:</b> Twój przeciwnik umieszcza losowego stronnika ze swojej talii na polu bitwy.,Rare,3,Minion,FP1_009,Deathrattle|Taunt,8,,,2,,True,Ben Olson,„Powstańcie z grobów! Tylko bez mikrobów!” - Kel&sbquo;Thuzad,,,Aby odblokować pokonaj Czterech Jeźdźców w Rewirze Zbrojnych.,Można wykonać po pokonaniu Czterech Jeźdźców w Rewirze Zbrojnych.
Curse of Naxxramas,Pomsta,,+3/+2.,,,Enchantment,FP1_020e,,,,,,Paladin,,,,,,,
Curse of Naxxramas,Pomsta,,<b>Sekret:</b> Gdy jeden z twoich stronników zginie daj losowemu przyjaznemu stronnikowi +3/+2.,Common,1,Spell,FP1_020,Secret,,,,,Paladin,True,Zoltan & Gabor,Kilku paladynów zebrało się razem by założyć organizację „Prawość i Sprawiedliwość” ale zmienili zdanie pod wpływem nacisków politycznych.,,,Aby odblokować ukończ wyzwanie klasowe dla paladyna w Naxxramas.,Można wykonać po ukończeniu wyzwania klasowego dla paladyna w Naxxramas.
Curse of Naxxramas,Popromienny śluz,,,,1,Minion,NAX11_03,,2,,,2,,,,,,,,
Curse of Naxxramas,Potęga Ziguratu,,+3 do zdrowia.,,,Enchantment,FP1_023e,,,,,,Priest,,,,,,,
Curse of Naxxramas,Powalające uderzenie,,<b>Moc specjalna</b>Zadaj 4 pkt. obrażeń.,,1,Hero Power,NAX7_03H,,,,,,,,,,,,,
Curse of Naxxramas,Powalające uderzenie,,<b>Moc specjalna</b>Zadaj 3 pkt. obrażeń.,,2,Hero Power,NAX7_03,,,,,,,,,,,,,
Curse of Naxxramas,Przejmujące zimno,,Zadaj $8 pkt. obrażeń wrogiemu bohaterowi i go <b>Zamroź</b>.,,5,Spell,NAX14_04,Freeze,,,,,,,,,,,,
Curse of Naxxramas,Przeklęty cień,,<b>Moc specjalna</b>Dobierz 2 karty.,,5,Hero Power,NAX9_06,,,,,,,,,,,,,
Curse of Naxxramas,Przyrost grzybni,,Zwiększony atak.,,,Enchantment,NAX6_03te,,,,,,,,,,,,,
Curse of Naxxramas,Reinkarnacja,,Zniszcz stronnika a następnie przywróć go do życia z pełnym zdrowiem.,Common,2,Spell,FP1_025,,,,,,Shaman,True,Dan Scott,Wstajesz z grobu jak nowonarodzony... i nawet nie musisz czekać trzech dni!,,,Aby odblokować ukończ wyzwanie klasowe dla szamana w Naxxramas.,Można wykonać po ukończeniu wyzwania klasowego dla szamana w Naxxramas.
Curse of Naxxramas,Replikujący szlam,,<b>Okrzyk bojowy:</b> Przyzwij dokładną kopię tego stronnika na koniec tej tury.,Epic,2,Minion,FP1_003,Battlecry,2,,,1,,True,Eric Browning,Powód dla którego w Naxxramas wodę należy spuszczać zawsze dwa razy.,,,Aby odblokować pokonaj Szafirona w Leżu Żmija Mrozu.,Można wykonać po pokonaniu Szafirona w Leżu Żmija Mrozu.
Curse of Naxxramas,Rój szarańczy,,Zadaj $3 pkt. obrażeń wszystkim wrogim stronnikom. Przywróć #3 pkt. zdrowia twojemu bohaterowi.,,7,Spell,NAX1_05,,,,,,,,,,,,,
Curse of Naxxramas,Rumak Śmierci,,<b>Szarża. Agonia:</b> Zadaj 3 pkt. obrażeń twojemu bohaterowi.,,1,Minion,FP1_006,Charge|Deathrattle,3,,,2,,,,,,,,
Curse of Naxxramas,Runiczne Ostrze,,Ma +6 do ataku jeśli pozostali Jeźdźcy nie żyją.,,3,Weapon,NAX9_05H,,,,3,2,,,,,,,,
Curse of Naxxramas,Runiczne Ostrze,,Ma +3 do ataku jeśli pozostali Jeźdźcy nie żyją.,,3,Weapon,NAX9_05,,,,3,1,,,,,,,,
Curse of Naxxramas,Sir Zelog,,Twój bohater posiada <b>Niewrażliwość</b>.,,3,Minion,NAX9_04H,,7,,,2,,,,,True,,,
Curse of Naxxramas,Sir Zelog,,Twój bohater posiada <b>Niewrażliwość</b>.,,3,Minion,NAX9_04,,7,,,1,,,,,True,,,
Curse of Naxxramas,Śluz,,<b>Prowokacja</b>,,1,Minion,FP1_012t,Taunt,2,,,1,,,,,,,,
Curse of Naxxramas,Śluzożer,,<b>Prowokacja.Agonia:</b> Przyzwij Śluz 1/2 z <b>Prowokacją</b>.,Rare,5,Minion,FP1_012,Deathrattle|Taunt,5,,,3,,True,Nate Bowden,Po zjedzeniu śluzu czasem mu odbija.,,,Aby odblokować pokonaj Ohydziarza w Rewirze Zarazy.,Można wykonać po pokonaniu Ohydziarza w Rewirze Zarazy.
Curse of Naxxramas,Śmiertelny rozkwit,,Zadaj $5 pkt. obrażeń stronnikowi. Przyzwij Zarodnik.,,4,Spell,NAX6_03,,,,,,,,,,,,,
Curse of Naxxramas,Stalag,,<b>Agonia:</b> Jeśli podczas tej partii zginął także Feugen przyzwij Thadiusa.,Legendary,5,Minion,FP1_014,Deathrattle,4,,,7,,True,Dany Orizio,„Feugen - brzyyydal!” - Stalag,True,,Aby odblokować ukończ Rewir Konstruktów.,Można wykonać po przejściu Rewiru Konstruktów.
Curse of Naxxramas,Stalag,,,Legendary,5,Minion,NAX13_05H,,4,,,7,,,,,True,,,
Curse of Naxxramas,Strażnik Lodowej Korony,,<b>Prowokacja</b>,,4,Minion,NAX15_03t,Taunt,5,,,5,,,,,,,,
Curse of Naxxramas,Strażnik Lodowej Korony,,<b>Prowokacja</b>,,4,Minion,NAX15_03n,Taunt,3,,,3,,,,,,,,
Curse of Naxxramas,Superdoładowanie,,+2 do zdrowia.,,,Enchantment,NAX13_03e,,,,,,,,,,,,,
Curse of Naxxramas,Superdoładowanie,,Daj swoim stronnikom +2 do zdrowia.,,2,Spell,NAX13_03,,,,,,,,,,,,,
Curse of Naxxramas,Szafiron,,,,,Hero,NAX14_01,,30,,,,,,,,,,,
Curse of Naxxramas,Szafiron,,,,,Hero,NAX14_01H,,45,,,,,,,,,,,
Curse of Naxxramas,Szał,,Daj twojemu bohaterowi +6 do ataku w tej turze.,,3,Spell,NAX12_04,,,,,,,,,,,,,
Curse of Naxxramas,Szał,,+6 do ataku w tej turze.,,,Enchantment,NAX12_04e,OneTurnEffect,,,,,,,,,,,,
Curse of Naxxramas,Szalony naukowiec,,<b>Agonia:</b> Umieść losowy <b>Sekret</b> z twojej talii na polu bitwy.,Common,2,Minion,FP1_004,Deathrattle,2,,,2,,True,James Ryman,Zawsze chciał zostać magiem ale poszedł na studia po których dostał kiepsko płatną pracę przy szlamie.,,,Aby odblokować pokonaj Grobulusa w Rewirze Konstruktów.,Można wykonać po pokonaniu Grobulusa w Rewirze Konstruktów.
Curse of Naxxramas,Szczęki,,Otrzymuje +2 do ataku za każdym razem gdy zginie stronnik z <b>Agonią</b>.,,1,Weapon,NAX12_03H,,,,5,3,,,,,,,,
Curse of Naxxramas,Szczęki,,Otrzymuje +2 do ataku za każdym razem gdy zginie stronnik z <b>Agonią</b>.,,1,Weapon,NAX12_03,,,,5,1,,,,,,,,
Curse of Naxxramas,Szkielet,,,,1,Minion,NAX4_03,,1,,,1,,,,,,,,
Curse of Naxxramas,Szkielet,,,,5,Minion,NAX4_03H,,5,,,5,,,,,,,,
Curse of Naxxramas,Szkieletowy kowal,,<b>Agonia:</b> Zniszcz broń przeciwnika.,,3,Minion,NAXM_002,Deathrattle,3,,,4,,,,,,,,
Curse of Naxxramas,Tan Korth&sbquo;azz,,Twój bohater posiada <b>Niewrażliwość</b>.,,3,Minion,NAX9_03H,,7,,,2,,,,,True,,,
Curse of Naxxramas,Tan Korth&sbquo;azz,,Twój bohater posiada <b>Niewrażliwość</b>.,,3,Minion,NAX9_03,,7,,,1,,,,,True,,,
Curse of Naxxramas,Tańczące miecze,,<b>Agonia:</b> Twój przeciwnik dobiera kartę.,Common,3,Minion,FP1_029,Deathrattle,4,,,4,,True,Jon McConnell,Nie istnieją tańczące miecze. Istnieją natomiast niewidzialni szermierze.,,,Aby odblokować pokonaj Instruktora Razuwiusza w Rewirze Zbrojnych.,Można wykonać po pokonaniu Instruktora Razuwiusza w Rewirze Zbrojnych.
Curse of Naxxramas,Thadius,,,Legendary,10,Minion,FP1_014t,,11,,,11,,,,,True,,,
Curse of Naxxramas,Thadius,,,,,Hero,NAX13_01,,30,,,,,,,,,,,
Curse of Naxxramas,Thadius,,,,,Hero,NAX13_01H,,45,,,,,,,,,,,
Curse of Naxxramas,Tkacz sieci,,<b>Agonia:</b> Dodaj losową kartę Bestii do twojej ręki.,Common,1,Minion,FP1_011,Deathrattle,1,,,1,Hunter,True,Dan Brereton,Pajęcze kokony są jak jajka niespodzianki!,,Beast,Aby odblokować ukończ wyzwanie klasowe dla łowcy w Naxxramas.,Można wykonać po ukończeniu wyzwania klasowego dla łowcy w Naxxramas.
Curse of Naxxramas,Trujący obłok,,<b>Moc specjalna</b>Zadaj 1 pkt. obrażeń wszystkim stronnikom. Jeśli któryś zginie przyzwij śluz.,,2,Hero Power,NAX11_02,,,,,,,,,,,,,
