TEXT,SET,TYPE,ID,NAME,FACTION,RARITY,COST,MECHANICS,HEALTH,INPLAYTEXT,ATTACK,DURABILITY,PLAYERCLASS,COLLECTIBLE,ARTIST,FLAVOR,ELITE,RACE,HOWTOGET,HOWTOGETGOLD
<b>Taunt</b>,Basic,Minion,CS2_179,Sen'jin Shieldmasta,Horde,Free,4,Taunt,5,,3,,,True,Brian Despain,Sen'jin Villiage is nice if you like trolls and dust.,,,,Unlocked at Rogue Level 59.
Deal $4 damage to a minion.,Basic,Spell,CS2_057,Shadow Bolt,Neutral,Free,3,,,,,,Warlock,True,Dave Allsop,It’s a Bolt.   Its made out of Shadow.   What more do you need to know!,,,Unlocked at Level 1.,Unlocked at Level 47.
Destroy a minion with an Attack of 5 or more.,Basic,Spell,EX1_622,Shadow Word: Death,,Common,3,,,,,,Priest,True,Raymond Swanland,If you miss it leaves a lightning-bolt-shaped scar on your target.,,,Unlocked at Level 8.,Unlocked at Level 43.
Destroy a minion with 3 or less Attack.,Basic,Spell,CS2_234,Shadow Word: Pain,,Free,2,,,,,,Priest,True,Raymond Swanland,A step up from a spell cast by many beginning acolytes: "Shadow Word: Annoy".,,,Unlocked at Level 1.,Unlocked at Level 36.
<b>Hero Power</b>
+1 Attack this turn.
+1 Armor.,Basic,Hero Power,CS2_017,Shapeshift,Neutral,Free,2,,,,,,Druid,,,,,,,
+1 Attack this turn.,Basic,Enchantment,CS2_083e,Sharpened,,,,OneTurnEffect,,,,,Rogue,,,,,,,
<b>Battlecry:</b> Give a friendly minion +1/+1.,Basic,Minion,EX1_019,Shattered Sun Cleric,Neutral,Common,3,Battlecry,2,,3,,,True,Doug Alexander,They always have a spare flask of Sunwell Energy Drink™!,,,,Unlocked at Priest Level 53.
,Basic,Minion,CS2_tk1,Sheep,Neutral,Common,0,,1,,1,,,,,,,Beast,,
Gain 5 Armor.
Draw a card.,Basic,Spell,EX1_606,Shield Block,Neutral,Common,3,,,,,,Warrior,True,Michael Komarck,Shields were invented because Face Block is USELESS.,,,Unlocked at Level 8.,Unlocked at Level 28.
Deal $1 damage. Draw a card.,Basic,Spell,EX1_278,Shiv,Neutral,Common,2,,,,,,Rogue,True,Alex Garner,Rogues are experts at SHIV-al-ry.,,,Unlocked at Level 6.,Unlocked at Level 45.
,Basic,Minion,CS2_101t,Silver Hand Recruit,,Free,1,,1,,1,,Paladin,,,,,,,
<b>Taunt</b>,Basic,Minion,CS2_127,Silverback Patriarch,Horde,Common,3,Taunt,4,,1,,,True,Daren Bader,He likes to act like he's in charge but the silverback matriarch actually runs things.,,Beast,,Unlocked at Warrior Level 53.
Deal $3 damage to the enemy hero.,Basic,Spell,CS2_075,Sinister Strike,Neutral,Free,1,,,,,,Rogue,True,Frank Cho,There's something about this strike that just feels off.  Sinister even.,,,Unlocked at Level 1.,Unlocked at Level 15.
<b></b>,Basic,Minion,skele11,Skeleton,Neutral,Common,1,,1,,1,,,,,,,,,
Deal $4 damage. Discard a random card.,Basic,Spell,EX1_308,Soulfire,Neutral,Common,1,,,,,,Warlock,True,Raymond Swanland,Are you lighting a soul on fire? Or burning someone with your OWN soul? This seems like an important distinction.,,,Unlocked at Level 6.,Unlocked at Level 28.
Draw 4 cards.,Basic,Spell,CS2_077,Sprint,Neutral,Common,7,,,,,,Rogue,True,James Zhang,Rogues are not good joggers.,,,Unlocked at Level 10.,Unlocked at Level 49.
Deal $5 damage.
Draw a card.,Basic,Spell,EX1_173,Starfire,Neutral,Common,6,,,,,,Druid,True,Alex Horley Orlandelli,Balance is important to druids.  This card is perfectly balanced.,,,Unlocked at Level 2.,Unlocked at Level 45.
Whenever you summon a Beast draw a card.,Basic,Minion,CS2_237,Starving Buzzard,,Common,5,,2,Soaring,3,,Hunter,True,Bernie Kang,If you feed him he loses his whole <i>identity</i>.,,Beast,Unlocked at Level 4.,Unlocked at Level 47.
<b>Hero Power</b>
Deal 2 damage to the enemy hero.,Basic,Hero Power,DS1h_292,Steady Shot,Neutral,Free,2,,,,,,Hunter,,,,,,,
<b>Taunt</b>,Basic,Minion,CS2_051,Stoneclaw Totem,Neutral,Free,1,Taunt,2,,0,,Shaman,,,,,Totem,,
<b>Charge</b>,Basic,Minion,CS2_171,Stonetusk Boar,Neutral,Free,1,Charge,1,,1,,,True,Howard Lyon,This card is boaring.,,Beast,,Unlocked at Hunter Level 53.
<b>Battlecry:</b> Deal 2 damage.,Basic,Minion,CS2_150,Stormpike Commando,Alliance,Common,5,Battlecry,2,,4,,,True,Kev Walker,The Stormpike Commandos are demolition experts.  They also bake a mean cupcake.,,,,Unlocked at Paladin Level 51.
Your other minions have +1/+1.,Basic,Minion,CS2_222,Stormwind Champion,Alliance,Common,7,Aura,6,For the Alliance!,6,,,True,Doug Alexander,When Deathwing assaulted the capital this soldier was the only member of his squad to survive. Now he's all bitter and stuff.,,,,Unlocked at Paladin Level 59.
<b>Charge</b>,Basic,Minion,CS2_131,Stormwind Knight,Alliance,Common,4,Charge,5,,2,,,True,Ladronn,They're still embarassed about "The Deathwing Incident".,,,,Unlocked at Paladin Level 55.
<b>Battlecry:</b> Discard a random card.,Basic,Minion,EX1_306,Succubus,Neutral,Free,2,Battlecry,3,,4,,Warlock,True,Matt Dixon,Warlocks have it pretty good.,,Demon,Unlocked at Level 1.,Unlocked at Level 40.
Deal $4 damage to an enemy and $1 damage to all other enemies.,Basic,Spell,CS2_012,Swipe,Neutral,Common,4,,,,,,Druid,True,Sean O’Daniels,When a bear rears back and extends his arms he's about to Swipe!  ... or hug.,,,Unlocked at Level 8.,Unlocked at Level 47.
Gain 1 Mana Crystal this turn only.,Basic,Spell,GAME_005,The Coin,,,,,,,,,,,,,,,,
,Basic,Enchantment,GAME_005e,The Coin,,,,,,,,,,,,,,,,
,Basic,Hero,HERO_02,Thrall,Neutral,Free,,,30,,,,Shaman,True,,,,,,
Your other Beasts have +1 Attack.,Basic,Minion,DS1_175,Timber Wolf,Neutral,Free,1,Aura,1,,1,,Hunter,True,Malcolm Davis,Other beasts totally dig hanging out with timber wolves.,,Beast,Unlocked at Level 1.,Unlocked at Level 23.
<b>Hero Power</b>
Summon a random Totem.,Basic,Hero Power,CS2_049,Totemic Call,Neutral,Free,2,,,,,,Shaman,,,,,,,
+2 Health.,Basic,Enchantment,EX1_244e,Totemic Might,,,,,,,,,Shaman,,,,,,,
Give your Totems +2 Health.,Basic,Spell,EX1_244,Totemic Might,Neutral,Common,0,,,,,,Shaman,True,Trent Kaniuga,Totem-stomping is no longer recommended.,,,Unlocked at Level 6.,Unlocked at Level 28.
Look at the top three cards of your deck. Draw one and discard the others.,Basic,Spell,DS1_184,Tracking,Neutral,Free,1,,,,,,Hunter,True,Mauro Cascioli,For the person who just cannot decide what card to put into a deck!,,,Unlocked at Level 1.,Unlocked at Level 15.
Whenever your hero attacks restore 2 Health to it.,Basic,Weapon,CS2_097,Truesilver Champion,Neutral,Common,4,,,,4,2,Paladin,True,Ryan Sook,It Slices it Dices. You can cut a tin can with it. (But you wouldn't want to.),,,Unlocked at Level 2.,Unlocked at Level 40.
Your Beasts have <b>Charge</b>.,Basic,Minion,DS1_178,Tundra Rhino,Neutral,Common,5,,5,,2,,Hunter,True,Lars Grant-West,Tundra rhinos are often mistaken for kodos.  Or am I mistaken?,,Beast,Unlocked at Level 8.,Unlocked at Level 43.
,Basic,Hero,HERO_04,Uther Lightbringer,Neutral,Free,,,30,,,,Paladin,True,,,,,,
,Basic,Hero,HERO_03,Valeera Sanguinar,Neutral,Free,,,30,,,,Rogue,True,,,,,,
Return all minions to their owner's hand.,Basic,Spell,NEW1_004,Vanish,,Common,6,,,,,,Rogue,True,Sean O’Daniels,,,,Unlocked at Level 8.,Unlocked at Level 23.
<b>Taunt</b>,Basic,Minion,CS2_065,Voidwalker,Neutral,Free,1,Taunt,3,,1,,Warlock,True,Alex Horley Orlandelli,No relation to "The Voidsteppers" the popular Void-based dance troupe.,,Demon,Unlocked at Level 1.,Unlocked at Level 36.
<b>Battlecry:</b> Restore 2 Health.,Basic,Minion,EX1_011,Voodoo Doctor,Horde,Free,1,Battlecry,1,,2,,,True,Karl Richardson,Voodoo is an oft-misunderstood art. But it <i>is</i> art.,,,,Unlocked at Rogue Level 55.
,Basic,Minion,CS2_186,War Golem,Neutral,Common,7,,7,,7,,,True,Dave Kendall,Golems are not afraid but for some reason they still run when you cast Fear on them.  Instinct maybe?  A desire to blend in?,,,,Unlocked at Rogue Level 51.
Whenever you summon a minion with 3 or less Attack give it <b>Charge</b>.,Basic,Minion,EX1_084,Warsong Commander,Neutral,Free,3,,3,,2,,Warrior,True,Wei Wang,The Warsong clan is <i>such drama</i>. It's really not worth it to become a commander.,,,Unlocked at Level 1.,Unlocked at Level 36.
<b>Freeze</b> any character damaged by this minion.,Basic,Minion,CS2_033,Water Elemental,Neutral,Common,4,Freeze,6,Frostbolt,3,,Mage,True,John Avon,Don't summon a water elemental at a party.  It'll dampen the mood.,,,Unlocked at Level 8.,Unlocked at Level 49.
Deal $1 damage to ALL minions.,Basic,Spell,EX1_400,Whirlwind,Neutral,Common,1,,,,,,Warrior,True,Jonboy Meyers,The way to tell seasoned warriors from novice ones: the novices yell "wheeeee" while whirlwinding.,,,Unlocked at Level 6.,Unlocked at Level 32.
,Basic,Weapon,CS2_082,Wicked Knife,Neutral,Free,1,,,,1,2,Rogue,,,,,,,
Gain an empty Mana Crystal.,Basic,Spell,CS2_013,Wild Growth,Neutral,Free,2,,,,,,Druid,True,James Ryman,Grow your own mana crystals with this Mana Crystal Growth Kit only 39.99!,,,Unlocked at Level 1.,Unlocked at Level 23.
Give a minion <b>Windfury</b>.,Basic,Spell,CS2_039,Windfury,Neutral,Free,2,,,,,,Shaman,True,Justin Sweet,Windfury is like Earthfury and Firefury but more light and airy.,,,Unlocked at Level 1.,Unlocked at Level 23.
<b>Battlecry:</b> Give a friendly minion <b>Windfury</b>.,Basic,Minion,EX1_587,Windspeaker,Neutral,Common,4,Battlecry,3,,3,,Shaman,True,Vance Kovacs,Is there anything worse than a Windspeaker with halitosis?,,,Unlocked at Level 8.,Unlocked at Level 45.
<b>Charge</b>,Basic,Minion,CS2_124,Wolfrider,Horde,Free,3,Charge,1,,3,,,True,Dany Orizio,Orcish raiders ride wolves because they are well adapted to harsh environments and because they are soft and cuddly.,,,,Unlocked at Warrior Level 59.
<b>Spell Damage +1</b>,Basic,Minion,CS2_052,Wrath of Air Totem,Neutral,Free,1,Spellpower,2,,0,,Shaman,,,,,Totem,,
Give a player's weapon -1 Durability.,Debug,Spell,XXX_048,-1 Durability,,Common,0,,,,,,,,,,,,,
Give a Minion +1000/+1000,Debug,Spell,XXX_055,1000 Stats,,,0,,,,,,,,,,,,,
,Debug,Enchantment,XXX_055e,1000 Stats Enchant,,,,,,,,,,,,,,,,
Spawn into play to give all minions <b>Charge</b>.,Debug,Minion,XXX_095,AI Buddy - All Charge!,,,0,,1,,1,,,,,,,,,
Spawn into play to clear the entire board both hands both decks all mana and all secrets.,Debug,Minion,XXX_094,AI Buddy - Blank Slate,,,0,,1,,1,,,,,,,,,
Spawn into play to smack your own hero for 5.,Debug,Minion,XXX_096,AI Buddy - Damage Own Hero 5,,,0,,1,,1,,,,,,,,,
Spawn into play to destroy all minions.,Debug,Minion,XXX_097,AI Buddy - Destroy Minions,,,0,,1,,1,0,,,,,,,,
Spawn into play to destroy the AI's Hand and Deck.,Debug,Minion,XXX_098,AI Buddy - No Deck/Hand,,,0,,1,,1,0,,,,,,,,
Get the AI ready for testing.,Debug,Minion,XXX_099,AI Helper Buddy,,,0,,1,,1,0,,,,,False,,,
Give your Hero +100 Armor,Debug,Spell,XXX_053,Armor,,,0,,,,,,,,,,,,,
Become Hogger for Video Recording.,Debug,Spell,XXX_039,Become Hogger,,,0,,,,,,,,,,,,,
Return a minion to its owner's hand.,Debug,Spell,XXX_012,Bounce,,Common,0,,,,,,,,,,,,,
Destroy a hero's weapon.,Debug,Spell,XXX_006,Break Weapon,,Common,0,,,,,,,,,,,,,
Crash the game.,Debug,Spell,XXX_015,Crash,,Common,0,,,,,,,,,,,,,
Deal 1 damage.,Debug,Spell,XXX_001,Damage 1,,Common,0,ImmuneToSpellpower,,,,,,,,,,,,
Deal 5 damage.,Debug,Spell,XXX_002,Damage 5,,Common,0,ImmuneToSpellpower,,,,,,,,,,,,
Set the Health of a character to 1.,Debug,Spell,XXX_020,Damage all but 1,,Common,0,ImmuneToSpellpower,,,,,,,,,,,,
Whenever this minion takes damage deal 1 damage to ALL other characters.,Debug,Minion,XXX_024,Damage Reflector,,Common,0,,10,,3,,,,,,,,,
Destroy a minion or hero.,Debug,Spell,XXX_005,Destroy,,Common,0,,,,,,,,,,,,,
Pick a player and destroy one of his Mana Crystals.,Debug,Spell,XXX_050,Destroy a Mana Crystal,,Common,0,,,,,,,,,,,,,
Destroy all heroes.,Debug,Spell,XXX_023,Destroy All Heroes,,Common,0,,,,,,,,,,,,,
Destroy all of a player's Mana Crystals.,Debug,Spell,XXX_049,Destroy all Mana,,Common,0,,,,,,,,,,,,,
Destroy all minions.,Debug,Spell,XXX_018,Destroy All Minions,,Common,0,,,,,,,,,,,,,
Delete an opponent's deck,Debug,Spell,XXX_047,Destroy Deck,,Common,0,,,,,,,,,,,,,
Destroy a player's Hero Power.,Debug,Spell,XXX_041,Destroy Hero Power,,Common,0,,,,,,,,,,,,,
Choose a hero. Destroy all <b>Secrets</b> controlled by that hero.,Debug,Spell,XXX_057,Destroy Secrets,,,0,,,,,,,,,,,,,
Choose a hero.  That hero's controller discards his hand.,Debug,Spell,XXX_013,Discard,,Common,0,,,,,,,,,,,,,
This does nothing.,Debug,Spell,XXX_025,Do Nothing,,Common,0,,,,,,,,,,,,,
Draw 3 cards.,Debug,Spell,XXX_017,Draw 3 Cards,,Common,0,,,,,,,,,,,,,
This enchantment does nothing.,Debug,Enchantment,XXX_009e,Empty Enchant,,Common,,,,,,,,,,,,,,
Enable emotes for your VS.AI game. (not in tutorials though),Debug,Spell,XXX_026,Enable Emotes,,Common,0,,,,,,,,,,,,,
Give a character Charge and make him able to attack!,Debug,Spell,XXX_007,Enable for Attack,,Common,0,,,,,,,,,,,,,
Enchant a minion with an empty enchant.,Debug,Spell,XXX_009,Enchant,,Common,0,,,,,,,,,,,,,
Force the AI to use their Hero Power every turn from now on.,Debug,Spell,XXX_046,Force AI to Use Hero Power,,Common,0,,,,,,,,,,,,,
Your cards cost (0) for the rest of the game.,Debug,Spell,XXX_022,Free Cards,,Common,0,,,,,,,,,,,,,
Your cards cost (0) for the rest of the game.,Debug,Enchantment,XXX_022e,Free Cards,,,,,,,,,,,,,,,,
<b>Freeze</b> a character.,Debug,Spell,XXX_008,Freeze,,Common,0,Freeze,,,,,,,,,,,,
Give a minion <b>Mega-Windfury</b>.,Debug,Spell,XXX_052,Grant Mega-Windfury,,Common,0,,,,,,,,,,,,,
<b>Battlecry:</b> Discard 3 cards then draw 3 cards.,Debug,Minion,XXX_044,Hand Swapper Minion,,Common,0,,5,,5,,,,,,,,,
Shuffle a player's hand into his deck.,Debug,Spell,XXX_042,Hand to Deck,,Common,0,,,,,,,,,,,,,
,Debug,Hero,XXX_040,Hogger,,,,,10,,,,Warrior,,,,,,,
Permanently make a character <b>Immune</b>.,Debug,Spell,XXX_051,Make Immune,,Common,0,,,,,,,,,,,,,
Put 10 cards from a hero's deck into his graveyard.,Debug,Spell,XXX_014,Mill 10,,Common,0,,,,,,,,,,,,,
Put 30 cards from a hero's deck into his graveyard.,Debug,Spell,XXX_043,Mill 30,,Common,0,,,,,,,,,,,,,
You can take as long as you want on your turn.,Debug,Spell,XXX_019,Molasses,,Common,,,,,,,,,,,,,,
Force your opponent to concede.,Debug,Spell,XXX_029,Opponent Concede,,,0,,,,,,,,,,,,,
Force your opponnet to disconnect.,Debug,Spell,XXX_030,Opponent Disconnect,,Common,0,,,,,,,,,,,,,
Restore 1 Health to a character.,Debug,Spell,XXX_003,Restore 1,,Common,0,,,,,,,,,,,,,
Restore 5 Health to a character.,Debug,Spell,XXX_004,Restore 5,,Common,0,,,,,,,,,,,,,
Restore all Health to a character.,Debug,Spell,XXX_021,Restore All Health,,Common,0,,,,,,,,,,,,,
,Debug,Spell,XXX_028,Reveal Hand,,Common,,,,,,,,,,,,,,
Crash the Server.  DON'T BE A FOOL.,Debug,Spell,XXX_027,Server Crash,,,,,,,,,,,,,,,,
Remove all enchantments and powers from a minion.,Debug,Spell,XXX_010,Silence - debug,,Common,0,,,,,,,,,,,,,
Silence and Destroy ALL Minions.,Debug,Spell,XXX_056,Silence Destroy,,,0,,,,,,,,,,,,,
Summon five 1/1 snakes.,Debug,Spell,XXX_016,Snake Ball,,,0,,,,,,,,,,,,,
Steal a random card from your opponent.,Debug,Spell,XXX_045,Steal Card,,Common,0,,,,,,,,,,,,,
Summon a secret from your deck.,Debug,Spell,XXX_011,Summon a random Secret,,Common,0,,,,,,,,,,,,,
Give your Weapon +100/+100,Debug,Spell,XXX_054,Weapon Buff,,,0,,,,,,,,,,,,,
,Debug,Enchantment,XXX_054e,Weapon Buff Enchant,,,,,,,,,,,,,,,,
<i>Hey Chicken!</i>,Promotion,Minion,Mekka4t,Chicken,,,0,,1,,1,,,,,,,Beast,,
<b>Battlecry:</b> Give both players the power to ROCK! (with a Power Chord card),Promotion,Minion,PRO_001,Elite Tauren Chieftain,,Legendary,5,Battlecry,5,,5,,,True,Samwise Didier,He's looking for a drummer.  The current candidates are: Novice Engineer Sen'jin Shieldmasta' and Ragnaros the Firelord.,True,,,Awarded at BlizzCon 2013.
Increased Stats.,Promotion,Enchantment,Mekka3e,Emboldened!,,,,,,,,,,,,,,,,
At the end of your turn give a random minion +1/+1.,Promotion,Minion,Mekka3,Emboldener 3000,Alliance,Common,1,,4,Emboldening,0,,,,,,,Mech,,
<b>Battlecry:</b> Summon an AWESOME invention.,Promotion,Minion,EX1_112,Gelbin Mekkatorque,Alliance,Legendary,6,Battlecry,6,,6,,,True,Ludo Lullabi,He's the leader of the gnomes and an incredible inventor.  He's getting better too; He turns things into chickens WAY less than he used to.,True,,,This was rewarded to players who helped test the Store during the Beta.
At the start of your turn destroy this minion and draw 3 cards.,Promotion,Minion,Mekka1,Homing Chicken,Alliance,Common,1,,1,Pecking,0,,,,,,,Mech,,
Summon three four or five 1/1 Murlocs.,Promotion,Spell,PRO_001a,I Am Murloc,,,4,,,,,,,,,,,,,
,Promotion,Minion,PRO_001at,Murloc,,,1,,1,,1,,,,,,,Murloc,,
At the start of your turn transform a random minion into a 1/1 Chicken.,Promotion,Minion,Mekka4,Poultryizer,Alliance,Common,1,,3,Poultryizing,0,,,,,,,Mech,,
Summon a random Horde Warrior.,Promotion,Spell,PRO_001c,Power of the Horde,,,4,,,,,,,,,,,,,
At the end of your turn restore 6 Health to a damaged character.,Promotion,Minion,Mekka2,Repair Bot,Alliance,Common,1,,3,Repairin',0,,,,,,,Mech,,
Deal $4 damage. Draw a card.,Promotion,Spell,PRO_001b,Rogues Do It...,,,4,,,,,,,,,,,,,
Has been transformed into a chicken!,Promotion,Enchantment,Mekka4e,Transformed,,,,Morph,,,,,,,,,,,,
<b>Battlecry:</b> Put a random Pirate from your deck into your hand.,Reward,Minion,NEW1_016,Captain's Parrot,,Epic,2,Battlecry,1,,1,,,True,Daren Bader,Pirates and Parrots go together like Virmen and Carrots.,,Beast,Unlocked when you have all the Pirates from the Expert Set.,Unlocked when you have all the Golden Pirates from the Expert Set.
<b>Charge</b>. Has +1 Attack for each other Murloc on the battlefield.,Reward,Minion,EX1_062,Old Murk-Eye,Neutral,Legendary,4,Charge,4,Marglahg,2,,,True,Dan Scott,He's a legend among murlocs.  "Mrghllghghllghg!" they say.,True,Murloc,Unlocked when you have all the Murlocs from the Expert Set.,Unlocked when you have all the Golden Murlocs from the Expert and Basic Sets.
Put a random minion from each player's hand into the battlefield.,Goblins vs Gnomes,Spell,GVG_029,Ancestor's Call,,Epic,4,,,,,,Shaman,True,Dan Scott,"Hey! Ancestors!" - Ancestor's call,,,,
At the end of each turn destroy this minion if it's your only one.,Goblins vs Gnomes,Minion,GVG_077,Anima Golem,,Epic,6,,9,,9,,Warlock,True,Josh Harris,The Dark Animus is evil and mysterious and huge and unable to write sentences that utilize proper grammar.,,Mech,,
<b>Taunt</b>
<b>Divine Shield</b>,Goblins vs Gnomes,Minion,GVG_085,Annoy-o-Tron,,Common,2,Divine Shield|Taunt,2,,1,,,True,Matt Dixon,The inventor of the Annoy-o-Tron was immediately expelled from Tinkerschool Tinkertown and was eventually exiled from the Eastern Kingdoms altogether.,,Mech,,
<b>Taunt</b>. <b>Choose One -</b>
+1 Attack; or +1 Health.,Goblins vs Gnomes,Minion,GVG_030,Anodized Robo Cub,,Common,2,Taunt,2,,2,,Druid,True,Eva Widermann,It's adorable! AND OH MY GOODNESS WHY IS IT EATING MY FACE,False,Mech,,
<b>Battlecry:</b> Restore 8 Health to your hero.,Goblins vs Gnomes,Minion,GVG_069,Antique Healbot,,Common,5,Battlecry,3,,3,,,True,Jesper Esjing,They don't make 'em like they used to! (Because of explosions mostly.),,Mech,,
<b>Taunt</b>
Can't be targeted by spells or Hero Powers.,Goblins vs Gnomes,Minion,GVG_091,Arcane Nullifier X-21,,Rare,4,Taunt,5,,2,,,True,Zero Yue,There was some hard talk between gnome magi and engineers about inventing this mech.,,Mech,,
Increased Attack.,Goblins vs Gnomes,Enchantment,GVG_086e,Armor Plated,,,,,,,,,Warrior,,,,,,,
+1 Health.,Goblins vs Gnomes,Enchantment,PART_001e,Armor Plating,,,,,,,,,,,,,,,,
Give a minion +1 Health.,Goblins vs Gnomes,Spell,PART_001,Armor Plating,,,1,,,,,,,,Nutchapol Thitinunthakorn,,,,,
+1 Attack.,Goblins vs Gnomes,Spell,GVG_030a,Attack Mode,,,,,,,,,Druid,,,,,,,
+1 Attack.,Goblins vs Gnomes,Enchantment,GVG_030ae,Attack Mode,,,,,,,,,Druid,,,,,,,
<b>Battlecry:</b> Equip a random weapon for each player.,Goblins vs Gnomes,Minion,GVG_119,Blingtron 3000,,Legendary,5,Battlecry,4,,3,,,True,Jomaro Kindred,PREPARE PARTY SERVOS FOR IMMEDIATE DEPLOYMENT.,True,Mech,,
Whenever a friendly minion dies while this is in your hand gain +1 Attack.,Goblins vs Gnomes,Minion,GVG_063,Bolvar Fordragon,,Legendary,5,,7,,1,,Paladin,True,Tooth,Spoiler alert: Bolvar gets melted and then sits on an ice throne and everyone forgets about him.,True,,,
<b>Battlecry:</b> Deal 4 damage to a random enemy minion.,Goblins vs Gnomes,Minion,GVG_099,Bomb Lobber,,Rare,5,Battlecry,3,,3,,,True,Luca Zontini,He lobbies Orgrimmar daily on behalf of bombs.,,,,
<b>Deathrattle</b>: Deal 1-4 damage to a random enemy.,Goblins vs Gnomes,Minion,GVG_110t,Boom Bot,,,1,Deathrattle,1,,1,,,,,,,Mech,,
Deal $1 damage to a random minion. Repeat until a minion dies.,Goblins vs Gnomes,Spell,GVG_050,Bouncing Blade,,Epic,3,,,,,,Warrior,True,Andrew Hou,Only goblins would think this was a good idea. Even they are starting to have their doubts.,,,,
Increased stats.,Goblins vs Gnomes,Enchantment,GVG_100e,Brow Furrow,,,,,,,,,Warlock,,,,,,,
Whenever your opponent casts a spell gain +2 Attack.,Goblins vs Gnomes,Minion,GVG_068,Burly Rockjaw Trogg,,Common,4,,5,,3,,,True,Chris Rahn,He's burly because he does CrossFit.,,,,
When you draw this it explodes. You take 10 damage and draw a card.,Goblins vs Gnomes,Spell,GVG_056t,Burrowing Mine,,,0,ImmuneToSpellpower,,,,,Warrior,,Chris Seaman,,,,,
Draw a card.
If it's a Beast it costs (4) less.,Goblins vs Gnomes,Spell,GVG_017,Call Pet,,Rare,2,,,,,,Hunter,True,E.M. Gist,Real hunters tame hungry crabs.,,,,
,Goblins vs Gnomes,Minion,GVG_092t,Chicken,,,1,,1,,1,,,,,,,Beast,,
Stealthed until your next turn.,Goblins vs Gnomes,Enchantment,PART_004e,Cloaked,,,,,,,,,,,,,,,,
Costs (1) less for each card in your opponent's hand.,Goblins vs Gnomes,Minion,GVG_121,Clockwork Giant,,Epic,12,,8,,8,,,True,Dan Scott,He and Mountain Giant don't get along.,,Mech,,
<b>Deathrattle:</b> Add a <b>Spare Part</b> card to your hand.,Goblins vs Gnomes,Minion,GVG_082,Clockwork Gnome,,Common,1,Deathrattle,1,,2,,,True,Matt Dixon,Clockwork gnomes are always asking what time it is.,,Mech,,
Whenever you summon a Mech gain <b>Divine Shield</b>.,Goblins vs Gnomes,Minion,GVG_062,Cobalt Guardian,,Rare,5,,3,,6,,Paladin,True,Jim Nelson,Guardians used to be built out of Adamantium but production got moved to Gadgetzan and Cobalt was cheap.,,Mech,,
Deal $3 damage to a minion and the enemy hero.,Goblins vs Gnomes,Spell,GVG_073,Cobra Shot,,Common,5,,,,,,Hunter,True,Howard Lyon,"Cobra Shot" hurts way way way more than "Cobra Cuddle.",,,,
<b>Battlecry:</b> Give a random friendly minion <b>Divine Shield</b> and <b>Taunt</b>.,Goblins vs Gnomes,Weapon,GVG_059,Coghammer,,Epic,3,Battlecry,,,2,3,Paladin,True,Danny Orizio,So you ripped this out of a machine carved some runes on it stuck it on a handle and now it's a weapon of great divine power? Seems legit.,,,,
Has +2 Attack while you have a Mech.,Goblins vs Gnomes,Minion,GVG_013,Cogmaster,,Common,1,Aura,2,,1,,,True,Trent Kaniuga,After a while you don't see the cogs and sprockets. All you see is a robot a spider tank a deathray...,,,,
Has +2 Attack while you have a Mech.,Goblins vs Gnomes,Weapon,GVG_024,Cogmaster's Wrench,,Epic,3,Aura,,,1,3,Rogue,True,Richard Wright,For tightening cogs and smashin' troggs!,,,,
Deal $3-$6 damage. <b>Overload: (1)</b>,Goblins vs Gnomes,Spell,GVG_038,Crackle,,Common,2,,,,,,Shaman,True,Warren Mahy,Snap! This card! Pop!,,,,
Destroy a minion. If you have a damaged minion this costs (4) less.,Goblins vs Gnomes,Spell,GVG_052,Crush,,Epic,7,,,,,,Warrior,True,Michael Sutfin,Using this card on your enemies is one of the best things in life according to some barbarians.,,,,
<b>Choose One -</b> Summon 5 Wisps; or Give a minion +5/+5 and <b>Taunt</b>.,Goblins vs Gnomes,Spell,GVG_041,Dark Wispers,,Epic,6,,,,,,Druid,True,Trent Kaniuga,Don't worry; we fired the person who named this card.,,,,
Summon 5 Wisps.,Goblins vs Gnomes,Spell,GVG_041b,Dark Wispers,,,,,,,,,Druid,,,,,,,
+5/+5 and <b>Taunt</b>.,Goblins vs Gnomes,Spell,GVG_041a,Dark Wispers,,,,,,,,,Druid,,,,,,,
+5/+5 and <b>Taunt</b>.,Goblins vs Gnomes,Enchantment,GVG_041c,Dark Wispers,,,,,,,,,Druid,,,,,,,
Deal $3 damage.,Goblins vs Gnomes,Spell,GVG_015,Darkbomb,,Common,2,,,,,,Warlock,True,Jeff Haynie,If you're looking to make an "Emo" deck this card is perfect!,,,,
Deal $5 damage to a minion.  If it's a friendly Demon give it +5/+5 instead.,Goblins vs Gnomes,Spell,GVG_019,Demonheart,,Epic,5,,,,,,Warlock,True,Kerem Beyit,Virtually every member of the pro demon lobby is a warlock. Weird.,,,,
+5/+5.,Goblins vs Gnomes,Enchantment,GVG_019e,Demonheart,,,,,,,,,Warlock,,,,,,,
<b>Battlecry</b>: Summon two 1/1 Boom Bots. <i>WARNING: Bots may explode.</i>,Goblins vs Gnomes,Minion,GVG_110,Dr. Boom,,Legendary,7,Battlecry,7,,7,,,True,Alex Garner,MARVEL AT HIS MIGHT!,True,,,
,Goblins vs Gnomes,Minion,GVG_080t,Druid of the Fang,,,5,,7,,7,,Druid,,Massive Black,,,Beast,,
