TEXT,SET,TYPE,ID,NAME,FACTION,RARITY,COST,ATTACK,HEALTH,MECHANICS,DURABILITY,INPLAYTEXT,PLAYERCLASS,COLLECTIBLE,ARTIST,RACE,FLAVOR,ELITE,HOWTOGET,HOWTOGETGOLD
Dieser Diener hat +2 Angriff.,Classic,Enchantment,CS2_181e,Volle Kraft,,,,,,,,,,,,,,,,
<b>Kampfschrei:</b> Verleiht einem befreundeten Diener +3 Leben.,Classic,Minion,EX1_623,Vollstrecker des Tempels,,Common,6,6,6,Battlecry,,,Priest,True,Daren Bader,,Donnerstagnachts verdient er sich als Rausschmeißer in der Taverne „Zum Pfeifenden Schwein“ etwas dazu.,,,
Der nächste Zauber den Ihr in diesem Zug wirkt kostet (3) weniger.,Classic,Enchantment,EX1_145o,Vorbereitung,,,,,,OneTurnEffect,,,Rogue,,,,,,,
Der nächste Zauber den Ihr in diesem Zug wirkt kostet (3) weniger.,Classic,Spell,EX1_145,Vorbereitung,Neutral,Epic,0,,,,,,Rogue,True,Clint Langley,,Manchmal ist Vorbereitung das halbe Leben ... im wahrsten Sinne des Wortes.,,,
+2 Angriff von Hasserfüllte Schmiedin.,Classic,Enchantment,CS2_221e,Vorsicht! Scharf!,,,,,,,,,,,,,,,,
<b>Gottesschild</b>,Classic,Minion,EX1_023,Wache von Silbermond,Horde,Common,4,3,3,Divine Shield,,,,True,Phroilan Gardner,,Bei der ersten Verteidigung Silbermonds gegen die Geißel sah er nicht so gut aus ...,,,
Erhöhter Angriff.,Classic,Enchantment,EX1_001e,Wachsam,,,,,,,,,,,,,,,,
Gruul wächst ...,Classic,Enchantment,NEW1_038o,Wachstum,,,,,,,,,,,,,,,,
<b>Spott</b>,Classic,Minion,EX1_396,Wächter von Mogushan,Neutral,Common,4,1,7,Taunt,,,,True,Cole Eastburn,,Diese Jungs reden den ganzen Tag lang nur über den Donnerkönig. Ganz schön langweilig.,,,
Angriff auf 1 gesetzt.,Classic,Enchantment,EX1_382e,Waffen niederlegen!,,,,,,,,,Paladin,,,,,,,
,Classic,Minion,ds1_whelptoken,Welpling,Neutral,,1,1,1,,,,,,,Dragon,,,,
,Classic,Minion,EX1_116t,Welpling,,,1,1,1,,,,,,,Dragon,,,,
<i>Euch sind die Dämonen ausgegangen! Aber zum Glück gibt es ja noch Wichtel ...</i>,Classic,Minion,EX1_317t,Wertloser Wichtel,,Common,1,1,1,,,,Warlock,,,Demon,,,,
,Classic,Minion,EX1_598,Wichtel,Neutral,Rare,1,1,1,,,,,,,Demon,,,,
Fügt am Ende Eures Zuges diesem Diener 1 Schaden zu und beschwört einen Wichtel (1/1).,Classic,Minion,EX1_597,Wichtelmeisterin,Neutral,Rare,3,1,5,,,,,True,Mark Gibbons,,Viele Wichtel waren schon immer Teil ihrer Zukunftsplanung.,,,
Fügt ALLEN Dienern 1 Schaden zu nachdem Ihr einen Zauber gewirkt habt.,Classic,Minion,NEW1_020,Wilder Pyromant,,Rare,2,3,2,,,,,True,Alex Horley Orlandelli,,FEUER FREI!,,,
Ruft zwei Geisterwölfe (2/3) mit <b>Spott</b> herbei. <b>Überladung:</b> (2),Classic,Spell,EX1_248,Wildgeist,Neutral,Rare,3,,,,,,Shaman,True,Clint Langley,,Geisterwölfe sind eigentlich wie ganz normale Wölfe nur dass sie im Dunkeln leuchten.,,,
<b>Windzorn</b>,Classic,Minion,EX1_033,Windzornharpie,Alliance,Common,6,4,5,Windfury,,,,True,Luke Mancini,,Harpien haben nicht die schönsten Stimmen. Diplomatischer vermag man es nicht auszudrücken.,,,
Der erste Diener den Ihr in einem Zug ausspielt kostet (1) weniger.,Classic,Minion,EX1_076,Winzige Beschwörerin,Alliance,Rare,2,2,2,Aura,,,,True,Ron Spears,,Selbst die Kleine Beschwörerin sieht neben ihr noch riesig aus.,,,
Vernichtet alle Diener.,Classic,Spell,EX1_312,Wirbelnder Nether,Neutral,Epic,8,,,,,,Warlock,True,Dave Allsop,,Der Wirbelnde Nether ist ein formloser Ort der Magie der Illusion ... und der vernichteten Diener.,,,
<b>Verstohlenheit</b>,Classic,Minion,EX1_010,Worgenspitzel,Alliance,Common,1,2,1,Stealth,,,,True,Raymond Swanland,,Wenn Ihr einen Worgen daran hindern wollt Euch zu bespitzeln ruft einfach laut: „Aus! Pfui!“,,,
Erhält jedes Mal +1 Angriff wenn ein Diener Schaden erleidet.,Classic,Minion,EX1_604,Wütender Berserker,Neutral,Rare,3,2,4,,,,Warrior,True,Simon Bisley,,Bevor er zum Berserker wurde war er Buchhalter.,,,
<b>Wutanfall:</b> +5 Angriff,Classic,Minion,EX1_009,Wütendes Huhn,,Rare,1,1,1,Enrage,,,,True,Mike Sass,Beast,Kein Wesen ist furchteinflößender (oder lächerlicher) als ein echt wütendes Huhn.,,,
Der Südmeerkapitän verleiht +1/+1.,Classic,Enchantment,NEW1_027e,Yarrr!,,,,,,,,,,,,,,,,
Zieht am Ende Eures Zuges eine Traumkarte.,Classic,Minion,EX1_572,Ysera,Neutral,Legendary,9,4,12,,,,,True,Gabor Szikszai,Dragon,Diese Karte ist der smaragdgrüne Traum eines jeden Spielers.,True,,
Fügt allen Charakteren mit Ausnahme von Ysera $5 Schaden zu.,Classic,Spell,DREAM_02,Ysera erwacht,,,2,,,,,,Dream,,,,,,,
<b>Kampfschrei:</b> Bringt einen Diener zum <b>Schweigen</b>.,Classic,Minion,EX1_048,Zauberbrecher,Horde,Common,4,4,3,Battlecry,,,,True,Matt Cavotta,,Spezialist im ambulanten Entfernen von Verzauberungen und Stärkungseffekten.,,,
<b>Geheimnis:</b> Wenn Euer Gegner einen Zauber auf einen Diener wirkt ruft Ihr einen Diener (1/3) als neues Ziel herbei.,Classic,Spell,tt_010,Zauberformerin,Neutral,Epic,3,,,Secret,,,Mage,True,Gonzalo Ordonez,,Es macht zwar Spaß feindliche Blitzschläge abzufangen doch eine Zauberformerin zieht es vor gegnerische Male der Wildnis abzufangen – es ist viel gemeiner. Und Blutelfen sind einfach ein bisschen gemein.,,,
,Classic,Minion,tt_010a,Zauberformerin,,Epic,0,1,3,,,,Mage,,,,,,,
Eure Zauber kosten (1) weniger.,Classic,Minion,EX1_608,Zauberlehrling,Neutral,Common,2,3,2,Aura,,,Mage,True,Alex Horley Orlandelli,,Lehrlinge eignen sich prima zum Herumkommandieren. „Zauber mir ein paar Manabrötchen herbei! Und einen Kaffee! Ach was mach einen Manakaffee draus!“,,,
Fügt einem Diener $2 Schaden zu. Zieht eine Karte wenn er überlebt.,Classic,Spell,EX1_391,Zerschmettern,Neutral,Common,2,,,,,,Warrior,True,E.M. Gist,,„Dumdidum dumdidum“: Wenn Ihr einen Oger dies singen hört ist es bereits zu spät.,,,
<b>Geheimnis:</b> Wenn ein Diener Euren Helden angreift wird er vernichtet.,Classic,Spell,EX1_594,Zerstäuben,Neutral,Rare,3,,,Secret,,,Mage,True,Raymond Swanland,,Gerüchten zufolge brachte Todesschwinge den Kataklysmus über Azeroth nachdem er wegen dieser Karte ein Spiel verloren hatte. Die Wahrheit werden wir wohl nie erfahren ...,,,
<b>Wählt aus:</b> Fügt einem Diener $3 Schaden zu; oder fügt einem Diener $1 Schaden zu und zieht eine Karte.,Classic,Spell,EX1_154,Zorn,Neutral,Common,2,,,,,,Druid,True,Raymond Swanland,,Wenn man den Stammtischgesprächen im Gasthaus von Ratschet Glauben schenken darf dann ist diese Karte viel zu gut und sollte legendär sein.,,,
Fügt einem Diener $1 Schaden zu. Zieht eine Karte.,Classic,Spell,EX1_154b,Zorn,Neutral,,,,,,,,Druid,,,,,,,
Fügt einem Diener $3 Schaden zu.,Classic,Spell,EX1_154a,Zorn,Neutral,,,,,,,,Druid,,,,,,,
Verleiht einem befreundeten Wildtier +2 Angriff und macht es in diesem Zug <b>immun</b>.,Classic,Spell,EX1_549,Zorn des Wildtiers,Neutral,Epic,1,,,,,,Hunter,True,Alex Horley Orlandelli,,Na toll jetzt habt Ihr es wütend gemacht!,,,
+2 Angriff und <b>immun</b> in diesem Zug.,Classic,Enchantment,EX1_549o,Zorn des Wildtiers,,,,,,OneTurnEffect,,,Hunter,,,,,,,
Verursacht $8 Schaden der zufällig auf feindliche Charaktere verteilt wird.,Classic,Spell,EX1_384,Zornige Vergeltung,Neutral,Epic,6,,,ImmuneToSpellpower,,,Paladin,True,Alex Garner,,Bämm! Bämm! Bämm! Bämm! Bämm! Bämm! Bämm! Bämm!,,,
<b>Kampfschrei:</b> Erhält +1 Leben für jede Karte auf Eurer Hand.,Classic,Minion,EX1_043,Zwielichtdrache,Neutral,Rare,4,4,1,Battlecry,,,,True,Jaemin Kim,Dragon,Zwielichtdrachen ernähren sich von mystischer Energie. Und von Dönern.,,,
Euer Held hat +3 Angriff wenn Ihr am Zug seid.,Curse of Naxxramas,Minion,NAX2_05H,Anbeter,,,3,2,4,Aura,,,,,,,,,,
Euer Held hat +1 Angriff wenn Ihr am Zug seid.,Curse of Naxxramas,Minion,NAX2_05,Anbeter,,,3,1,4,Aura,,,,,,,,,,
,Curse of Naxxramas,Hero,NAX1h_01,AnubRekhan,,,,,45,,,,,,,,,,,
,Curse of Naxxramas,Hero,NAX1_01,AnubRekhan,,,,,30,,,,,,,,,,,
,Curse of Naxxramas,Hero,NAX9_01,Baron Totenschwur,,,,,7,,,,,,,,,,,
Die <b>Todesröcheln</b>-Effekte Eurer Diener werden 2-mal ausgelöst.,Curse of Naxxramas,Minion,FP1_031,Baron Totenschwur,,Legendary,4,1,7,Aura,,,,True,Ralph Horsley,,Fünf kleine Reiterlein bestritten ein Turnier um einen war es schnell geschehn da warens nur noch vier.,True,Wird durch das Abschließen des Militärviertels freigeschaltet.,Kann nach dem Abschluss des Militärviertels hergestellt werden.
,Curse of Naxxramas,Hero,NAX9_01H,Baron Totenschwur,,,,,14,,,,,,,,,,,
<b>Todesröcheln:</b> Fügt allen Dienern 1 Schaden zu.,Curse of Naxxramas,Weapon,FP1_021,Biss des Todes,,Common,4,4,,Deathrattle,2,,Warrior,True,Jim Nelson,,Darfs ein Bisschen Tod sein?,,Wird durch das Abschließen der Klassenherausforderung des Kriegers in Naxxramas freigeschaltet.,Kann nach dem Abschluss der Klassenherausforderung des Kriegers in Naxxramas hergestellt werden.
<b>Heldenfähigkeit</b>
Setzt das Leben aller Diener auf 1.,Curse of Naxxramas,Hero Power,NAX12_02,Dezimieren,,,2,,,,,,,,,,,,,
Leben auf 1 gesetzt.,Curse of Naxxramas,Enchantment,NAX12_02e,Dezimieren,,,,,,,,,,,,,,,,
<b>Heldenfähigkeit</b>
Setzt das Leben aller feindlichen Diener auf 1.,Curse of Naxxramas,Hero Power,NAX12_02H,Dezimieren,,,0,,,,,,,,,,,,,
<b>Todesröcheln:</b> Verleiht einem zufälligen befreundeten Diener +3 Leben.,Curse of Naxxramas,Minion,FP1_023,Dunkler Kultist,,Common,3,3,4,Deathrattle,,,Priest,True,Phroilan Gardner,,Seit der Kult der Verdammten bei Rekrutierungsveranstaltungen seinen Namen verschweigt sind die Mitgliederzahlen sprunghaft angestiegen.,,Wird durch das Abschließen der Klassenherausforderung des Priesters in Naxxramas freigeschaltet.,Kann nach dem Abschluss der Klassenherausforderung des Priesters in Naxxramas hergestellt werden.
<b>Geheimnis:</b> Wenn ein befreundeter Diener stirbt erhaltet Ihr 2 Kopien dieses Dieners auf Eure Hand.,Curse of Naxxramas,Spell,FP1_018,Duplizieren,,Common,3,,,Secret,,,Mage,True,Alex Garner,,Die einmalige Gelegenheit Karten zu duplizieren ohne dafür mit einer Account-Sperre bestraft zu werden!,,Wird durch das Abschließen der Klassenherausforderung des Magiers in Naxxramas freigeschaltet.,Kann nach dem Abschluss der Klassenherausforderung des Magiers in Naxxramas hergestellt werden.
<b>Kampfschrei:</b> Beschwört am Ende des Zuges eine exakte Kopie dieses Dieners.,Curse of Naxxramas,Minion,FP1_003,Echoschlamm,,Epic,2,1,2,Battlecry,,,,True,Eric Browning,,Schlamm-amm-amm-amm-amm.,,Wird durch den Sieg über Saphiron in der Spitze der Nekropole freigeschaltet.,Kann nach dem Sieg über Saphiron in der Spitze der Nekropole hergestellt werden.
,Curse of Naxxramas,Enchantment,NAX15_01e,Eindringling!,,,,,,,,,,,,,,,,
,Curse of Naxxramas,Enchantment,NAX15_01He,Eindringling!,,,,,,,,,,,,,,,,
Dauerhaft eingefroren. Benachbarte Diener sind immun gegen Frostatem.,Curse of Naxxramas,Minion,NAX14_03,Eingefrorener Champion,,,5,2,10,Aura,,,,,,,,,,
<b>Heldenfähigkeit</b>
Zieht eine Karte.,Curse of Naxxramas,Hero Power,NAX8_02,Ernten,,,2,,,,,,,,,,,,,
<b>Heldenfähigkeit</b>
Zieht eine Karte. Erhaltet 1 Manakristall.,Curse of Naxxramas,Hero Power,NAX8_02H,Ernten,,,1,,,,,,,,,,,,,
<b>Heldenfähigkeit</b>
Fügt dem feindlichen Diener der sich ganz links befindet 2 Schaden zu.,Curse of Naxxramas,Hero Power,NAX5_02,Eruption,,,1,,,,,,,,,,,,,
<b>Heldenfähigkeit</b>
Fügt dem feindlichen Diener der sich ganz links befindet 3 Schaden zu.,Curse of Naxxramas,Hero Power,NAX5_02H,Eruption,,,0,,,,,,,,,,,,,
<b>Heldenfähigkeit</b>
Lasst zwei zufällige feindliche Diener auf die Hand Eures Gegners zurückkehren.,Curse of Naxxramas,Hero Power,NAX3_02H,Fangnetz,,,0,,,,,,,,,,,,,
<b>Heldenfähigkeit</b>
Lasst einen zufälligen feindlichen Diener auf die Hand Eures Gegners zurückkehren.,Curse of Naxxramas,Hero Power,NAX3_02,Fangnetz,,,3,,,,,,,,,,,,,
<b>Heldenfähigkeit</b>
Feuert für jede Karte in der Hand Eures Gegners ein Geschoss ab.,Curse of Naxxramas,Hero Power,NAX2_03,Feuerregen,,,2,,,ImmuneToSpellpower,,,,,,,,,,
<b>Heldenfähigkeit</b>
Feuert für jede Karte in der Hand Eures Gegners ein Geschoss ab.,Curse of Naxxramas,Hero Power,NAX2_03H,Feuerregen,,,1,,,ImmuneToSpellpower,,,,,,,,,,
<b>Todesröcheln:</b> Ruft Thaddius herbei wenn Stalagg in diesem Duell bereits gestorben ist.,Curse of Naxxramas,Minion,FP1_015,Feugen,,Legendary,5,4,7,Deathrattle,,,,True,Dany Orizio,,Feugen traurig. Alle Stalagg lieber mögen.,True,Wird durch das Abschließen des Konstruktviertels freigeschaltet.,Kann nach dem Abschluss des Konstruktviertels hergestellt werden.
,Curse of Naxxramas,Minion,NAX13_04H,Feugen,,Legendary,5,4,7,,,,,,,,,True,,
,Curse of Naxxramas,Hero,NAX10_01H,Flickwerk,,,,,45,,,,,,,,,,,
,Curse of Naxxramas,Hero,NAX10_01,Flickwerk,,,,,30,,,,,,,,,,,
<b>Heldenfähigkeit</b>
Vernichtet alle feindlichen Diener die nicht <b>eingefroren</b> sind.,Curse of Naxxramas,Hero Power,NAX14_02,Frostatem,,,0,,,,,,,,,,,,,
<b>Heldenfähigkeit</b>
Fügt dem feindlichen Helden 3 Schaden zu und <b>friert</b> ihn ein.,Curse of Naxxramas,Hero Power,NAX15_02H,Frostschlag,,,0,,,Freeze,,,,,,,,,,
<b>Heldenfähigkeit</b>
Fügt dem feindlichen Helden 2 Schaden zu und <b>friert</b> ihn ein.,Curse of Naxxramas,Hero Power,NAX15_02,Frostschlag,,,0,,,Freeze,,,,,,,,,,
Beide Spieler ziehen 2 Karten und erhalten 1 Manakristall.,Curse of Naxxramas,Spell,NAX5_03,Gedankenapokalypse,,,2,,,,,,,,,,,,,
Aktiviert den Stein um die Reservisten zu kontrollieren!,Curse of Naxxramas,Spell,NAX7_05,Gedankenkontrollstein,,,1,,,,,,,,,,,,,
<b>Todesröcheln:</b> Ruft zwei Spektrale Spinnen (1/1) herbei.,Curse of Naxxramas,Minion,FP1_002,Geisterhafter Krabbler,,Common,2,1,2,Deathrattle,,,,True,Jeremy Cranford,Beast,Arachnofoppie: die Angst vor Spinnen die einen hänseln.,,Wird durch den Sieg über AnubRekhan im Arachnidenviertel freigeschaltet.,Kann nach dem Sieg über AnubRekhan im Arachnidenviertel hergestellt werden.
Vernichtet alle Diener und ruft für jeden einen Treant (2/2) als Ersatz herbei.,Curse of Naxxramas,Spell,FP1_019,Giftsamen,,Common,4,,,,,,Druid,True,Brian Despain,,Der Druide McTiggin kann einfach nicht verstehen warum sich sein neues Giftsamenbrötchen so schlecht verkauft.,,Wird durch das Abschließen der Klassenherausforderung des Druiden in Naxxramas freigeschaltet.,Kann nach dem Abschluss der Klassenherausforderung des Druiden in Naxxramas hergestellt werden.
<b>Heldenfähigkeit</b>
Fügt allen Feinden 2 Schaden zu. Ruft einen Schleim herbei wenn dabei ein Feind stirbt.,Curse of Naxxramas,Hero Power,NAX11_02H,Giftwolke,,,0,,,,,,,,,,,,,
<b>Heldenfähigkeit</b>
Fügt allen Dienern 1 Schaden zu. Ruft einen Schleim herbei wenn dabei ein Diener stirbt.,Curse of Naxxramas,Hero Power,NAX11_02,Giftwolke,,,2,,,,,,,,,,,,,
,Curse of Naxxramas,Hero,NAX12_01H,Gluth,,,,,45,,,,,,,,,,,
,Curse of Naxxramas,Hero,NAX12_01,Gluth,,,,,30,,,,,,,,,,,
,Curse of Naxxramas,Hero,NAX8_01,Gothik der Ernter,,,,,30,,,,,,,,,,,
,Curse of Naxxramas,Hero,NAX8_01H,Gothik der Ernter,,,,,45,,,,,,,,,,,
,Curse of Naxxramas,Hero,NAX11_01H,Grobbulus,,,,,45,,,,,,,,,,,
,Curse of Naxxramas,Hero,NAX11_01,Grobbulus,,,,,30,,,,,,,,,,,
,Curse of Naxxramas,Hero,NAX2_01,Großwitwe Faerlina,,,,,30,,,,,,,,,,,
,Curse of Naxxramas,Hero,NAX2_01H,Großwitwe Faerlina,,,,,45,,,,,,,,,,,
<b>Windzorn</b>
<b>Todesröcheln:</b> Erhaltet diese Waffe auf Eure Hand.,Curse of Naxxramas,Weapon,NAX10_02H,Haken,,,3,4,,Deathrattle|Windfury,8,,,,,,,,,
<b>Todesröcheln:</b> Erhaltet diese Waffe auf Eure Hand.,Curse of Naxxramas,Weapon,NAX10_02,Haken,,,3,5,,Deathrattle,8,,,,,,,,,
<b>Heldenfähigkeit</b>
Vernichtet einen Diener.,Curse of Naxxramas,Hero Power,NAX10_03,Hasserfüllter Stoß,,,4,,,,,,,,,,,,,
<b>Heldenfähigkeit</b>
Vernichtet einen Diener.,Curse of Naxxramas,Hero Power,NAX10_03H,Hasserfüllter Stoß,,,4,,,,,,,,,,,,,
,Curse of Naxxramas,Hero,NAX5_01,Heigan der Unreine,,,,,30,,,,Warlock,,,,,,,
,Curse of Naxxramas,Hero,NAX5_01H,Heigan der Unreine,,,,,45,,,,Warlock,,,,,,,
Fügt allen feindlichen Dienern $3 Schaden zu. Stellt bei Eurem Helden #3 Leben wieder her.,Curse of Naxxramas,Spell,NAX1_05,Heuschreckenschwarm,,,7,,,,,,,,,,,,,
<b>Heldenfähigkeit</b>
Beschwört einen Neruber (4/4).,Curse of Naxxramas,Hero Power,NAX1h_04,Huschen,,,2,,,,,,,,,,,,,
<b>Heldenfähigkeit</b>
Beschwört einen Neruber (3/1).,Curse of Naxxramas,Hero Power,NAX1_04,Huschen,,,2,,,,,,,,,,,,,
<b>Spott</b>. <b>Todesröcheln:</b> Fügt allen Dienern 1 Schaden zu.,Curse of Naxxramas,Minion,FP1_024,Instabiler Ghul,,Common,2,1,3,Deathrattle|Taunt,,,,True,Mike Nicholson,,Mit Raketentreibstoff gefüllte Ghule sind unter angehenden Nekromanten der letzte Schrei.,,Wird durch den Sieg über Heigan den Unreinen im Seuchenviertel freigeschaltet.,Kann nach dem Sieg über Heigan den Unreinen im Seuchenviertel hergestellt werden.
,Curse of Naxxramas,Hero,NAX7_01,Instrukteur Razuvious,,,,,40,,,,,,,,,,,
,Curse of Naxxramas,Hero,NAX7_01H,Instrukteur Razuvious,,,,,55,,,,,,,,,,,
<b>Todesröcheln:</b> Legt ein <b>Geheimnis</b> aus Eurem Deck auf das Schlachtfeld.,Curse of Naxxramas,Minion,FP1_004,Irrer Wissenschaftler,,Common,2,2,2,Deathrattle,,,,True,James Ryman,,Seine Mutter wollte dass er Magier oder Hexenmeister wird aber neeein er musste ja Wissenschaftler werden genau wie sein Vater.,,Wird durch den Sieg über Grobbulus im Konstruktviertel freigeschaltet.,Kann nach dem Sieg über Grobbulus im Konstruktviertel hergestellt werden.
,Curse of Naxxramas,Hero,NAX15_01H,KelThuzad,,,,,45,,,,,,,,,,,
Ruft am Ende jedes Zuges alle befreundeten Diener herbei die in diesem Zug gestorben sind.,Curse of Naxxramas,Minion,FP1_013,KelThuzad,,Legendary,8,6,8,,,,,True,Chris Robinson,,KelThuzad konnte dem Ruf des Lichkönigs nicht widerstehen. Wenn der Eismann ruft wird er einfach schwach.,True,Wird durch das Bezwingen aller Bosse in Naxxramas freigeschaltet.,Kann nach dem Bezwingen aller Bosse in Naxxramas hergestellt werden.
,Curse of Naxxramas,Hero,NAX15_01,KelThuzad,,,,,30,,,,,,,,,,,
MEINS!,Curse of Naxxramas,Enchantment,NAX15_04a,KelThuzads Sklave,,,,,,,,,,,,,,,,
<b>Heldenfähigkeit</b>
Übernehmt die Kontrolle über einen zufälligen feindlichen Diener.,Curse of Naxxramas,Hero Power,NAX15_04H,Ketten,,,8,,,,,,,,,,,,,
<b>Heldenfähigkeit</b>
Übernehmt bis zum Ende des Zuges die Kontrolle über einen zufälligen feindlichen Diener.,Curse of Naxxramas,Hero Power,NAX15_04,Ketten,,,8,,,,,,,,,,,,,
<b>Kampfschrei:</b> Bringt Eure anderen Diener zum <b>Schweigen</b>.,Curse of Naxxramas,Minion,FP1_016,Klagende Seele,,Rare,4,3,5,Battlecry,,,,True,Glenn Rane,,Diese Seele macht den lieben langen Tag nichts anderes als klagen. Irgendwann reichts auch mal.,,Wird durch den Sieg über Thaddius im Konstruktviertel freigeschaltet.,Kann nach dem Sieg über Thaddius im Konstruktviertel hergestellt werden.
Euer Held ist <b>immun</b>.,Curse of Naxxramas,Minion,NAX9_02H,Lady Blaumeux,,,3,2,7,,,,,,,,,True,,
Euer Held ist <b>immun</b>.,Curse of Naxxramas,Minion,NAX9_02,Lady Blaumeux,,,3,1,7,,,,,,,,,True,,
<b>Todesröcheln:</b> Legt einen zufälligen Dämon aus Eurer Hand auf das Schlachtfeld.,Curse of Naxxramas,Minion,FP1_022,Leerrufer,,Common,4,3,4,Deathrattle,,,Warlock,True,Robb Shoberg,Demon,„Bei Fuß! Na komm schon her! So ists fein. Brave Leere.“,,Wird durch das Abschließen der Klassenherausforderung des Hexenmeisters in Naxxramas freigeschaltet.,Kann nach dem Abschluss der Klassenherausforderung des Hexenmeisters in Naxxramas hergestellt werden.
,Curse of Naxxramas,Hero,NAX6_01,Loatheb,,,,,75,,,,,,,,,,,
<b>Kampfschrei:</b> Im nächsten Zug kosten Zauber für Euren Gegner (5) mehr.,Curse of Naxxramas,Minion,FP1_030,Loatheb,,Legendary,5,5,5,Battlecry,,,,True,Samwise,,Früher war Loatheb nur eine Sumpfbestie. Heute ist diese Kreatur das Hauptargument für strengere Vorschriften in der Landwirtschaft.,True,Wird durch das Abschließen des Seuchenviertels freigeschaltet.,Kann nach dem Abschluss des Seuchenviertels hergestellt werden.
,Curse of Naxxramas,Hero,NAX6_01H,Loatheb,,,,,99,,,,,,,,,,,
+3 Leben.,Curse of Naxxramas,Enchantment,FP1_023e,Macht der Zikkurat,,,,,,,,,Priest,,,,,,,
,Curse of Naxxramas,Hero,NAX3_01,Maexxna,,,,,30,,,,,,,,,,,
,Curse of Naxxramas,Hero,NAX3_01H,Maexxna,,,,,45,,,,,,,,,,,
Vernichtet jeden Diener der von diesem Diener verletzt wurde.,Curse of Naxxramas,Minion,FP1_010,Maexxna,,Legendary,6,2,8,Poisonous,,,,True,Howard Lyon,Beast,Achtung Maexxna kann es nicht ausstehen wenn man sie Maxina oder Maxxi nennt.,True,Wird durch das Abschließen des Arachnidenviertels freigeschaltet.,Kann nach dem Abschluss des Arachnidenviertels hergestellt werden.
+1/+1.,Curse of Naxxramas,Enchantment,NAX9_07e,Mal der Reiter,,,,,,,,,,,,,,,,
Verleiht Euren Dienern und Eurer Waffe +1/+1.,Curse of Naxxramas,Spell,NAX9_07,Mal der Reiter,,,5,,,,,,,,,,,,,
<i>Dieses Kätzchen gehört KelThuzad.</i>,Curse of Naxxramas,Minion,NAX15_05,Mr. Bigglesworth,,Legendary,0,1,1,,,,,,,Beast,,True,,
+4/+4 und <b>Spott</b>.,Curse of Naxxramas,Enchantment,NAX11_04e,Mutagene Injektion,,,,,,,,,,,,,,,,
Verleiht einem Diener +4/+4 und <b>Spott</b>.,Curse of Naxxramas,Spell,NAX11_04,Mutagene Injektion,,,3,,,,,,,,,,,,,
<b>Verstohlenheit</b>. Erhält zu Beginn Eures Zuges +1/+1.,Curse of Naxxramas,Minion,FP1_005,Naxxramasschemen,,Epic,3,2,2,Stealth,,,,True,Ittoku Seta,,Die Schemen von Naxxramas sind nicht sehr einfallsreiche Kämpfer. Man könnte fast sagen sie gehen nach Schema vor.,,Wird durch den Sieg über KelThuzad in der Spitze der Nekropole freigeschaltet.,Kann nach dem Sieg über KelThuzad in der Spitze der Nekropole hergestellt werden.
<b>Todesröcheln:</b> Vernichtet benachbarte Diener.,Curse of Naxxramas,Minion,NAXM_001,Nekroritter,,,4,5,6,Deathrattle,,,,,,,,,,
Eure Zauber kosten in diesem Zug (5) mehr.,Curse of Naxxramas,Enchantment,FP1_030e,Nekrotische Aura,,,,,,,,,,,,,,,,
