TYPE,SET,HEALTH,ID,NAME,TEXT,FACTION,RARITY,COST,MECHANICS,INPLAYTEXT,ATTACK,PLAYERCLASS,DURABILITY,COLLECTIBLE,ARTIST,RACE,FLAVOR,ELITE,HOWTOGET,HOWTOGETGOLD
Spell,Classic,,EX1_309,Sifão da Alma,Destrua um lacaio. Restaure #3 de Vida do seu herói.,Neutral,Rare,6,,,,Warlock,,True,Tyler Walpole,,Você deve evitar sifonar a sua própria alma. Pode acabar criando algum loop infinito bizarro.,,,
Spell,Classic,,EX1_332,Silêncio,<b>Silencie</b> um lacaio.,Neutral,Common,0,Silence,,,Priest,,True,Zoltan & Gabor,,Reservado para lançadores inimigos liches do além-túmulo e noites de caraoquê no Glutão Implacável.,,,
Spell,Classic,,EX1_544,Sinalizador,Todos os lacaios perdem <b>Furtividade</b>. Destrua todos os <b>Segredos</b> do inimigo. Compre um card.,Neutral,Rare,2,,,,Hunter,,True,Tyler Walpole,,Não só revela os inimigos como também é ótimo para festas!,,,
Enchantment,Classic,,EX1_258e,Sobrecarregando,Atributos aumentados.,,,,,,,Shaman,,,,,,,,
Spell,Classic,,EX1_538,Soltem os Cães,Para cada lacaio inimigo evoque um Cão 1/1 com <b>Investida</b>.,,Common,3,,,,Hunter,,True,Linggar Bramanty,,Você precisa dizer o nome deste card em alto e bom som cada vez que você jogá-lo.,,,
Minion,Classic,1,EX1_345t,Sombra do Nada,Jogos Mentais não deu em nada! Seu oponente não tinha lacaios!,,Epic,0,,,0,Priest,,,,,,,,
Enchantment,Classic,,EX1_590e,Sombras de M&sbquo;uru,Este lacaio consumiu Escudos Divinos e tem Vida e o Ataque aumentados.,,Common,,,,,,,,,,,,,
Spell,Classic,,DREAM_04,Sonho,Devolva um lacaio à mão do dono.,,,0,,,,Dream,,,,,,,,
Enchantment,Classic,,EX1_044e,Subiu de Nível!,Ataque e Vida aumentados.,,,,,,,,,,,,,,,
Minion,Classic,5,EX1_016,Sylvana Correventos,<b>Último Suspiro:</b> Assuma o controle de um lacaio inimigo aleatório.,,Legendary,6,Deathrattle,,5,,,True,Glenn Rane,,Sylvana foi transformada na Rainha Banshee por Arthas. Ele devia tê-la matado porque isso só deixou ela irritada.,True,,
Minion,Classic,3,EX1_085,Técnico de Controle Mental,<b>Grito de Guerra:</b> Se seu oponente tem 4 ou mais lacaios assuma o controle de um aleatoriamente.,Alliance,Rare,3,Battlecry,,3,,,True,Leo Che,,A tecnologia de controle da mente está ficando cada vez melhor mas isso não quer dizer muita coisa.,,,
Enchantment,Classic,,EX1_046e,Temperado,+2 de Ataque neste turno.,,,,OneTurnEffect,,,,,,,,,,,
Spell,Classic,,EX1_259,Tempestade de Raios,Cause $2-$3 de dano a todos os lacaios inimigos. <b>Sobrecarga:</b> (2),Neutral,Rare,3,,,,Shaman,,True,Christopher Moeller,,Um guarda-chuva não será nem um pouco eficiente.,,,
Minion,Classic,3,EX1_304,Terror do Caos,<b>Grito de Guerra:</b> Destrua os lacaios dos dois lados deste e receba o Ataque e a Vida deles.,,Rare,3,Battlecry,,3,Warlock,,True,Alexander Alexandrov,Demon,Se você colocar isso no seu deck você VAI perder a confiança dos seus outros lacaios.,,,
Minion,Classic,5,EX1_028,Tigre-do-espinhaço,<b>Furtividade</b>,Alliance,Common,5,Stealth,,5,,,True,Alex Horley Orlandelli,Beast,O mais legal dos tigres é que os tigres são muito legais!,,,
Minion,Classic,6,EX1_383,Tirion Fordring,<b>Escudo Divino</b>. <b>Provocar</b>. <b>Último Suspiro:</b> Equipe uma Crematória 5/3.,Neutral,Legendary,8,Deathrattle|Divine Shield|Taunt,,6,Paladin,,True,Brom,,Se você ainda não ouviu a música tema do Tirion Fordring é porque ela não existe.,True,,
Spell,Classic,,EX1_609,Tiro de Tocaia,<b>Segredo:</b> Quando seu oponente jogar um lacaio cause $4 de dano ao lacaio.,Neutral,Common,2,Secret,,,Hunter,,True,Lorenzo Minaca,,Um bom atirador atinge o alvo. Como um delicioso flanco de javali. Mmmmm.,,,
Spell,Classic,,EX1_537,Tiro Explosivo,Cause $5 de dano a um lacaio e $2 aos adjacentes.,Neutral,Rare,5,,,,Hunter,,True,Tom Baxa,,Puxe o pino conte até 5 e arremesse. Depois abaixe-se.,,,
Minion,Classic,3,EX1_575,Totem de Vagalhão de Mana,No final do seu turno compre um card.,Neutral,Rare,3,,,0,Shaman,,True,Scott Altmann,Totem,Dizem que alguns xamãs conseguem dizer &bdquo;Totem Flutuante&bdquo; dez vezes bem rápido.,,,
Spell,Classic,,EX1_126,Traição,Force um lacaio inimigo a causar dano aos lacaios perto dele.,Neutral,Common,2,,,,Rogue,,True,Lucas Graciano,,Todos têm um preço. Gnomos por exemplos podem ser persuadidos com bichos de pelúcia e pequenas quantidades de chocolate.,,,
Weapon,Classic,,EX1_411,Uivo Sangrento,Atacar um lacaio custa 1 de Ataque em vez de 1 de Durabilidade.,Neutral,Epic,7,,,7,Warrior,1,True,Zoltan & Gabor,,O famoso machado de Grommash Grito Infernal. De alguma forma ele foi parar na mão do Príncipe Malquezaar. É um mistério!,,,
Spell,Classic,,EX1_594,Vaporizar,<b>Segredo:</b> Quando um lacaio atacar seu herói destrua-o.,Neutral,Rare,3,Secret,,,Mage,,True,Raymond Swanland,,Ouvi dizer que Asa da Morte causou o Cataclismo depois de perder um jogo para esse card. Nunca saberemos ao certo.,,,
Minion,Classic,3,EX1_055,Viciada em Mana,Sempre que você lançar um feitiço receba +2 de Ataque no mesmo turno.,Alliance,Rare,2,,,1,,,True,Hideaki Takamura,,Ela está tentando parar mas ainda precisa de um pouco de mana para encarar um dia estressante.,,,
Minion,Classic,3,EX1_103,Vidente da Luz Fria,<b>Grito de Guerra:</b> Conceda +2 de Vida a TODOS os outros Murlocs.,Neutral,Rare,3,Battlecry,,2,,,True,Arthur Gimaldinov,Murloc,Os murlocs da Luz Fria residem nos abismos mais escuros das Profundezas Abissais. Então não. Não há mesmo como escapar dos murlocs.,,,
Minion,Classic,5,EX1_045,Vigia Anciente,Não pode atacar.,Alliance,Rare,2,,,4,,,True,Richard Wright,,Por que parece que os olhos dele te seguem quando você passa?,,,
Enchantment,Classic,,EX1_613e,Vingança de VanCleef,Este lacaio tem a Vida e o Ataque aumentados.,,,,,,,Rogue,,,,,,,,
Spell,Classic,,CS2_053,Visão Distante,Compre um card. Este card custa (3) a menos.,Neutral,Epic,3,,,,Shaman,,True,Lars Grant-West,,Drek&sbquo;thar não pode ver mas ele pode <i>ver</i>. Entendeu? Tudo bem se não entendeu.,,,
Enchantment,Classic,,CS2_053e,Visão Distante,Um de seus cards custa (3) a menos.,,,,,,,Shaman,,,Lars Grant-West,,,,,
Minion,Classic,3,EX1_412,Worgen Enfurecido,<b>Enfurecer:</b> <b>Fúria dos Ventos</b> e +1 de Ataque,Neutral,Common,3,Enrage,,3,,,True,Alex Horley Orlandelli,,Se ele já está enfurecido agora nem quero ver quando ele for nerfado.,,,
Minion,Classic,12,EX1_572,Ysera,No final do seu turno compre um Card de Sonho.,Neutral,Legendary,9,,,4,,,True,Gabor Szikszai,Dragon,Ysera governa o Sonho Esmeralda. Que é tipo uma versão espelhada e esverdeada do mundo real. É isso mesmo?,True,,
Minion,Curse of Naxxramas,4,NAX2_05,Adorador,Seu herói tem +1 de Ataque no seu turno.,,,3,Aura,,1,,,,,,,,,
Minion,Curse of Naxxramas,4,NAX2_05H,Adorador,Seu herói tem +3 de Ataque no seu turno.,,,3,Aura,,2,,,,,,,,,
Minion,Curse of Naxxramas,5,FP1_016,Alma Ululante,<b>Grito de Guerra: Silencie</b> seus outros lacaios.,,Rare,4,Battlecry,,3,,,True,Glenn Rane,,Esta alma fica <i>se lamentando</i> com você. Sai alma me deixa!,,Desbloqueado ao derrotar Thaddius no Distrito dos Constructos.,Pode ser criado após derrotar Thaddius no Distrito dos Constructos.
Hero Power,Curse of Naxxramas,,NAX13_02,Alteração de Polaridade,<b>Poder Heroico</b>
Troque o Ataque com a Vida de todos os lacaios.,,,0,,,,,,,,,,,,
Hero,Curse of Naxxramas,30,NAX1_01,Anub&sbquo;Rekhan,,,,,,,,,,,,,,,,
Hero,Curse of Naxxramas,45,NAX1h_01,Anub&sbquo;Rekhan,,,,,,,,,,,,,,,,
Spell,Curse of Naxxramas,,NAX5_03,Apocalipse Mental,Os dois jogadores compram 2 cards e recebem um Cristal de Mana.,,,2,,,,,,,,,,,,
Minion,Curse of Naxxramas,2,NAX8_03t,Aprendiz Espectral,No início do seu turno cause 1 de dano ao seu herói.,,,1,,,0,,,,,,,,,
Minion,Curse of Naxxramas,2,NAX8_03,Aprendiz Implacável,<b>Último Suspiro:</b> Evoque um Aprendiz Espectral para o seu oponente.,,,1,Deathrattle,,2,,,,,,,,,
Minion,Curse of Naxxramas,1,FP1_002t,Aranha Espectral,,,,1,,,1,,,,,,,,,
Minion,Curse of Naxxramas,4,FP1_022,Arauto do Caos,<b>Último Suspiro:</b> Coloque um Demônio aleatório da sua mão no campo de batalha.,,Common,4,Deathrattle,,3,Warlock,,True,Robb Shoberg,Demon,&bdquo;Caos! Aqui caos! Aqui amigão!&bdquo;,,Desbloqueado ao completar o Desafio de Bruxo em Naxxramas.,Pode ser criado após completar o Desafio de Bruxo em Naxxramas.
Minion,Curse of Naxxramas,5,FP1_012,Arrota-Lodo,<b>Provocar.
Último Suspiro:</b> Evoque um Visgo 1/2 com <b>Provocar</b>.,,Rare,5,Deathrattle|Taunt,,3,,,True,Nate Bowden,,NÃO DÊ A ELE UMA GARRAFA DE CERVEJA.,,Desbloqueado ao derrotar Repugnaz no Distrito da Peste.,Pode ser criado após derrotar Repugnaz no Distrito da Peste.
Minion,Curse of Naxxramas,2,FP1_019t,Arvoroso,,,,1,,,2,Druid,,,,,,,,
Minion,Curse of Naxxramas,7,NAX7_02,Aspirante,<b>Provocar</b>,,,2,Taunt,,0,,,,,,,,,
Hero Power,Curse of Naxxramas,,NAX6_02H,Aura Necrótica,<b>Poder Heroico</b>
Cause 3 de dano ao herói inimigo.,,,0,,,,,,,,,,,,
Hero Power,Curse of Naxxramas,,NAX6_02,Aura Necrótica,<b>Poder Heroico</b>
Cause 3 de dano ao herói inimigo.,,,2,,,,,,,,,,,,
Enchantment,Curse of Naxxramas,,FP1_030e,Aura Necrótica,Seus feitiços custam (5) a mais neste turno!,,,,,,,,,,,,,,,
Hero,Curse of Naxxramas,14,NAX9_01H,Barão Rivendare,,,,,,,,,,,,,,,,
Minion,Curse of Naxxramas,7,FP1_031,Barão Rivendare,Seus lacaios ativam os <b>Últimos Suspiros</b> duas vezes.,,Legendary,4,Aura,,1,,,True,Ralph Horsley,,Antes eram cinco Cavaleiros mas um saiu porque apareceu uma vaga nas Minas Mortas com mais benefícios.,True,Desbloqueado ao completar o Distrito Militar.,Pode ser criado após completar o Distrito Militar.
Hero,Curse of Naxxramas,7,NAX9_01,Barão Rivendare,,,,,,,,,,,,,,,,
Minion,Curse of Naxxramas,10,NAX14_03,Campeão Congelado,Congelado permanentemente. Os lacaios adjacentes ficam imunes a Sopro Gélido.,,,5,Aura,,2,,,,,,,,,
Minion,Curse of Naxxramas,3,FP1_024,Carniçal Instável,<b>Provocar</b>. <b>Último Suspiro:</b> Cause 1 de dano a todos os lacaios.,,Common,2,Deathrattle|Taunt,,1,,,True,Mike Nicholson,,Encher seus Carniçais com Combustível de Foguete é a maior diversão na escola de Necromantes.,,Desbloqueado ao derrotar Heigan o Sujo no Distrito da Peste.,Pode ser criado após derrotar Heigan o Sujo no Distrito da Peste.
Minion,Curse of Naxxramas,6,FP1_008,Cavaleiro Espectral,Não pode ser alvo de feitiços nem de Poderes Heroicos.,,Common,5,,,4,,,True,Chris Rahn,,O que as Dragoletas e os Calaveiros Espectrais têm em comum? Os dois gostam de macarrão!,,Desbloqueado ao derrotar Gothik o Ceifador no Distrito Militar.,Pode ser criado após derrotar Gothik o Ceifador no Distrito Militar.
Minion,Curse of Naxxramas,6,NAX8_05t,Cavalgante Espectral,No início do seu turno cause 1 de dano ao seu herói.,,,5,,,0,,,,,,,,,
Minion,Curse of Naxxramas,6,NAX8_05,Cavalgante Implacável,<b>Último Suspiro:</b> Evoque um Cavalgante Espectral para o seu oponente.,,,6,Deathrattle,,5,,,,,,,,,
Hero Power,Curse of Naxxramas,,NAX8_02H,Ceifar,<b>Poder Heroico</b>
Compre um card. Receba um Cristal de Mana.,,,1,,,,,,,,,,,,
Hero Power,Curse of Naxxramas,,NAX8_02,Ceifar,<b>Poder Heroico</b>
Compre um card.,,,2,,,,,,,,,,,,
Enchantment,Curse of Naxxramas,,FP1_028e,Chamado da Escuridão,Atributos aumentados.,,,,,,,,,,,,,,,
Hero Power,Curse of Naxxramas,,NAX2_03H,Chuva de Fogo,<b>Poder Heroico</b>
Dispare um míssil para cada card na mão de seu oponente.,,,1,ImmuneToSpellpower,,,,,,,,,,,
Hero Power,Curse of Naxxramas,,NAX2_03,Chuva de Fogo,<b>Poder Heroico</b>
Dispare um míssil para cada card na mão de seu oponente.,,,2,ImmuneToSpellpower,,,,,,,,,,,
Minion,Curse of Naxxramas,2,FP1_004,Cientista Louco,<b>Último Suspiro:</b> Coloque um <b>Segredo</b> do seu deck no campo de batalha.,,Common,2,Deathrattle,,2,,,True,James Ryman,,A mãe dele queria que ele fosse um mago ou bruxo mas nãaaaaaaaaao ele tinha que ser cientista como o pai.,,Desbloqueado ao derrotar Grobbulus no Distrito dos Constructos.,Pode ser criado após derrotar Grobbulus no Distrito dos Constructos.
Enchantment,Curse of Naxxramas,,FP1_005e,Consumir,Atributos aumentados.,,,,,,,,,,,,,,,
Minion,Curse of Naxxramas,3,FP1_006,Corcel da Morte,<b>Investida. Último Suspiro:</b> Cause 3 de dano ao seu herói.,,,1,Charge|Deathrattle,,2,,,,,,,,,
Hero Power,Curse of Naxxramas,,NAX15_04,Correntes,<b>Poder Heroico</b>
Assuma o controle de um lacaio inimigo aleatório até o final do turno.,,,8,,,,,,,,,,,,
Hero Power,Curse of Naxxramas,,NAX15_04H,Correntes,<b>Poder Heroico</b>
Assuma o controle de um lacaio inimigo aleatório.,,,8,,,,,,,,,,,,
Minion,Curse of Naxxramas,2,FP1_028,Coveiro,Toda vez que evocar um lacaio com <b>Último Suspiro</b> receba +1 de ataque.,,Common,1,,,1,,,True,Jonboy Meyers,,Em um mundo onde você pode ir até um anjo da cura e ressuscitar os Coveiros têm pouquíssimo trabalho.,,Desbloqueado ao derrotar Retalhoso no Distrito dos Constructos.,Pode ser criado após derrotar Retalhoso no Distrito dos Constructos.
Enchantment,Curse of Naxxramas,,NAX6_03te,Crescimento Fúngico,Ataque aumentado.,,,,,,,,,,,,,,,
Spell,Curse of Naxxramas,,NAX7_05,Cristal de Controle Mental,Ative o Cristal para controlar os Aspirantes!,,,1,,,,,,,,,,,,
Enchantment,Curse of Naxxramas,,NAX12_03e,Dentes Extras,Ataque aumentado.,,,,,,,,,,,,,,,
Hero Power,Curse of Naxxramas,,NAX1_04,Deslizar,<b>Poder Heroico</b>
Evoque um Nerubiano 3/1.,,,2,,,,,,,,,,,,
Hero Power,Curse of Naxxramas,,NAX1h_04,Deslizar,<b>Poder Heroico</b>
Evoque um Nerubiano 4/4.,,,2,,,,,,,,,,,,
Enchantment,Curse of Naxxramas,,NAX12_02e,Dizimar,Vida mudada para 1.,,,,,,,,,,,,,,,
Hero Power,Curse of Naxxramas,,NAX12_02,Dizimar,<b>Poder Heroico</b>
Mude a Vida de todos os lacaios para 1.,,,2,,,,,,,,,,,,
Hero Power,Curse of Naxxramas,,NAX12_02H,Dizimar,<b>Poder Heroico</b>
Mude a Vida dos lacaios inimigos para 1.,,,0,,,,,,,,,,,,
Spell,Curse of Naxxramas,,FP1_018,Duplicar,<b>Segredo:</b> Quando um lacaio aliado morrer coloque 2 cópias dele na sua mão.,,Common,3,Secret,,,Mage,,True,Alex Garner,,A única vez em que duplicar cards não vai fazer você ser banido!,,Desbloqueado ao completar o Desafio de Mago em Naxxramas.,Pode ser criado após completar o Desafio de Mago em Naxxramas.
Minion,Curse of Naxxramas,5,FP1_026,Emboscador Anub&sbquo;ar,<b>Último Suspiro:</b> Devolva um lacaio aliado aleatório à sua mão.,,Common,4,Deathrattle,,5,Rogue,,True,Nate Bowden,,No comecinho ele era chamado de &bdquo;Carinha Abub&sbquo;ar que manda um carinha de volta pra sua mão&bdquo; mas faltava aquele tchan.,,Desbloqueado ao completar o Desafio de Ladino em Naxxramas.,Pode ser criado após completar o Desafio de Ladino em Naxxramas.
Enchantment,Curse of Naxxramas,,NAX12_04e,Enfurecer,+6 de Ataque neste turno.,,,,OneTurnEffect,,,,,,,,,,,
Spell,Curse of Naxxramas,,NAX12_04,Enfurecer,Conceda +6 de Ataque ao seu herói neste turno.,,,3,,,,,,,,,,,,
Hero Power,Curse of Naxxramas,,NAX5_02,Erupção,<b>Poder Heroico</b>
Cause 2 de dano ao lacaio inimigo mais à esquerda.,,,1,,,,,,,,,,,,
Hero Power,Curse of Naxxramas,,NAX5_02H,Erupção,<b>Poder Heroico</b>
Cause 3 de dano ao lacaio inimigo que estiver mais à esquerda.,,,0,,,,,,,,,,,,
Enchantment,Curse of Naxxramas,,NAX15_04a,Escravo de Kel&sbquo;Thuzad,SAI QUE É MEU!,,,,,,,,,,,,,,,
Minion,Curse of Naxxramas,4,FP1_029,Espadas Dançantes,<b>Último Suspiro:</b> Seu oponente compra um card.,,Common,3,Deathrattle,,4,,,True,Jon McConnell,,Elas gostam de dançar reggae.,,Desbloqueado ao derrotar o Instrutor Razúvio no Distrito Militar.,Pode ser criado após derrotar o Instrutor Razúvio no Distrito Militar.
Minion,Curse of Naxxramas,1,NAX6_03t,Esporo,<b>Último Suspiro:</b> Conceda +8 de Ataque a todos os lacaios inimigos.,,,0,Deathrattle,,0,,,,,,,,,
Minion,Curse of Naxxramas,5,NAX4_03H,Esqueleto,,,,5,,,5,,,,,,,,,
Minion,Curse of Naxxramas,1,NAX4_03,Esqueleto,,,,1,,,1,,,,,,,,,
Spell,Curse of Naxxramas,,NAX6_04,Explosão de Esporos,Cause $1 de dano a todos os lacaios inimigos. Evoque um Esporo.,,,1,,,,,,,,,,,,
Minion,Curse of Naxxramas,3,NAXM_002,Ferreiro Descarnado,<b>Último Suspiro:</b> Destrua a arma do seu oponente.,,,3,Deathrattle,,4,,,,,,,,,
Minion,Curse of Naxxramas,7,FP1_015,Feugen,<b>Último Suspiro:</b> Se Stalagg também morreu nesta partida evoque Thaddius.,,Legendary,5,Deathrattle,,4,,,True,Dany Orizio,,Feugen está triste porque todo mundo gosta mais do Stalagg.,True,Desbloqueado ao completar o Distrito dos Constructos.,Pode ser criado após completar o Distrito dos Constructos.
Minion,Curse of Naxxramas,7,NAX13_04H,Feugen,,,Legendary,5,,,4,,,,,,,True,,
Spell,Curse of Naxxramas,,NAX6_03,Florescer da Morte,Cause $5 de dano a um lacaio. Evoque um Esporo.,,,4,,,,,,,,,,,,
Spell,Curse of Naxxramas,,NAX14_04,Frio Puro,Cause $8 de dano ao herói inimigo e <b>Congele</b>-o.,,,5,Freeze,,,,,,,,,,,
Weapon,Curse of Naxxramas,,NAX10_02,Gancho,<b>Último Suspiro:</b> Coloque esta arma na sua mão.,,,3,Deathrattle,,5,,8,,,,,,,
Weapon,Curse of Naxxramas,,NAX10_02H,Gancho,<b>Fúria dos Ventos</b>
<b>Último Suspiro:</b> Coloque esta arma na sua mão.,,,3,Deathrattle|Windfury,,4,,8,,,,,,,
Minion,Curse of Naxxramas,4,FP1_027,Gárgula Litopele,No início do seu turno restaure toda a Vida deste lacaio.,,Common,3,,,1,,,True,Matt Smith,,Gárgulas Litopele adoram brincar de estátua.,,Desbloqueado ao derrotar Noth o Pestífero no Distrito da Peste.,Pode ser criado após derrotar Noth o Pestífero no Distrito da Peste.
Hero,Curse of Naxxramas,45,NAX12_01H,Gluth,,,,,,,,,,,,,,,,
Hero,Curse of Naxxramas,30,NAX12_01,Gluth,,,,,,,,,,,,,,,,
Hero Power,Curse of Naxxramas,,NAX7_03H,Golpe Desequilibrante,<b>Poder Heroico</b>
Cause 4 de dano.,,,1,,,,,,,,,,,,
Hero Power,Curse of Naxxramas,,NAX7_03,Golpe Desequilibrante,<b>Poder Heroico</b>
Cause 3 de dano.,,,2,,,,,,,,,,,,
Hero Power,Curse of Naxxramas,,NAX10_03,Golpe Odioso,<b>Poder Heroico</b>
Destrua um lacaio.,,,4,,,,,,,,,,,,
Hero Power,Curse of Naxxramas,,NAX10_03H,Golpe Odioso,<b>Poder Heroico</b>
Destrua um lacaio.,,,4,,,,,,,,,,,,
Minion,Curse of Naxxramas,2,FP1_003,Gosma Ecoante,<b>Grito de Guerra:</b> No final do turno evoque uma cópia exata deste lacaio.,,Epic,2,Battlecry,,1,,,True,Eric Browning,,GOSMA... Gosma... Gosma... (gosma...),,Desbloqueado ao derrotar Sapphiron no Covil da Serpe Gélida.,Pode ser criado após derrotar Sapphiron no Covil da Serpe Gélida.
Hero,Curse of Naxxramas,45,NAX8_01H,Gothik o Ceifador,,,,,,,,,,,,,,,,
Hero,Curse of Naxxramas,30,NAX8_01,Gothik o Ceifador,,,,,,,,,,,,,,,,
Hero,Curse of Naxxramas,45,NAX2_01H,Grã-viúva Faerlina,,,,,,,,,,,,,,,,
Hero,Curse of Naxxramas,30,NAX2_01,Grã-viúva Faerlina,,,,,,,,,,,,,,,,
Hero,Curse of Naxxramas,30,NAX11_01,Grobbulus,,,,,,,,,,,,,,,,
Hero,Curse of Naxxramas,45,NAX11_01H,Grobbulus,,,,,,,,,,,,,,,,
Minion,Curse of Naxxramas,5,NAX15_03t,Guardião da Coroa de Gelo,<b>Provocar</b>,,,4,Taunt,,5,,,,,,,,,
Minion,Curse of Naxxramas,3,NAX15_03n,Guardião da Coroa de Gelo,<b>Provocar</b>,,,4,Taunt,,3,,,,,,,,,
Minion,Curse of Naxxramas,4,NAX8_04t,Guerreiro Espectral,No início do seu turno cause 1 de dano ao seu herói.,,,3,,,0,,,,,,,,,
Minion,Curse of Naxxramas,4,NAX8_04,Guerreiro Implacável,<b>Último Suspiro:</b> Evoque um Guerreiro Espectral para o seu oponente.,,,3,Deathrattle,,3,,,,,,,,,
Hero,Curse of Naxxramas,45,NAX5_01H,Heigan o Sujo,,,,,,,,Warlock,,,,,,,,
Hero,Curse of Naxxramas,30,NAX5_01,Heigan o Sujo,,,,,,,,Warlock,,,,,,,,
Hero Power,Curse of Naxxramas,,NAX15_02,Impacto Gélido,<b>Poder Heroico</b>
Cause 2 de dano ao herói inimigo e <b>Congele</b>-o.,,,0,Freeze,,,,,,,,,,,
Hero Power,Curse of Naxxramas,,NAX15_02H,Impacto Gélido,<b>Poder Heroico</b>
Cause 3 de dano ao herói inimigo e <b>Congele</b>-o.,,,0,Freeze,,,,,,,,,,,
Spell,Curse of Naxxramas,,NAX11_04,Injeção Mutante,Conceda +4/+4 e <b>Provocar</b> a um lacaio.,,,3,,,,,,,,,,,,
Enchantment,Curse of Naxxramas,,NAX11_04e,Injeção Mutante,+4/+4 e <b>Provocar</b>.,,,,,,,,,,,,,,,
Hero,Curse of Naxxramas,55,NAX7_01H,Instrutor Razúvio,,,,,,,,,,,,,,,,
Hero,Curse of Naxxramas,40,NAX7_01,Instrutor Razúvio,,,,,,,,,,,,,,,,
Enchantment,Curse of Naxxramas,,NAX15_01He,Intruso!,,,,,,,,,,,,,,,,
Enchantment,Curse of Naxxramas,,NAX15_01e,Intruso!,,,,,,,,,,,,,,,,
Hero Power,Curse of Naxxramas,,NAX3_02H,Invólucro de Teia,<b>Poder Heroico</b>
Devolva dois lacaios inimigos aleatórios à mão do seu oponente.,,,0,,,,,,,,,,,,
Hero Power,Curse of Naxxramas,,NAX3_02,Invólucro de Teia,<b>Poder Heroico</b>
Devolva um lacaio inimigo aleatório à mão do seu oponente.,,,3,,,,,,,,,,,,
Hero,Curse of Naxxramas,45,NAX15_01H,Kel&sbquo;Thuzad,,,,,,,,,,,,,,,,
Hero,Curse of Naxxramas,30,NAX15_01,Kel&sbquo;Thuzad,,,,,,,,,,,,,,,,
Minion,Curse of Naxxramas,8,FP1_013,Kel&sbquo;Thuzad,No final de cada turno evoque todos os lacaios aliados que morreram neste turno.,,Legendary,8,,,6,,,True,Chris Robinson,,Kel&sbquo;Thuzad não resistiu ao chamado do Lich Rei. Mesmo sendo apenas uma gravação exaltando as qualidades do Lich Rei.,True,Desbloqueado ao derrotar todos os chefes de Naxxramas!,Pode ser criado após derrotar todos os chefes de Naxxramas!
Minion,Curse of Naxxramas,7,NAX9_02H,Lady Blaumeux,Seu herói fica <b>Imune</b>.,,,3,,,2,,,,,,,True,,
