TEXT,SET,TYPE,ID,NAME,FACTION,RARITY,COST,ATTACK,HEALTH,MECHANICS,INPLAYTEXT,PLAYERCLASS,DURABILITY,COLLECTIBLE,ARTIST,FLAVOR,ELITE,RACE,HOWTOGET,HOWTOGETGOLD
<b>Провокация</b>. <b>Исступление:</b> получает +3 к атаке.,Classic,Minion,EX1_390,Таурен-воин,Neutral,Common,3,2,3,Enrage|Taunt,,,,True,Paul Warzecha,Таурен-воин защитник Мулгора гроза Иглошкурых и покоритель подъемников Громового Утеса.,,,,
Это существо сменило владельца до конца хода.,Classic,Enchantment,EX1_334e,Темная власть,,,,,,,,Priest,,,,,,,,
Вы получаете контроль над существом противника с атакой 3 или меньше до конца хода.,Classic,Spell,EX1_334,Темное безумие,Neutral,Rare,4,,,,,Priest,,True,Mark Gibbons,Можете оправдывать свой поступок чем угодно но это все равно будет подлостью!,,,,
Поглощенные щиты увеличили атаку и здоровье.,Classic,Enchantment,EX1_590e,Тени М&sbquo;ууру,,Common,,,,,,,,,,,,,,
Игры разума не сработали! У вашего противника не было существ!,Classic,Minion,EX1_345t,Тень пустоты,,Epic,0,0,1,,,Priest,,,,,,,,
<b>Маскировка</b>. Уничтожает любое существо которому наносит урон.,Classic,Minion,EX1_522,Терпеливый убийца,Neutral,Epic,2,1,1,Poisonous|Stealth,,Rogue,,True,Ben Olson,На самом деле он не отличается особым терпением. Просто не так уж часто мимо проходит жертва до горла которой можно дотянуться.,,,,
<b>Маскировка</b>,Classic,Minion,EX1_028,Тигр Тернистой долины,Alliance,Common,5,5,5,Stealth,,,,True,Alex Horley Orlandelli,Если вы заблудились в Тернистой долине то кричите громче: своим криком вы спасете местных тигров от вымирания.,,Beast,,
<b>Божественный щит</b>. <b>Провокация</b>. <b>Предсмертный хрип:</b> вы берете в руки Испепелитель 5/3.,Classic,Minion,EX1_383,Тирион Фордринг,Neutral,Legendary,8,6,6,Deathrattle|Divine Shield|Taunt,,Paladin,,True,Brom,Если вы никогда не слышали музыкальную тему Тириона Фордринга то это потому что ее не существует.,True,,,
<b>Перегрузка:</b> (1),Classic,Weapon,EX1_247,Топор бури,Neutral,Common,2,2,,,,Shaman,3,True,Nate Bowden,Ух ты отличный топорик.,,,,
+1/+1.,Classic,Enchantment,EX1_366e,Торжество правосудия,,,,,,,,Paladin,,,,,,,,
В конце вашего хода вы берете карту.,Classic,Minion,EX1_575,Тотем прилива маны,Neutral,Rare,3,0,3,,,Shaman,,True,Scott Altmann,Говорят некоторые шаманы используют название этой карты как скороговорку.,,Totem,,
Атака уменьшена.,Classic,Enchantment,EX1_411e2,Требуется заточка,,,,,,,,Warrior,,,,,,,,
В начале вашего хода это существо меняется местами со случайным существом из вашей руки.,Classic,Minion,EX1_006,Тревого-бот,,Rare,3,0,3,,,,,True,Sean O’Daniels,ТРЕВОГА ТРЕВОГА ТРЕВОГА.,,Mech,,
<b>Маскировка</b>,Classic,Minion,EX1_017,Тропическая пантера,Horde,Common,3,4,2,Stealth,,,,True,Jaemin Kim,«Чего уставился? Гладь!»Кирилл Г. «Rel»,,Beast,,
<b>Провокация</b>,Classic,Minion,CS1_069,Трясинный ползун,Alliance,Common,5,3,6,Taunt,,,,True,Monica Langlois,Когда-то его звали «Трясинным зверем» но это название смущало игроков потому что какой из него зверь в конце концов.,,,,
,Classic,Weapon,EX1_409t,Тяжелый топор,,,1,1,,,,Warrior,3,,,,,,,
<b>Предсмертный хрип:</b> призывает на поле боя поврежденного голема 2/1.,Classic,Minion,EX1_556,Уборочный голем,Neutral,Common,3,2,3,Deathrattle,,,,True,Brian Despain,«Предел допустимого нагрева превышен. Засор второго порта завершаю работу.»,,Mech,,
<b>Боевой клич:</b> уничтожает существа по обе стороны от себя и получает их атаку и здоровье.,Classic,Minion,EX1_304,Ужасень Бездны,,Rare,3,3,3,Battlecry,,Warlock,,True,Alexander Alexandrov,Если вы положите эту карту в колоду ваши существа перестанут вам доверять.,,Demon,,
Вы копируете 2 карты из колоды противника и кладете их в свою руку.,Classic,Spell,EX1_339,Украденные мысли,Neutral,Common,3,,,,,Priest,,True,Alex Garner,«Сколько мыслей можно украсть у орка? Ни одной!» (тауренская шутка),,,,
Ваш герой получает +4 к атаке до конца хода и +4 к броне.,Classic,Spell,EX1_570,Укус,Neutral,Rare,4,,,,,Druid,,True,Tom Baxa,«Нет-нет! Киса просто играет в салочки. Зубами.»Андрей М. «Wishmaster»,,,,
+4 к атаке до конца хода.,Classic,Enchantment,EX1_570e,Укус,,,,,,OneTurnEffect,,,,,,,,,,
+1 к атаке +1 к прочности.,Classic,Enchantment,EX1_409e,Улучшение,,,,,,,,Warrior,,,,,,,,
Если у вас есть оружие оно получает +1/+1. В ином случае вы берете в руки оружие 1/3.,Classic,Spell,EX1_409,Улучшение,Neutral,Rare,1,,,,,Warrior,,True,Matt Cavotta,Потянет на 50 ДКП.,,,,
Прочность увеличена.,Classic,Enchantment,EX1_536e,Улучшение,,,,,,,,Hunter,,,,,,,,
Призывает на поле боя двух древней 2/2 со способностью <b>«Провокация»</b>.,Classic,Spell,EX1_573b,Урок Шан&sbquo;до,Neutral,,,,,,,Druid,,,,,,,,
Атака <i>Любительницы маны</i> увеличена.,Classic,Enchantment,EX1_055o,Усиление,,,,,,OneTurnEffect,,,,,,,,,,
+3 к здоровью.,Classic,Enchantment,EX1_623e,Усиление,,,,,,,,Priest,,,,,,,,
Это существо получило -3 к атаке до конца хода.,Classic,Enchantment,EX1_161o,Устрашающий рев,,,,,,OneTurnEffect,,Druid,,,,,,,,
Ваши заклинания стоят на (1) ману меньше.,Classic,Minion,EX1_608,Ученица чародея,Neutral,Common,2,3,2,Aura,,Mage,,True,Alex Horley Orlandelli,Маги обожают командовать своими учениками. «Сотвори-ка мне булочки из маны! И кофе! С маной!»,,,,
