SET,NAME,HEALTH,TYPE,ID,PLAYERCLASS,DURABILITY,RARITY,ATTACK,COST,TEXT,FACTION,MECHANICS,INPLAYTEXT,COLLECTIBLE,ARTIST,FLAVOR,ELITE,RACE,HOWTOGET,HOWTOGETGOLD
"Classic","霍格",4,"Minion","NEW1_040",,,"Legendary",4,6,"在你的回合結束時，召喚一個有<b>嘲諷</b>的2/2豺狼人",,,,True,"Laurel D. Austin","霍格非常強。如果你殺死他，那是因為他<b>讓</b>你殺他。",True,,,
"Classic","靈魂虹吸",,"Spell","EX1_309","Warlock",,"Rare",,6,"摧毀一個手下。使你的英雄恢復#3點生命值","Neutral",,,True,"Tyler Walpole","你最好避免虹吸自己的靈魂。這有可能會產生某種奇怪的無限迴圈。",,,,
"Classic","預言者費倫",7,"Minion","EX1_350","Priest",,"Legendary",7,7,"使你的法術及英雄能力所造成的傷害和治療效果加倍","Neutral",,,True,"Wei Wang","他呢，從家園被放逐，他的兄弟都變成壞人，至於其他倒是沒什麼好抱怨的了。",True,,,
"Classic","風怒鷹身人",5,"Minion","EX1_033",,,"Common",4,6,"<b>風怒</b>","Alliance",Windfury,,True,"Luke Mancini","鷹身人的叫聲聽起來不是很令人愉快。這是我最客氣的說法了。",,,,
"Classic","風暴冶煉之斧",,"Weapon","EX1_247","Shaman",3,"Common",2,2,"<b>超載:</b>(1)","Neutral",,,True,"Nate Bowden","嘿，這把斧頭看起來可真不賴。",,,,
"Classic","風險投資公司雇傭兵",6,"Minion","CS2_227",,,"Common",7,5,"你手下的法力消耗增加(3)點","Horde",Aura,"",True,"John Polidora","工作多多益善。錢也多多益善。",,,,
"Classic","飛刀手",2,"Minion","NEW1_019",,,"Rare",3,2,"在你召喚手下之後，對一個隨機敵人造成1點傷害",,,"",True,"Matt Cavotta","有野心的飛刀手有時候會轉行玩炸彈。但是我們完全找不到轉行後還能活著讓我們做成卡片的飛刀手。",,,,
"Classic","食屍",,"Enchantment","tt_004o",,,,,,"攻擊力提高",,,,,,,,,,
"Classic","食肉食屍鬼",3,"Minion","tt_004",,,"Common",2,3,"每當一個手下死亡，獲得+1攻擊力","Neutral",,"",True,"Alex Horley Orlandelli","說他食肉其實很不公平。其實他只是沒有其他東西可以吃了。",,,,
"Classic","食腐土狼",2,"Minion","EX1_531","Hunter",,"Common",2,2,"每當一隻友方野獸死亡，獲得+2/+1",,,"",True,"Jim Nelson","土狼喜歡啃科多獸或風蛇的骨頭，但是基本上牠們什麼都吃。牠們甚至會吃孢子甘藍。",,"Beast",,
"Classic","飢餓的螃蟹",2,"Minion","NEW1_017",,,"Epic",1,1,"<b>戰吼:</b>摧毀一個魚人並獲得+2/+2",,Battlecry,,True,"Jaemin Kim","魚人。就是晚餐。",,"Beast",,
"Classic","香蕉",,"Spell","EX1_014t",,,,,1,"賦予一個手下+1/+1",,,,,,,,,,
"Classic","香蕉",,"Enchantment","EX1_014te",,,,,,"擁有+1/+1",,,,,,,,,,
"Classic","驅散",,"Spell","EX1_166b","Druid",,,,,"<b>沉默</b>一個手下","Neutral",Silence,,,,,,,,
"Classic","驚懼海盜",3,"Minion","NEW1_022",,,"Common",3,4,"<b>嘲諷</b>。你的每一點武器攻擊力會減少其消耗(1)點",,Taunt,,True,"Trent Kaniuga","「殺啊啊啊」其實是海盜語中「先生，您好」的意思。",,"Pirate",,
"Classic","鬥士長弓",,"Weapon","DS1_188","Hunter",2,"Epic",5,7,"你的英雄在攻擊時<b>免疫</b>","Neutral",,,True,"Peter C. Lee","長弓能從更遠的地方發射，對於特別臭的目標格外好用。",,,,
"Classic","鬥毆",,"Spell","EX1_407","Warrior",,"Epic",,5,"摧毀全部手下，只留下一個。<i>(隨機選擇)</i>","Neutral",,,True,"Wayne Reynolds","你知道鬥陣俱樂部的第一守則是什麼嗎?",,,,
"Classic","魔古山看守者",7,"Minion","EX1_396",,,"Common",1,4,"<b>嘲諷</b>","Neutral",Taunt,,True,"Cole Eastburn","這些傢伙成天只會說雷王這樣雷王那樣。無聊死了!",,,,
"Classic","魔暴龍",5,"Minion","EX1_tk29",,,"Common",5,5,,"Neutral",,,,,,,"Beast",,
"Classic","魔法成癮者",3,"Minion","EX1_055",,,"Rare",1,2,"在本回合中，每當你施展法術，就獲得+2攻擊力","Alliance",,"",True,"Hideaki Takamura","她有試著戒除這個惡習，不過在壓力過大的日子她還是會吸點法力。",,,,
"Classic","魚人招潮者",2,"Minion","EX1_509",,,"Rare",1,1,"每當一個魚人被召喚，獲得+1攻擊力","Neutral",,,True,"Jaemin Kim","這個傢伙每次在家族聚會時都會變得無比強悍。",,"Murloc",,
"Classic","魚人隊長",3,"Minion","EX1_507",,,"Epic",3,3,"全部其他魚人獲得+2/+1","Neutral",Aura,,True,"Tim McBurnie","魚人一直叫同樣的聲音不累嗎?並不會!姆拉嘎啦啦嘎嘎!!",,"Murloc",,
"Classic","鷹角弓",,"Weapon","EX1_536","Hunter",2,"Rare",3,3,"每當友方的<b>秘密</b>揭露，獲得+1耐久度",,,,True,"Cyril Van Der Haegen","第一課:把尖銳的那一端指向另外一個人。",,,,
"Classic","麥田魔像",3,"Minion","EX1_556",,,"Common",2,3,"<b>死亡之聲:</b>召喚一個2/1受損的魔像","Neutral",Deathrattle,,True,"Brian Despain","「過熱閾值超標。系統故障。麥桿堵塞2號端口。系統關閉中。」",,"Mech",,
"Classic","麻瘋地精",1,"Minion","EX1_029",,,"Common",2,1,"<b>死亡之聲:</b>對敵方英雄造成2點傷害","Neutral",Deathrattle,,True,"Glenn Rane","他只是想要跟你做好朋友，但是一直受到拒絕害他開始有點不爽了。",,,,
"Classic","黑暗敕令",,"Enchantment","EX1_334e","Priest",,,,,"本回合這個手下的控制者換人了",,,,,,,,,,
"Classic","黑鐵矮人",4,"Minion","EX1_046",,,"Common",4,4,"<b>戰吼:</b>本回合賦予一個手下+2攻擊力","Alliance",Battlecry,,True,"Scott Hampton","黑鐵礦的守護者。考慮到熔煉地點的話，黑鐵礦應該是最煩人的礦石了。",,,,
"Classic","黑騎士",5,"Minion","EX1_002",,,"Legendary",4,6,"<b>戰吼:</b>摧毀一個有<b>嘲諷</b>的敵方手下",,Battlecry,,True,"Alex Horley Orlandelli","巫妖王派他去擾亂銀白聯賽。我們可以說他做得相當失敗。",True,,,
"Curse of Naxxramas","『不潔者』海根",45,"Hero","NAX5_01H","Warlock",,,,,,,,,,,,,,,
"Curse of Naxxramas","『不潔者』海根",30,"Hero","NAX5_01","Warlock",,,,,,,,,,,,,,,
"Curse of Naxxramas","『收割者』高希",30,"Hero","NAX8_01",,,,,,,,,,,,,,,,
"Curse of Naxxramas","『收割者』高希",45,"Hero","NAX8_01H",,,,,,,,,,,,,,,,
"Curse of Naxxramas","『瘟疫使者』諾斯",30,"Hero","NAX4_01","Mage",,,,,,,,,,,,,,,
"Curse of Naxxramas","『瘟疫使者』諾斯",45,"Hero","NAX4_01H","Mage",,,,,,,,,,,,,,,
"Curse of Naxxramas","不穩定的食屍鬼",3,"Minion","FP1_024",,,"Common",1,2,"<b>嘲諷</b>。<b>死亡之聲:</b>對全部手下造成1點傷害",,Deathrattle|Taunt,,True,"Mike Nicholson","死靈法師的學校喜歡教新手用火箭燃料餵食他們的食屍鬼。",,,"在瘟疫區擊敗『不潔者』海根後解鎖。","在瘟疫區中擊敗『不潔者』海根即可合成。"
"Curse of Naxxramas","亡域光環",,"Enchantment","FP1_030e",,,,,,"你的法術本回合額外消耗(5)點法力。",,,,,,,,,,
"Curse of Naxxramas","亡域光環",,"Hero Power","NAX6_02",,,,,2,"<b>英雄能力</b>
對敵方英雄造成3點傷害",,,,,,,,,,
"Curse of Naxxramas","亡域光環",,"Hero Power","NAX6_02H",,,,,0,"<b>英雄能力</b>
對敵方英雄造成3點傷害",,,,,,,,,,
"Curse of Naxxramas","亡域毒",,"Spell","NAX3_03",,,,,2,"摧毀一個手下",,,,,,,,,,
"Curse of Naxxramas","伏晨",7,"Minion","NAX13_04H",,,"Legendary",4,5,,,,,,,,True,,,
"Curse of Naxxramas","伏晨",7,"Minion","FP1_015",,,"Legendary",4,5,"<b>死亡之聲:</b>如果斯塔拉格在這場賽局中也已經死亡，召喚泰迪斯",,Deathrattle,,True,"Dany Orizio","伏晨心情一直不太好，因為大家都比較喜歡斯塔拉格。",True,,"完成傀儡區後解鎖。","完成傀儡區即可合成。"
"Curse of Naxxramas","信奉者",4,"Minion","NAX2_05",,,,1,3,"你的英雄在你的回合時擁有+1攻擊力",,Aura,,,,,,,,
"Curse of Naxxramas","信奉者",4,"Minion","NAX2_05H",,,,2,3,"你的英雄在你的回合時擁有+3攻擊力。",,Aura,,,,,,,,
"Curse of Naxxramas","兩極移形",,"Hero Power","NAX13_02",,,,,0,"<b>英雄能力</b>
對調全部手下的攻擊力及生命值",,,,,,,,,,
"Curse of Naxxramas","冰息術",,"Hero Power","NAX14_02",,,,,0,"<b>英雄能力</b>
摧毀全部沒有被<b>凍結</b>的敵方手下",,,,,,,,,,
"Curse of Naxxramas","冰霜衝擊",,"Hero Power","NAX15_02",,,,,0,"<b>英雄能力</b>
對敵方英雄造成2點傷害並使其<b>凍結</b>",,Freeze,,,,,,,,
"Curse of Naxxramas","冰霜衝擊",,"Hero Power","NAX15_02H",,,,,0,"<b>英雄能力</b>
對敵方英雄造成3點傷害並使其<b>凍結</b>",,Freeze,,,,,,,,
"Curse of Naxxramas","劇毒種子",,"Spell","FP1_019","Druid",,"Common",,4,"摧毀全部手下並召喚2/2的樹人來取代它們",,,,True,"Brian Despain","劇毒種子風味的麵包通常乏人問津。",,,"在納克薩瑪斯中完成德魯伊職業挑戰後解鎖。","在納克薩瑪斯中完成德魯伊職業挑戰即可合成。"
"Curse of Naxxramas","古魯斯",45,"Hero","NAX12_01H",,,,,,,,,,,,,,,,
"Curse of Naxxramas","古魯斯",30,"Hero","NAX12_01",,,,,,,,,,,,,,,,
"Curse of Naxxramas","召喚蟲群",,"Spell","NAX1_05",,,,,7,"對全部敵方手下造成$3點傷害。為你的英雄恢復#3點生命值",,,,,,,,,,
"Curse of Naxxramas","吞噬",,"Enchantment","FP1_005e",,,,,,"屬性提高",,,,,,,,,,
"Curse of Naxxramas","哀嚎的靈魂",5,"Minion","FP1_016",,,"Rare",3,4,"<b>戰吼:沉默</b>你的其他手下",,Battlecry,,True,"Glenn Rane","這個靈魂超喜歡哀哀叫的。連朋友都希望能讓他閉嘴。",,,"在傀儡區擊敗泰迪斯後解鎖。","在傀儡區中擊敗泰迪斯即可合成。"
"Curse of Naxxramas","噬咬",,"Weapon","NAX12_03H",,5,,3,1,"每當有<b>死亡之聲</b>的手下死亡，獲得+2攻擊力",,,,,,,,,,
"Curse of Naxxramas","噬咬",,"Weapon","NAX12_03",,5,,1,1,"每當有<b>死亡之聲</b>的手下死亡，獲得+2攻擊力",,,,,,,,,,
"Curse of Naxxramas","報復",,"Spell","FP1_020","Paladin",,"Common",,1,"<b>秘密:</b>當你的其中一個手下死亡時，賦予一個隨機的友方手下+3/+2",,Secret,,True,"Zoltan & Gabor","有一群聖騎士組成了一團「正義之師」。他們的律師說服了他們不要取「正義聯盟」這個名稱。",,,"在納克薩瑪斯中完成聖騎士職業挑戰後解鎖。","在納克薩瑪斯中完成聖騎士職業挑戰即可合成。"
"Curse of Naxxramas","大寡婦費琳娜",30,"Hero","NAX2_01",,,,,,,,,,,,,,,,
"Curse of Naxxramas","大寡婦費琳娜",45,"Hero","NAX2_01H",,,,,,,,,,,,,,,,
"Curse of Naxxramas","失衡打擊",,"Hero Power","NAX7_03H",,,,,1,"<b>英雄能力</b>
造成4點傷害",,,,,,,,,,
"Curse of Naxxramas","失衡打擊",,"Hero Power","NAX7_03",,,,,2,"<b>英雄能力</b>
造成3點傷害",,,,,,,,,,
"Curse of Naxxramas","奈幽之卵",2,"Minion","FP1_007",,,"Rare",0,2,"<b>死亡之聲:</b>召喚一個4/4的奈幽蟲族",,Deathrattle,,True,"Justin Thavirat","裡頭除了蛋白質，還有奈幽蟲族。",,,"在蜘蛛區擊敗梅克絲娜後解鎖。","在蜘蛛區中擊敗梅克絲娜即可合成。"
"Curse of Naxxramas","奈幽巴蛛網領主",4,"Minion","FP1_017",,,"Common",1,2,"有著<b>戰吼</b>的手下消耗增加(2)點",,Aura,,True,"Alex Horley Orlandelli","蛛網領主整天都在做彈簧墊。",,,"在蜘蛛區擊敗大寡婦費琳娜後解鎖。","在蜘蛛區中擊敗大寡婦費琳娜即可合成。"
"Curse of Naxxramas","奈幽蟲族",1,"Minion","NAX1_03",,,,3,2,,,,,,,,,,,
"Curse of Naxxramas","奈幽蟲族",4,"Minion","NAX1h_03",,,,4,2,,,,,,,,,,,
"Curse of Naxxramas","奈幽蟲族",4,"Minion","FP1_007t",,,"Rare",4,3,,,,,,,,,,,
"Curse of Naxxramas","孢子",1,"Minion","NAX6_03t",,,,0,0,"<b>死亡之聲:</b>賦予全部敵方手下+8攻擊力",,Deathrattle,,,,,,,,
"Curse of Naxxramas","孢菌爆發",,"Spell","NAX6_04",,,,,1,"對全部敵方手下造成$1點傷害。召喚一個孢子",,,,,,,,,,
"Curse of Naxxramas","寇斯艾茲族長",7,"Minion","NAX9_03H",,,,2,3,"你的英雄<b>免疫</b>",,,,,,,True,,,
"Curse of Naxxramas","寇斯艾茲族長",7,"Minion","NAX9_03",,,,1,3,"你的英雄<b>免疫</b>",,,,,,,True,,,
"Curse of Naxxramas","寒冰皇冠守護者",5,"Minion","NAX15_03t",,,,5,4,"<b>嘲諷</b>",,Taunt,,,,,,,,
"Curse of Naxxramas","寒冰皇冠守護者",3,"Minion","NAX15_03n",,,,3,4,"<b>嘲諷</b>",,Taunt,,,,,,,,
"Curse of Naxxramas","巨大的符文刃",,"Weapon","NAX7_04",,2,,5,3,"對英雄造成雙倍傷害",,,,,,,,,,
"Curse of Naxxramas","巨大的符文刃",,"Weapon","NAX7_04H",,2,,10,3,"對英雄造成雙倍傷害",,,,,,,,,,
"Curse of Naxxramas","布洛莫斯女士",7,"Minion","NAX9_02",,,,1,3,"你的英雄<b>免疫</b>",,,,,,,True,,,
"Curse of Naxxramas","布洛莫斯女士",7,"Minion","NAX9_02H",,,,2,3,"你的英雄<b>免疫</b>",,,,,,,True,,,
"Curse of Naxxramas","復仇",,"Enchantment","FP1_020e","Paladin",,,,,"+3/+2",,,,,,,,,,
"Curse of Naxxramas","心靈末日風暴",,"Spell","NAX5_03",,,,,2,"雙方玩家各抽2張牌並獲得一顆法力水晶",,,,,,,,,,
"Curse of Naxxramas","憎恨打擊",,"Hero Power","NAX10_03H",,,,,4,"<b>英雄能力</b>
摧毀一個手下",,,,,,,,,,
"Curse of Naxxramas","憎恨打擊",,"Hero Power","NAX10_03",,,,,4,"<b>英雄能力</b>
摧毀一個手下",,,,,,,,,,
"Curse of Naxxramas","憎恨者",75,"Hero","NAX6_01",,,,,,,,,,,,,,,,
"Curse of Naxxramas","憎恨者",5,"Minion","FP1_030",,,"Legendary",5,5,"<b>戰吼:</b>下回合敵方的法術額外消耗(5)點法力。",,Battlecry,,True,"Samwise","憎恨者原本只是一隻平凡的沼澤獸。為什麼我們需要更嚴格的礦業跟農業法案?牠就是活生生的例子。",True,,"完成瘟疫區後解鎖。","完成瘟疫區即可合成。"
"Curse of Naxxramas","憎恨者",99,"Hero","NAX6_01H",,,,,,,,,,,,,,,,
"Curse of Naxxramas","收割",,"Hero Power","NAX8_02",,,,,2,"<b>英雄能力</b>
抽一張牌",,,,,,,,,,
"Curse of Naxxramas","收割",,"Hero Power","NAX8_02H",,,,,1,"<b>英雄能力</b>
抽一張牌。獲得一顆法力水晶",,,,,,,,,,
"Curse of Naxxramas","斯塔拉格",4,"Minion","NAX13_05H",,,"Legendary",7,5,,,,,,,,True,,,
"Curse of Naxxramas","斯塔拉格",4,"Minion","FP1_014",,,"Legendary",7,5,"<b>死亡之聲:</b>如果伏晨在這場賽局中也已經死亡，召喚泰迪斯",,Deathrattle,,True,"Dany Orizio","斯塔拉格想要自己寫這一段。「斯塔拉格最厲害!」",True,,"完成傀儡區後解鎖。","完成傀儡區即可合成。"
"Curse of Naxxramas","札里克爵士",7,"Minion","NAX9_04",,,,1,3,"你的英雄<b>免疫</b>",,,,,,,True,,,
"Curse of Naxxramas","札里克爵士",7,"Minion","NAX9_04H",,,,2,3,"你的英雄<b>免疫</b>",,,,,,,True,,,
"Curse of Naxxramas","梅克絲娜",45,"Hero","NAX3_01H",,,,,,,,,,,,,,,,
"Curse of Naxxramas","梅克絲娜",8,"Minion","FP1_010",,,"Legendary",2,6,"摧毀被此手下傷害到的任何手下",,Poisonous,,True,"Howard Lyon","梅克絲娜超討厭有人介紹她時叫她「阿梅」或「娜娜」。",True,"Beast","完成蜘蛛區後解鎖。","完成蜘蛛區即可合成。"
"Curse of Naxxramas","梅克絲娜",30,"Hero","NAX3_01",,,,,,,,,,,,,,,,
"Curse of Naxxramas","極寒",,"Spell","NAX14_04",,,,,5,"對敵方英雄造成$8點傷害並使其<b>凍結</b>",,Freeze,,,,,,,,
"Curse of Naxxramas","極性",,"Enchantment","NAX13_02e",,,,,,"攻擊力和生命值被對調",,,,,,,,,,
"Curse of Naxxramas","樹人",2,"Minion","FP1_019t","Druid",,,2,1,,,,,,,,,,,
"Curse of Naxxramas","死亡之噬",,"Weapon","FP1_021","Warrior",2,"Common",4,4,"<b>死亡之聲:</b>對全部手下造成1點傷害",,Deathrattle,,True,"Jim Nelson","「向死亡更邁進一步。」-死亡領主麥斯卡夫",,,"在納克薩瑪斯中完成戰士職業挑戰後解鎖。","在納克薩瑪斯中完成戰士職業挑戰即可合成。"
"Curse of Naxxramas","死亡之花",,"Spell","NAX6_03",,,,,4,"對一個手下造成$5點傷害。召喚一個孢子",,,,,,,,,,
"Curse of Naxxramas","死亡戰騎",3,"Minion","FP1_006",,,,2,1,"<b>衝鋒</b>。<b>死亡之聲:</b>對你的英雄造成3點傷害",,Charge|Deathrattle,,,,,,,,
"Curse of Naxxramas","死亡領主",8,"Minion","FP1_009",,,"Rare",2,3,"<b>嘲諷。死亡之聲:</b>你的對手將牌堆中的一個手下放進戰場",,Deathrattle|Taunt,,True,"Ben Olson","「從墳墓中起身吧!」-科爾蘇加德",,,"在軍事區擊敗四騎士後解鎖。","在軍事區中擊敗四騎士即可合成。"
"Curse of Naxxramas","死者復生",,"Hero Power","NAX4_04H",,,,,0,"<b>被動英雄能力</b>
每當有敵人死亡，召喚一個5/5骷髏",,,,,,,,,,
"Curse of Naxxramas","死者復生",,"Hero Power","NAX4_04",,,,,0,"<b>被動英雄能力</b>
每當有敵人死亡，召喚一個1/1骷髏",,,,,,,,,,
"Curse of Naxxramas","死靈騎士",6,"Minion","NAXM_001",,,,5,4,"<b>死亡之聲:</b>同時摧毀兩側的手下",,Deathrattle,,,,,,,,
"Curse of Naxxramas","殯葬管理員",2,"Minion","FP1_028",,,"Common",1,1,"每當你召喚有<b>死亡之聲</b>的手下，獲得+1攻擊力",,,,True,"Jonboy Meyers","在一個可以跑去找靈魂醫者自己復活的世界裡，殯葬管理員的工作非常輕鬆愉快。",,,"在傀儡區擊敗縫補者後解鎖。","在傀儡區中擊敗縫補者即可合成。"
"Curse of Naxxramas","毒雲",,"Hero Power","NAX11_02",,,,,2,"<b>英雄能力</b>
對全部手下造成1點傷害。若有手下死亡，召喚一個泥漿怪",,,,,,,,,,
"Curse of Naxxramas","毒雲",,"Hero Power","NAX11_02H",,,,,0,"<b>英雄能力</b>
對全部敵人造成2點傷害。若有手下死亡，召喚一個泥漿怪",,,,,,,,,,
"Curse of Naxxramas","泥漿怪",2,"Minion","FP1_012t",,,,1,1,"<b>嘲諷</b>",,Taunt,,,,,,,,
"Curse of Naxxramas","泰迪斯",11,"Minion","FP1_014t",,,"Legendary",11,10,,,,,,,,True,,,
"Curse of Naxxramas","泰迪斯",30,"Hero","NAX13_01",,,,,,,,,,,,,,,,
"Curse of Naxxramas","泰迪斯",45,"Hero","NAX13_01H",,,,,,,,,,,,,,,,
"Curse of Naxxramas","淤泥噴射者",5,"Minion","FP1_012",,,"Rare",3,5,"<b>嘲諷。
死亡之聲:</b>召喚一個有<b>嘲諷</b>的1/2軟泥怪",,Deathrattle|Taunt,,True,"Nate Bowden","千萬不要讓他喝啤酒。",,,"在瘟疫區擊敗憎恨者後解鎖。","在瘟疫區中擊敗憎恨者即可合成。"
"Curse of Naxxramas","滅殺",,"Hero Power","NAX12_02",,,,,2,"<b>英雄能力</b>
將全部手下的生命值改為1點",,,,,,,,,,
"Curse of Naxxramas","滅殺",,"Enchantment","NAX12_02e",,,,,,"生命值改為1點",,,,,,,,,,
"Curse of Naxxramas","滅殺",,"Hero Power","NAX12_02H",,,,,0,"<b>英雄能力</b>
將全部敵方手下的生命值改為1點",,,,,,,,,,
"Curse of Naxxramas","火焰之雨",,"Hero Power","NAX2_03",,,,,2,"<b>英雄能力</b>
發射飛彈，數量相當於敵方的手牌數量",,ImmuneToSpellpower,,,,,,,,
"Curse of Naxxramas","火焰之雨",,"Hero Power","NAX2_03H",,,,,1,"<b>英雄能力</b>
發射飛彈，數量相當於敵方的手牌數量",,ImmuneToSpellpower,,,,,,,,
"Curse of Naxxramas","無情的受訓員",2,"Minion","NAX8_03",,,,2,1,"<b>死亡之聲:</b>為你的對手召喚一個鬼靈受訓員",,Deathrattle,,,,,,,,
"Curse of Naxxramas","無情的戰士",4,"Minion","NAX8_04",,,,3,3,"<b>死亡之聲:</b>為你的對手召喚一個鬼靈戰士",,Deathrattle,,,,,,,,
