SET,NAME,HEALTH,TYPE,ID,PLAYERCLASS,DURABILITY,RARITY,ATTACK,COST,TEXT,FACTION,MECHANICS,INPLAYTEXT,COLLECTIBLE,ARTIST,FLAVOR,RACE,ELITE,HOWTOGET,HOWTOGETGOLD
Classic,风险投资公司雇佣兵,6,Minion,CS2_227,,,Common,7,5,你的随从牌的法力值消耗增加（3）点。,Horde,Aura,,True,John Polidora,有钱能使鬼推磨。,,,,
Classic,风领主奥拉基尔,5,Minion,NEW1_010,Shaman,,Legendary,3,8,<b>风怒，冲锋，圣盾，嘲讽</b>,,Charge|Divine Shield|Taunt|Windfury,,True,Raymond Swanland,他是四大元素领主中最弱的一个。而另外三个总是会提醒他这一点。,,True,,
Classic,飞刀杂耍者,2,Minion,NEW1_019,,,Rare,3,2,每当你召唤一个随从时，对一个随机敌方角色造成1点伤害。,,,,True,Matt Cavotta,更具野心的飞刀杂耍者会晋升为“炸弹杂耍者”。只是现在还没有谁能够坚持到被做成卡牌。,,,,
Classic,食腐土狼,2,Minion,EX1_531,Hunter,,Common,2,2,每当一个友方野兽死亡时，便获得+2/+1。,,,,True,Jim Nelson,土狼偏爱科多兽和风蛇的骨头，但是其实他们什么都吃。甚至是孢子甘蓝。,Beast,,,
Classic,香蕉,,Enchantment,EX1_014te,,,,,,获得+1/+1。,,,,,,,,,,
Classic,香蕉,,Spell,EX1_014t,,,,,1,使一个随从获得+1/+1。,,,,,,,,,,
Classic,魔古山守望者,7,Minion,EX1_396,,,Common,1,4,<b>嘲讽</b>,Neutral,Taunt,,True,Cole Eastburn,这些家伙们每天做的就是谈论雷神。真无聊！,,,,
Classic,魔暴龙,5,Minion,EX1_tk29,,,Common,5,5,,Neutral,,,,,,Beast,,,
Classic,魔瘾者,3,Minion,EX1_055,,,Rare,1,2,在本回合中，每当你施放一个法术，便获得+2攻击力。,Alliance,,,True,Hideaki Takamura,她很想戒掉这嗜好，但是每当她感到压力很大的时候，她总是会吸上几口。,,,,
Classic,鱼人怒吼,,Enchantment,EX1_103e,,,,,,+2生命值。,,,,,,,,,,
Classic,鱼人招潮者,2,Minion,EX1_509,,,Rare,1,1,每当有玩家召唤一个鱼人，便获得+1攻击力。,Neutral,,,True,Jaemin Kim,每当他和他的家人团聚时，这个家伙会变得特别厉害。,Murloc,,,
Classic,鱼人杀手蟹,2,Minion,NEW1_017,,,Epic,1,1,<b>战吼：</b>消灭一个鱼人，并获得+2/+2。,,Battlecry,,True,Jaemin Kim,又是鱼人。开饭了。,Beast,,,
Classic,鱼人领军,3,Minion,EX1_507,,,Epic,3,3,所有其他鱼人获得+2/+1。,Neutral,Aura,,True,Tim McBurnie,鱼人们老是发出一样的声音，难道不觉得厌烦吗？不！姆格拉咕嗯噜咕噜咕噜咕噜咕噜！,Murloc,,,
Classic,鲜血小鬼,1,Minion,CS2_059,Warlock,,Common,0,1,<b>潜行</b>，在你的回合结束时，使另一个随机友方随从获得+1生命值。,Neutral,Stealth,,True,Bernie Kang,小鬼喜欢躲在暗处嘲讽附近的所有人，并且对此乐此不疲。,Demon,,,
Classic,鹰角弓,,Weapon,EX1_536,Hunter,2,Rare,3,3,每当有一张你的<b>奥秘</b>牌被揭示时，便获得+1耐久度。,,,,True,Cyril Van Der Haegen,第一课：把尖的那头对准别人。,,,,
Classic,麦田傀儡,3,Minion,EX1_556,,,Common,2,3,<b>亡语：</b>召唤一个2/1的损坏的傀儡。,Neutral,Deathrattle,,True,Brian Despain,“温度过高。系统失灵。二号仓粮食堵塞。正在关闭。”,Mech,,,
Classic,麻疯侏儒,1,Minion,EX1_029,,,Common,2,1,<b>亡语：</b>对敌方英雄造成2点伤害。,Neutral,Deathrattle,,True,Glenn Rane,他真的很想和你做朋友，但由于总是被排斥，他开始变得很沮丧。,,,,
Classic,黑暗命令,,Enchantment,EX1_334e,Priest,,,,,在本回合中，该随从的控制权发生了变化。,,,,,,,,,,
Classic,黑铁矮人,4,Minion,EX1_046,,,Common,4,4,<b>战吼：</b>本回合中，使一个随从获得+2攻击力。,Alliance,Battlecry,,True,Scott Hampton,黑铁矿脉的守护者。也许那是最令人头疼的矿脉，因为你必须在某个特殊的地方才能熔炼它。,,,,
Classic,黑骑士,5,Minion,EX1_002,,,Legendary,4,6,<b>战吼：</b>消灭一个具有<b>嘲讽</b>的敌方随从。,,Battlecry,,True,Alex Horley Orlandelli,巫妖王派他来阻止银色锦标赛的进行。可以说那是个失败。,,True,,
Classic,鼎盛之力,,Enchantment,CS2_181e,,,,,,该随从获得+2攻击力。,,,,,,,,,,
Curse of Naxxramas,亡者复生,,Hero Power,NAX4_04,,,,,0,<b>被动英雄技能</b>每当一个敌人死亡，召唤一个1/1的骷髅。,,,,,,,,,,
Curse of Naxxramas,亡者复生,,Hero Power,NAX4_04H,,,,,0,<b>被动英雄技能</b>每当一个敌人死亡，召唤一个5/5的骷髅。,,,,,,,,,,
Curse of Naxxramas,仇恨打击,,Hero Power,NAX10_03H,,,,,4,<b>英雄技能</b>消灭一个随从。,,,,,,,,,,
Curse of Naxxramas,仇恨打击,,Hero Power,NAX10_03,,,,,4,<b>英雄技能</b>消灭一个随从。,,,,,,,,,,
Curse of Naxxramas,克尔苏加德,30,Hero,NAX15_01,,,,,,,,,,,,,,,,
Curse of Naxxramas,克尔苏加德,8,Minion,FP1_013,,,Legendary,6,8,在每个回合结束时，召唤所有在本回合中死亡的友方随从。,,,,True,Chris Robinson,克尔苏加德迷恋于巫妖王的声音。即使是巫妖王在电话自动语音中的留言也让他甘之若饴。,,True,在击败纳克萨玛斯的所有首领后解锁！,在纳克萨玛斯击败所有首领后能够制作！
Curse of Naxxramas,克尔苏加德,45,Hero,NAX15_01H,,,,,,,,,,,,,,,,
Curse of Naxxramas,克尔苏加德的奴仆,,Enchantment,NAX15_04a,,,,,,他是我的了！,,,,,,,,,,
Curse of Naxxramas,入侵者！,,Enchantment,NAX15_01e,,,,,,,,,,,,,,,,
Curse of Naxxramas,入侵者！,,Enchantment,NAX15_01He,,,,,,,,,,,,,,,,
Curse of Naxxramas,冰冠守护者,5,Minion,NAX15_03t,,,,5,4,<b>嘲讽</b>,,Taunt,,,,,,,,
Curse of Naxxramas,冰冠守护者,3,Minion,NAX15_03n,,,,3,4,<b>嘲讽</b>,,Taunt,,,,,,,,
Curse of Naxxramas,冰霜冲击,,Hero Power,NAX15_02H,,,,,0,<b>英雄技能</b>对敌方英雄造成3点伤害，并使其<b>冻结</b>。,,Freeze,,,,,,,,
Curse of Naxxramas,冰霜冲击,,Hero Power,NAX15_02,,,,,0,<b>英雄技能</b>对敌方英雄造成2点伤害，并使其<b>冻结</b>。,,Freeze,,,,,,,,
Curse of Naxxramas,冰霜吐息,,Hero Power,NAX14_02,,,,,0,<b>英雄技能</b>消灭所有没有被<b>冻结</b>的敌方随从。,,,,,,,,,,
Curse of Naxxramas,冷酷学徒,2,Minion,NAX8_03,,,,2,1,<b>亡语：</b>为你的对手召唤一个鬼灵学徒。,,Deathrattle,,,,,,,,
Curse of Naxxramas,冷酷战士,4,Minion,NAX8_04,,,,3,3,<b>亡语：</b>为你的对手召唤一个鬼灵战士。,,Deathrattle,,,,,,,,
Curse of Naxxramas,冷酷骑兵,6,Minion,NAX8_05,,,,5,6,<b>亡语：</b>为你的对手召唤一个鬼灵骑兵。,,Deathrattle,,,,,,,,
Curse of Naxxramas,分裂软泥怪,2,Minion,FP1_003,,,Epic,1,2,<b>战吼：</b>在回合结束时召唤一个该随从的复制。,,Battlecry,,True,Eric Browning,分裂软泥怪……软泥怪……泥怪……怪……,,,在击败冰龙巢穴的萨菲隆后解锁。,在冰龙巢穴击败萨菲隆后能够制作。
Curse of Naxxramas,利齿,,Enchantment,NAX12_03e,,,,,,攻击力增加。,,,,,,,,,,
Curse of Naxxramas,剧毒之种,,Spell,FP1_019,Druid,,Common,,4,消灭所有随从，并召唤等量的2/2树人代替他们。,,,,True,Brian Despain,把植物种在地上是保护环境，种在敌人身体里就是另外一回事情了。,,,在完成纳克萨玛斯的德鲁伊职业挑战后解锁。,在纳克萨玛斯完成德鲁伊职业挑战后能够制作。
Curse of Naxxramas,变异注射,,Enchantment,NAX11_04e,,,,,,+4/+4并具有<b>嘲讽</b>。,,,,,,,,,,
Curse of Naxxramas,变异注射,,Spell,NAX11_04,,,,,3,使一个随从获得+4/+4并具有<b>嘲讽</b>。,,,,,,,,,,
Curse of Naxxramas,吞噬,,Enchantment,FP1_005e,,,,,,属性值提高。,,,,,,,,,,
Curse of Naxxramas,哀嚎的灵魂,5,Minion,FP1_016,,,Rare,3,4,<b>战吼：沉默</b>你的其他随从。,,Battlecry,,True,Glenn Rane,只要他拿起麦克风，别人的声音都听不见了。,,,在击败构造区的塔迪乌斯后解锁。,在构造区击败塔迪乌斯后能够制作。
Curse of Naxxramas,塔迪乌斯,45,Hero,NAX13_01H,,,,,,,,,,,,,,,,
Curse of Naxxramas,塔迪乌斯,30,Hero,NAX13_01,,,,,,,,,,,,,,,,
Curse of Naxxramas,塔迪乌斯,11,Minion,FP1_014t,,,Legendary,11,10,,,,,,,,,True,,
Curse of Naxxramas,增压,,Spell,NAX13_03,,,,,2,使你的所有随从获得+2生命值。,,,,,,,,,,
Curse of Naxxramas,复仇,,Spell,FP1_020,Paladin,,Common,,1,<b>奥秘：</b>当你的随从死亡时，使一个随机友方随从获得+3/+2。,,Secret,,True,Zoltan & Gabor,有几个身怀绝技的圣骑士想要组成一个团体来声张正义，并自称“复仇者联盟”。不久，他们受到了某家电影公司的起诉。,,,在完成纳克萨玛斯的圣骑士职业挑战后解锁。,在纳克萨玛斯完成圣骑士职业挑战后能够制作。
Curse of Naxxramas,复仇之力,,Enchantment,FP1_020e,Paladin,,,,,+3/+2。,,,,,,,,,,
Curse of Naxxramas,复制,,Spell,FP1_018,Mage,,Common,,3,<b>奥秘：</b>当一个友方随从死亡时，将两个该随从的复制置入你的手牌。,,Secret,,True,Alex Garner,您的本次卡牌复制行为不会导致账号被封停！,,,在完成纳克萨玛斯的法师职业挑战后解锁。,在纳克萨玛斯完成法师职业挑战后能够制作。
Curse of Naxxramas,女公爵布劳缪克丝,7,Minion,NAX9_02H,,,,2,3,使你的英雄获得<b>免疫</b>。,,,,,,,,True,,
Curse of Naxxramas,女公爵布劳缪克丝,7,Minion,NAX9_02,,,,1,3,使你的英雄获得<b>免疫</b>。,,,,,,,,True,,
Curse of Naxxramas,孢子,1,Minion,NAX6_03t,,,,0,0,<b>亡语：</b>使所有敌方随从获得+8攻击力。,,Deathrattle,,,,,,,,
Curse of Naxxramas,孢子爆发,,Spell,NAX6_04,,,,,1,对所有敌方随从造成$1点伤害。召唤一个孢子。,,,,,,,,,,
Curse of Naxxramas,尼鲁巴蛛网领主,4,Minion,FP1_017,,,Common,1,2,具有<b>战吼</b>的随从法力值消耗增加(2)点。,,Aura,,True,Alex Horley Orlandelli,蛛网领主的工作就是每天制作超大型蹦床。,,,在击败蜘蛛区的黑女巫法琳娜后解锁。,在蜘蛛区击败黑女巫法琳娜后能够制作。
Curse of Naxxramas,岩肤石像鬼,4,Minion,FP1_027,,,Common,1,3,在你的回合开始时，为该随从恢复所有生命值。,,,,True,Matt Smith,岩肤石像鬼最喜欢玩的游戏就是：“我们都是木头人”。,,,在击败瘟疫区的瘟疫使者诺斯后解锁。,在瘟疫区击败瘟疫使者诺斯后能够制作。
Curse of Naxxramas,巨颚,,Weapon,NAX12_03,,5,,1,1,每当一个具有<b>亡语</b>的随从死亡，便获得+2攻击力。,,,,,,,,,,
Curse of Naxxramas,巨颚,,Weapon,NAX12_03H,,5,,3,1,每当一个具有<b>亡语</b>的随从死亡，获得+2攻击力。,,,,,,,,,,
Curse of Naxxramas,已增压,,Enchantment,NAX13_03e,,,,,,+2生命值。,,,,,,,,,,
Curse of Naxxramas,帕奇维克,30,Hero,NAX10_01,,,,,,,,,,,,,,,,
Curse of Naxxramas,帕奇维克,45,Hero,NAX10_01H,,,,,,,,,,,,,,,,
Curse of Naxxramas,库尔塔兹领主,7,Minion,NAX9_03H,,,,2,3,使你的英雄获得<b>免疫</b>。,,,,,,,,True,,
Curse of Naxxramas,库尔塔兹领主,7,Minion,NAX9_03,,,,1,3,使你的英雄获得<b>免疫</b>。,,,,,,,,True,,
Curse of Naxxramas,心智末日,,Spell,NAX5_03,,,,,2,每个玩家各抽两张牌，获得一个法力水晶。,,,,,,,,,,
Curse of Naxxramas,收割,,Hero Power,NAX8_02H,,,,,1,<b>英雄技能</b>抽一张牌。获得一个法力水晶。,,,,,,,,,,
Curse of Naxxramas,收割,,Hero Power,NAX8_02,,,,,2,<b>英雄技能</b>抽一张牌。,,,,,,,,,,
Curse of Naxxramas,收割者戈提克,45,Hero,NAX8_01H,,,,,,,,,,,,,,,,
Curse of Naxxramas,收割者戈提克,30,Hero,NAX8_01,,,,,,,,,,,,,,,,
Curse of Naxxramas,教官拉苏维奥斯,55,Hero,NAX7_01H,,,,,,,,,,,,,,,,
Curse of Naxxramas,教官拉苏维奥斯,40,Hero,NAX7_01,,,,,,,,,,,,,,,,
Curse of Naxxramas,斯塔拉格,4,Minion,FP1_014,,,Legendary,7,5,<b>亡语：</b>如果费尔根也在本局对战中死亡，召唤塔迪乌斯。,,Deathrattle,,True,Dany Orizio,斯塔拉格想要亲自填写自己的背景故事。“斯塔拉格棒极了！”,,True,在击败构造区的所有首领后解锁。,在构造区击败所有首领后能够制作。
Curse of Naxxramas,斯塔拉格,4,Minion,NAX13_05H,,,Legendary,7,5,,,,,,,,,True,,
Curse of Naxxramas,极寒之击,,Spell,NAX14_04,,,,,5,对敌方英雄造成$8点伤害，并使其<b>冻结</b>。,,Freeze,,,,,,,,
Curse of Naxxramas,极性,,Enchantment,NAX13_02e,,,,,,攻击力和生命值互换。,,,,,,,,,,
Curse of Naxxramas,极性转换,,Hero Power,NAX13_02,,,,,0,<b>英雄技能</b>使所有随从的攻击力和生命值互换。,,,,,,,,,,
Curse of Naxxramas,树人,2,Minion,FP1_019t,Druid,,,2,1,,,,,,,,,,,
Curse of Naxxramas,格拉斯,45,Hero,NAX12_01H,,,,,,,,,,,,,,,,
Curse of Naxxramas,格拉斯,30,Hero,NAX12_01,,,,,,,,,,,,,,,,
Curse of Naxxramas,格罗布鲁斯,30,Hero,NAX11_01,,,,,,,,,,,,,,,,
Curse of Naxxramas,格罗布鲁斯,45,Hero,NAX11_01H,,,,,,,,,,,,,,,,
Curse of Naxxramas,死亡之咬,,Weapon,FP1_021,Warrior,2,Common,4,4,<b>亡语：</b>对所有随从造成1点伤害。,,Deathrattle,,True,Jim Nelson,“让死神品味你的血肉。”——死亡领主麦克斯卡夫,,,在完成纳克萨玛斯的战士职业挑战后解锁。,在纳克萨玛斯完成战士职业挑战后能够制作。
Curse of Naxxramas,死亡之花,,Spell,NAX6_03,,,,,4,对一个随从造成$5点伤害。召唤一个孢子。,,,,,,,,,,
Curse of Naxxramas,死亡学员,7,Minion,NAX7_02,,,,0,2,<b>嘲讽</b>,,Taunt,,,,,,,,
Curse of Naxxramas,死亡战马,3,Minion,FP1_006,,,,2,1,<b>冲锋，亡语：</b>对你的英雄造成3点伤害。,,Charge|Deathrattle,,,,,,,,
Curse of Naxxramas,死亡领主,8,Minion,FP1_009,,,Rare,2,3,<b>嘲讽，亡语：</b>你的对手将一个随从从其牌库置入战场。,,Deathrattle|Taunt,,True,Ben Olson,“从你的坟墓中醒来吧！”——克尔苏加德,,,在击败军事区的天启四骑士后解锁。,在军事区击败天启四骑士后能够制作。
Curse of Naxxramas,死灵光环,,Hero Power,NAX6_02H,,,,,0,<b>英雄技能</b>对敌方英雄造成3点伤害。,,,,,,,,,,
Curse of Naxxramas,死灵光环,,Hero Power,NAX6_02,,,,,2,<b>英雄技能</b>对敌方英雄造成3点伤害。,,,,,,,,,,
Curse of Naxxramas,死灵光环,,Enchantment,FP1_030e,,,,,,在本回合中，你的法术法力值消耗增加(5)点。,,,,,,,,,,
Curse of Naxxramas,死灵毒药,,Spell,NAX3_03,,,,,2,消灭一个随从。,,,,,,,,,,
Curse of Naxxramas,死灵骑士,6,Minion,NAXM_001,,,,5,4,<b>亡语：</b>消灭与该随从相邻的随从。,,Deathrattle,,,,,,,,
Curse of Naxxramas,残杀,,Enchantment,NAX12_02e,,,,,,生命值变为1。,,,,,,,,,,
Curse of Naxxramas,残杀,,Hero Power,NAX12_02,,,,,2,<b>英雄技能</b>将所有随从的生命值变为1。,,,,,,,,,,
Curse of Naxxramas,残杀,,Hero Power,NAX12_02H,,,,,0,<b>英雄技能</b>将所有敌方随从的生命值降为1。,,,,,,,,,,
Curse of Naxxramas,毒云,,Hero Power,NAX11_02,,,,,2,<b>英雄技能</b>对所有随从造成1点伤害。每造成一个随从死亡，便召唤一个泥浆怪。,,,,,,,,,,
Curse of Naxxramas,毒云,,Hero Power,NAX11_02H,,,,,0,<b>英雄技能</b>对所有敌方角色造成2点伤害。每造成一个随从死亡，便召唤一个泥浆怪。,,,,,,,,,,
Curse of Naxxramas,比格沃斯先生,1,Minion,NAX15_05,,,Legendary,1,0,<i>克尔苏加德的爱喵。</i>,,,,,,,Beast,True,,
Curse of Naxxramas,泥浆怪,2,Minion,FP1_012t,,,,1,1,<b>嘲讽</b>,,Taunt,,,,,,,,
Curse of Naxxramas,洛欧塞布,5,Minion,FP1_030,,,Legendary,5,5,<b>战吼：</b>下个回合敌方法术的法力值消耗增加(5)点。,,Battlecry,,True,Samwise,洛欧塞布原本只是头普通的沼泽兽。从它身上的变化可见矿业和农业给自然带来了多大的破坏。,,True,在击败瘟疫区的所有首领后解锁。,在击败瘟疫区的所有首领后能够制作。
Curse of Naxxramas,洛欧塞布,99,Hero,NAX6_01H,,,,,,,,,,,,,,,,
Curse of Naxxramas,洛欧塞布,75,Hero,NAX6_01,,,,,,,,,,,,,,,,
Curse of Naxxramas,淤泥喷射者,5,Minion,FP1_012,,,Rare,3,5,<b>嘲讽，亡语：</b>召唤一个1/2并具有<b>嘲讽</b>的泥浆怪。,,Deathrattle|Taunt,,True,Nate Bowden,千万别让他喝碳酸饮料！,,,在击败瘟疫区的洛欧塞布后解锁。,在瘟疫区击败洛欧塞布后能够制作。
Curse of Naxxramas,激怒,,Enchantment,NAX12_04e,,,,,,在本回合中，获得+6攻击力。,,OneTurnEffect,,,,,,,,
Curse of Naxxramas,激怒,,Spell,NAX12_04,,,,,3,在本回合中，使你的英雄获得+6攻击力。,,,,,,,,,,
Curse of Naxxramas,火焰之雨,,Hero Power,NAX2_03,,,,,2,<b>英雄技能</b>你的对手每有一张手牌，便发射一枚飞弹。,,ImmuneToSpellpower,,,,,,,,
Curse of Naxxramas,火焰之雨,,Hero Power,NAX2_03H,,,,,1,<b>英雄技能</b>你的对手每有一张手牌，便发射一枚飞弹。,,ImmuneToSpellpower,,,,,,,,
Curse of Naxxramas,爆发,,Hero Power,NAX5_02,,,,,1,<b>英雄技能</b>对位于最左边的敌方随从造成2点伤害。,,,,,,,,,,
Curse of Naxxramas,爆发,,Hero Power,NAX5_02H,,,,,0,<b>英雄技能</b>对位于最左边的敌方随从造成3点伤害。,,,,,,,,,,
Curse of Naxxramas,瑞文戴尔男爵,14,Hero,NAX9_01H,,,,,,,,,,,,,,,,
Curse of Naxxramas,瑞文戴尔男爵,7,Hero,NAX9_01,,,,,,,,,,,,,,,,
Curse of Naxxramas,瑞文戴尔男爵,7,Minion,FP1_031,,,Legendary,1,4,你的随从的<b>亡语</b>效果将触发两次。,,Aura,,True,Ralph Horsley,整天和三个吵吵嚷嚷打打杀杀的男人们为伍，布劳缪克丝女士总是担心自己会老得很快。,,True,在击败军事区的所有首领后解锁。,在击败军事区的所有首领后能够制作。
Curse of Naxxramas,瑟里耶克爵士,7,Minion,NAX9_04H,,,,2,3,使你的英雄获得<b>免疫</b>。,,,,,,,,True,,
Curse of Naxxramas,瑟里耶克爵士,7,Minion,NAX9_04,,,,1,3,使你的英雄获得<b>免疫</b>。,,,,,,,,True,,
Curse of Naxxramas,疯狂的科学家,2,Minion,FP1_004,,,Common,2,2,<b>亡语：</b>将一个<b>奥秘</b>从你的牌库中置入战场。,,Deathrattle,,True,James Ryman,他的妈妈希望他成为一名法师或是一名术士，但是他没有。他必须踏上属于自己的道路，成为一个和他父亲一样的科学家。,,,在击败构造区的格罗布鲁斯后解锁。,在构造区击败格罗布鲁斯后能够制作。
Curse of Naxxramas,瘟疫,,Spell,NAX4_05,,,,,6,消灭所有不是骷髅的随从。,,,,,,,,,,
Curse of Naxxramas,瘟疫使者诺斯,30,Hero,NAX4_01,Mage,,,,,,,,,,,,,,,
Curse of Naxxramas,瘟疫使者诺斯,45,Hero,NAX4_01H,Mage,,,,,,,,,,,,,,,
Curse of Naxxramas,空灵召唤者,4,Minion,FP1_022,Warlock,,Common,3,4,<b>亡语：</b>随机将一个恶魔从你的手牌置入战场。,,Deathrattle,,True,Robb Shoberg,“虚空！别调皮了，为师叫你呢，过来吧，虚空！”,Demon,,在完成纳克萨玛斯的术士职业挑战后解锁。,在纳克萨玛斯完成术士职业挑战后能够制作。
Curse of Naxxramas,符文剑,,Weapon,NAX9_05,,3,,1,3,如果其他天启骑士死亡，获得+3攻击力。,,,,,,,,,,
Curse of Naxxramas,符文剑,,Weapon,NAX9_05H,,3,,2,3,如果其他天启骑士死亡，获得+6攻击力。,,,,,,,,,,
Curse of Naxxramas,符文巨剑,,Weapon,NAX7_04,,2,,5,3,对英雄造成双倍伤害。,,,,,,,,,,
Curse of Naxxramas,符文巨剑,,Weapon,NAX7_04H,,2,,10,3,对英雄造成双倍伤害。,,,,,,,,,,
