SET,NAME,TEXT,RARITY,COST,TYPE,ID,MECHANICS,FACTION,HEALTH,INPLAYTEXT,ATTACK,PLAYERCLASS,DURABILITY,COLLECTIBLE,ARTIST,FLAVOR,ELITE,RACE,HOWTOGET,HOWTOGETGOLD
"Classic","Sargento abusón","<b>Grito de batalla:</b> Otorga +2 p. de ataque a un esbirro este turno.","Common",1,"Minion","CS2_188",Battlecry,"Alliance",1,,2,,,True,"Luca Zontini","¡AÑÁDEME A TU MAZO GUSANO!",,,,
"Classic","Secretismo","Estadísticas aumentadas.",,,"Enchantment","EX1_080o",,,,,,,,,,,,,,
"Classic","Secretista","Cada vez que se juega un <b>secreto</b> obtiene +1/+1.","Rare",1,"Minion","EX1_080",,"Alliance",2,"",1,,,True,"Gonzalo Ordonez","Sabe lo que hiciste la última Fiesta de la Cerveza.",,,,
"Classic","Secretos antiguos","Restaura 5 p. de salud.",,,"Spell","NEW1_008b",,,,,,"Druid",,,,,,,,
"Classic","Secuestrador","<b>Combo:</b> Devuelve a un esbirro a la mano de su dueño.","Epic",6,"Minion","NEW1_005",Combo,,3,,5,"Rogue",,True,"Dave Allsop","Se siente terriblemente solo.",,,,
"Classic","Señor del foso","<b>Grito de batalla:</b> Inflige 5 p. de daño a tu héroe.","Epic",4,"Minion","EX1_313",Battlecry,"Neutral",6,,5,"Warlock",,True,"Glenn Rane","Será señor del foso pero pasa más tiempo fuera que dentro.",,"Demon",,
"Classic","Silencio","<b>Silencia</b> a un esbirro.","Common",0,"Spell","EX1_332",Silence,"Neutral",,,,"Priest",,True,"Zoltan & Gabor","Reservado para los hechiceros enemigos no-muertos exánimes y noches de karaoke en el Tragapenas.",,,,
"Classic","Sobrecargando","Estadísticas aumentadas.",,,"Enchantment","EX1_258e",,,,,,"Shaman",,,,,,,,
"Classic","Soltad a los perros","Invoca un perro 1/1 con <b>Cargar</b> por cada esbirro enemigo.","Common",3,"Spell","EX1_538",,,,,,"Hunter",,True,"Linggar Bramanty","Después de jugar esta carta queda bien juntar las manos y decir "¡Excelente!".",,,,
"Classic","Sombra de la nada","¡Los Juegos mentales han fracasado! ¡Tu oponente no tenía esbirros!","Epic",0,"Minion","EX1_345t",,,1,,0,"Priest",,,,,,,,
"Classic","Sombras de M'uru","Este esbirro ha consumido Escudos divinos y ha aumentado su ataque y su salud.","Common",,"Enchantment","EX1_590e",,,,,,,,,,,,,,
"Classic","Subastador de Gadgetzan","Cuando lanzas un hechizo roba una carta.","Rare",6,"Minion","EX1_095",,"Neutral",4,"",4,,,True,"Matt Dixon","¡Viva el mal viva el capital!",,,,
"Classic","Succionar alma","Destruye a un esbirro. Restaura #3 p. de salud a tu héroe.","Rare",6,"Spell","EX1_309",,"Neutral",,,,"Warlock",,True,"Tyler Walpole","¿De dónde creías que salían los fragmentos de alma?",,,,
"Classic","Sueño","Devuelve a un esbirro a la mano de su dueño.",,0,"Spell","DREAM_04",,,,,,"Dream",,,,,,,,
"Classic","Sylvanas Brisaveloz","<b>Último aliento:</b> Toma el control de un esbirro enemigo aleatorio.","Legendary",6,"Minion","EX1_016",Deathrattle,,5,,5,,,True,"Glenn Rane","Siendo una forestal no-muerta Sylvanas es la mayor experta del mundo en Fingir muerte.",True,,,
"Classic","Tauren guerrero","<b>Provocar</b>. <b>Enfurecer:</b> +3 p. de ataque.","Common",3,"Minion","EX1_390",Enrage|Taunt,"Neutral",3,,2,,,True,"Paul Warzecha","El tauren guerrero: campeón de Mulgore asesino de jabaespines superviviente de los ascensores de Cima del Trueno.",,,,
"Classic","Técnico de control mental","<b>Grito de batalla:</b> Si tu oponente tiene 4 esbirros o más tomas el control de uno aleatorio.","Rare",3,"Minion","EX1_085",Battlecry,"Alliance",3,,3,,,True,"Leo Che","Su tecnología de control mental va mejorando pero no es decir gran cosa...",,,,
"Classic","Templado","+2 p. de ataque este turno.",,,"Enchantment","EX1_046e",OneTurnEffect,,,,,,,,,,,,,
"Classic","Terror de fatalidad","Inflige $2 p. de daño a un personaje. Si eso lo mata invoca a un demonio aleatorio.","Epic",5,"Spell","EX1_320",,"Neutral",,,,"Warlock",,True,"Raymond Swanland","Advertencia: se aconseja evitar la fatalidad.",,,,
"Classic","Terror del vacío","<b>Grito de batalla:</b> Destruye a los esbirros adyacentes y obtiene su ataque y salud.","Rare",3,"Minion","EX1_304",Battlecry,,3,,3,"Warlock",,True,"Alexander Alexandrov","Si añades esto a tu mazo perderás la confianza de tus otros esbirros.",,"Demon",,
"Classic","Tigre de Tuercespina","<b>Sigilo</b>","Common",5,"Minion","EX1_028",Stealth,"Alliance",5,,5,,,True,"Alex Horley Orlandelli","Hemet Nesingwary ya tiene pensada la cartera que se quiere hacer con él.",,"Beast",,
"Classic","Tirion Vadín","<b>Escudo divino</b>. <b>Provocar</b>. <b>Último aliento:</b> Equipa una Crematoria 5/3.","Legendary",8,"Minion","EX1_383",Deathrattle|Divine Shield|Taunt,"Neutral",6,,6,"Paladin",,True,"Brom","Si no has oído la canción de Tirion es porque no existe.",True,,,
"Classic","Tormenta de relámpagos","Inflige $2-$3 p. de daño a todos los esbirros enemigos. <b>Sobrecarga:</b> (2)","Rare",3,"Spell","EX1_259",,"Neutral",,,,"Shaman",,True,"Christopher Moeller","No te bastará con un paraguas.",,,,
"Classic","Tótem Marea de maná","Al final de tu turno roba una carta.","Rare",3,"Minion","EX1_575",,"Neutral",3,,0,"Shaman",,True,"Scott Altmann","Se rumorea que los chamanes más ilustres son capaces de decir "Tres tristes tótems" diez veces seguidas sin que se les trabe la lengua.",,"Totem",,
"Classic","Traición","Obliga a un esbirro enemigo a infligir su daño a los esbirros adyacentes.","Common",2,"Spell","EX1_126",,"Neutral",,,,"Rogue",,True,"Lucas Graciano","Te hará una oferta que no podrás rechazar.",,,,
"Classic","Trampa con culebras","<b>Secreto:</b> Cuando atacan a uno de tus esbirros invoca tres culebras 1/1.","Epic",2,"Spell","EX1_554",Secret,"Neutral",,,,"Hunter",,True,"Bernie Kang","¿Por qué tenían que ser culebras?",,,,
"Classic","Trampa congelante","<b>Secreto:</b> Cuando un esbirro enemigo vaya a atacar lo devuelve a la mano de su dueño y cuesta (2) cristales más.","Common",2,"Spell","EX1_611",Secret,"Neutral",,,,"Hunter",,True,"Matt Gaser","El tiempo para esta noche: se aproxima una helada.",,,,
"Classic","Trampa explosiva","<b>Secreto:</b> Cuando vayan a atacar a tu héroe inflige $2 p. de daño a todos los enemigos.","Common",2,"Spell","EX1_610",Secret,"Neutral",,,,"Hunter",,True,"Brandon Kitkouski","¡Atrapa tu comida y la cocina! Si la compras ahora recibirás 2 calderos de regalo.",,,,
"Classic","Trepador del pantano","<b>Provocar</b>","Common",5,"Minion","CS1_069",Taunt,"Alliance",6,,3,,,True,"Monica Langlois","Antes se llamaba bestia del pantano pero la gente se confundía porque no era una bestia. Problema resuelto.",,,,
"Classic","Tripa llena","+2/+2. Llena de múrloc.",,,"Enchantment","NEW1_017e",,,,,,,,,,,,,,
"Classic","Tuercehechizos",,"Epic",0,"Minion","tt_010a",,,3,,1,"Mage",,,,,,,,
"Classic","Tuercehechizos","<b>Secreto:</b> Cuando un enemigo lanza un hechizo contra un esbirro invoca a un esbirro 1/3 como nuevo objetivo.","Epic",3,"Spell","tt_010",Secret,"Neutral",,,,"Mage",,True,"Gonzalo Ordonez","Aunque interceptar los relámpagos enemigos tiene su gracia los tuercehechizos prefieren interceptar las Marcas de la Naturaleza del oponente. Es más cruel. Y los elfos de sangre... Bueno los elfos de sangre son un poco crueles.",,,,
"Classic","Vacío Abisal","Destruye a todos los esbirros.","Epic",8,"Spell","EX1_312",,"Neutral",,,,"Warlock",,True,"Dave Allsop","Todos los esbirros van al... ¿Vacío Abisal?",,,,
"Classic","Vaporizar","<b>Secreto:</b> Cuando un esbirro va a atacar a tu héroe es destruido.","Rare",3,"Spell","EX1_594",Secret,"Neutral",,,,"Mage",,True,"Raymond Swanland","Cuentan por ahí que Alamuerte provocó el Cataclismo tras perder una partida por culpa de esta carta. Nunca lo sabremos.",,,,
"Classic","Venganza de VanCleef","Este esbirro tiene ataque y salud aumentados.",,,"Enchantment","EX1_613e",,,,,,"Rogue",,,,,,,,
"Classic","Ventisca","Inflige $2 p. de daño a todos los esbirros enemigos y los <b>congela</b>.","Rare",6,"Spell","CS2_028",Freeze,"Neutral",,,,"Mage",,True,"Chris Seaman","Se acerca un frente frío.",,,,
"Classic","Vermis de maná","Obtiene +1 p. de ataque cada vez que lanzas un hechizo.","Common",1,"Minion","NEW1_012",,,3,"",1,"Mage",,True,"Blizzard Cinematics",""Atención: No darle maná pasada la medianoche".
—kemaru",,,,
"Classic","Vidente Luz Fría","<b>Grito de batalla:</b> Otorga +2 p. de salud a todos los demás múrlocs.","Rare",3,"Minion","EX1_103",Battlecry,"Neutral",3,,2,,,True,"Arthur Gimaldinov","Los múrlocs Luz Fría viven en las simas más oscuras de las Profundidades Abisales. Sí hay múrlocs en todas partes.",,"Murloc",,
"Classic","Vigía ancestral","No puede atacar.","Rare",2,"Minion","EX1_045",,"Alliance",5,,4,,,True,"Richard Wright","¿No tienes la sensación de que te sigue con la mirada?",,,,
"Classic","Visión lejana","Roba una carta. Esa carta cuesta (3) cristales menos.","Epic",3,"Spell","CS2_053",,"Neutral",,,,"Shaman",,True,"Lars Grant-West","Drek'thar está ciego pero tiene otro tipo de visión: la visión lejana.",,,,
"Classic","Visión lejana","Una de tus cartas cuesta (3) cristales menos.",,,"Enchantment","CS2_053e",,,,,,"Shaman",,,"Lars Grant-West",,,,,
"Classic","Ysera","Al final de tu turno roba una carta de sueño.","Legendary",9,"Minion","EX1_572",,"Neutral",12,,4,,,True,"Gabor Szikszai","Ysera gobierna el Sueño Esmeralda la excusa perfecta de los druidas que quieren echar una cabezadita.",True,"Dragon",,
"Classic","Ysera despierta","Inflige $5 p. de daño a todos los personajes menos a Ysera.",,2,"Spell","DREAM_02",,,,,,"Dream",,,,,,,,
"Curse of Naxxramas","¡Intrusos!",,,,"Enchantment","NAX15_01e",,,,,,,,,,,,,,
"Curse of Naxxramas",""¡Intrusos!".",,,,"Enchantment","NAX15_01He",,,,,,,,,,,,,,
"Curse of Naxxramas","Aliento de Escarcha","<b>Poder de héroe</b>
Destruye a todos los esbirros enemigos que no estén <b>congelados</b>.",,0,"Hero Power","NAX14_02",,,,,,,,,,,,,,
"Curse of Naxxramas","Alma gemebunda","<b>Grito de batalla: Silencia</b> a tus demás esbirros.","Rare",4,"Minion","FP1_016",Battlecry,,5,,3,,,True,"Glenn Rane","Esta alma no levanta cabeza.",,,"Se desbloquea al derrotar a Thaddius en el Arrabal de los Ensamblajes.","Se puede crear tras derrotar a Thaddius en el Arrabal de los Ensamblajes."
"Curse of Naxxramas","Antárbol",,,1,"Minion","FP1_019t",,,2,,2,"Druid",,,,,,,,
"Curse of Naxxramas","Anub'Rekhan",,,,"Hero","NAX1h_01",,,45,,,,,,,,,,,
"Curse of Naxxramas","Anub'Rekhan",,,,"Hero","NAX1_01",,,30,,,,,,,,,,,
"Curse of Naxxramas","Araña espectral",,,1,"Minion","FP1_002t",,,1,,1,,,,,,,,,
"Curse of Naxxramas","Aura necrótica","Tus hechizos cuestan (5) cristales más este turno.",,,"Enchantment","FP1_030e",,,,,,,,,,,,,,
"Curse of Naxxramas","Aura necrótica","<b>Poder de héroe</b>
Inflige 3 p. de daño al héroe enemigo.",,2,"Hero Power","NAX6_02",,,,,,,,,,,,,,
"Curse of Naxxramas","Aura necrótica","<b>Poder de héroe</b>
Inflige 3 p. de daño al héroe enemigo.",,0,"Hero Power","NAX6_02H",,,,,,,,,,,,,,
"Curse of Naxxramas","Babosa","<b>Provocar</b>",,1,"Minion","FP1_012t",Taunt,,2,,1,,,,,,,,,
"Curse of Naxxramas","Babosa radiactiva",,,1,"Minion","NAX11_03",,,2,,2,,,,,,,,,
"Curse of Naxxramas","Baldomero","<i>Quiérelo y acarícialo.</i>","Legendary",0,"Minion","NAX15_05",,,1,,1,,,,,,True,"Beast",,
"Curse of Naxxramas","Barón Osahendido","Tus esbirros activan su <b>Último aliento</b> dos veces.","Legendary",4,"Minion","FP1_031",Aura,,7,,1,,,True,"Ralph Horsley","Lady Blaumeux quería que la gente los conociera como "Lady Blaumeux y sus amigos" pero no pudo ser.",True,,"Se desbloquea al completar el Arrabal Militar.","Se puede crear tras completar el Arrabal Militar."
"Curse of Naxxramas","Barón Osahendido",,,,"Hero","NAX9_01H",,,14,,,,,,,,,,,
"Curse of Naxxramas","Barón Osahendido",,,,"Hero","NAX9_01",,,7,,,,,,,,,,,
"Curse of Naxxramas","Caballero espectral","No puede ser objetivo de hechizos ni de poderes de héroe.","Common",5,"Minion","FP1_008",,,6,,4,,,True,"Chris Rahn","¿Qué tienen en común los dragones feéricos y los caballeros espectrales?... ¡Que les encanta merendar!",,,"Se desbloquea al derrotar a Gothik el Cosechador en el Arrabal Militar.","Se puede crear tras derrotar a Gothik el Cosechador en el Arrabal Militar."
"Curse of Naxxramas","Cadenas","<b>Poder de héroe</b>
Toma el control de un esbirro enemigo aleatorio.",,8,"Hero Power","NAX15_04H",,,,,,,,,,,,,,
"Curse of Naxxramas","Cadenas","<b>Poder de héroe</b>
Toma el control de un esbirro enemigo aleatorio hasta el final del turno.",,8,"Hero Power","NAX15_04",,,,,,,,,,,,,,
"Curse of Naxxramas","Cambio de polaridad","<b>Poder de héroe</b>
Intercambia el ataque y la salud de todos los esbirros.",,0,"Hero Power","NAX13_02",,,,,,,,,,,,,,
"Curse of Naxxramas","Campeón congelado","Congelado permanentemente. Los esbirros adyacentes son inmunes a Aliento de Escarcha.",,5,"Minion","NAX14_03",Aura,,10,,2,,,,,,,,,
"Curse of Naxxramas","Científico loco","<b>Último aliento:</b> Coloca un <b>secreto</b> de tu mazo en el campo de batalla.","Common",2,"Minion","FP1_004",Deathrattle,,2,,2,,,True,"James Ryman","Su madre quería que fuese mago o brujo pero noooo tenía que hacerse científico como su padre.",,,"Se desbloquea al derrotar a Grobbulus en el Arrabal de los Ensamblajes.","Se puede crear tras derrotar a Grobbulus en el Arrabal de los Ensamblajes."
"Curse of Naxxramas","Clamavacío","<b>Último aliento:</b> Coloca un demonio aleatorio de tu mano en el campo de batalla.","Common",4,"Minion","FP1_022",Deathrattle,,4,,3,"Warlock",,True,"Robb Shoberg","¡Vacío vacío! ¡Ven aquí chico!",,"Demon","Se desbloquea al completar el desafío de clase del brujo en Naxxramas.","Se puede crear tras completar el desafío de clase del brujo en Naxxramas."
"Curse of Naxxramas","Consumir","Estadísticas aumentadas.",,,"Enchantment","FP1_005e",,,,,,,,,,,,,,
"Curse of Naxxramas","Corretear","<b>Poder de héroe</b>
Invoca un nerubiano 4/4.",,2,"Hero Power","NAX1h_04",,,,,,,,,,,,,,
"Curse of Naxxramas","Corretear","<b>Poder de héroe</b>
Invoca un nerubiano 3/1.",,2,"Hero Power","NAX1_04",,,,,,,,,,,,,,
"Curse of Naxxramas","Cosechar","<b>Poder de héroe</b>
Roba una carta.",,2,"Hero Power","NAX8_02",,,,,,,,,,,,,,
"Curse of Naxxramas","Cosechar","<b>Poder de héroe</b>
Roba una carta. Obtiene un cristal de maná.",,1,"Hero Power","NAX8_02H",,,,,,,,,,,,,,
"Curse of Naxxramas","Crecimiento fúngico","Ataque aumentado.",,,"Enchantment","NAX6_03te",,,,,,,,,,,,,,
"Curse of Naxxramas","Cristal de control mental","¡Activa el cristal para controlar a los suplentes!",,1,"Spell","NAX7_05",,,,,,,,,,,,,,
"Curse of Naxxramas","Cultor oscuro","<b>Último aliento:</b> Otorga +3 p. de salud a un esbirro amistoso aleatorio.","Common",3,"Minion","FP1_023",Deathrattle,,4,,3,"Priest",,True,"Phroilan Gardner","El Culto de los Malditos se está dando cuenta de que es mejor no decir el nombre de la secta al reclutar nuevos adeptos.",,,"Se desbloquea al completar el desafío de clase del sacerdote en Naxxramas.","Se puede crear tras completar el desafío de clase del sacerdote en Naxxramas."
"Curse of Naxxramas","Destrero de la muerte","<b>Cargar. Último aliento:</b> Inflige 3 p. de daño a tu héroe.",,1,"Minion","FP1_006",Charge|Deathrattle,,3,,2,,,,,,,,,
"Curse of Naxxramas","Dientes adicionales","Ataque aumentado.",,,"Enchantment","NAX12_03e",,,,,,,,,,,,,,
"Curse of Naxxramas","Diezmar","<b>Poder de héroe</b>
Cambia la salud de los esbirros enemigos a 1 p.",,0,"Hero Power","NAX12_02H",,,,,,,,,,,,,,
"Curse of Naxxramas","Diezmar","<b>Poder de héroe</b>
Cambia la salud de todos los esbirros a 1 p.",,2,"Hero Power","NAX12_02",,,,,,,,,,,,,,
"Curse of Naxxramas","Diezmar","Salud cambiada a 1 p.",,,"Enchantment","NAX12_02e",,,,,,,,,,,,,,
"Curse of Naxxramas","Duplicar","<b>Secreto:</b> Cuando un esbirro amistoso muere coloca 2 copias del mismo en tu mano.","Common",3,"Spell","FP1_018",Secret,,,,,"Mage",,True,"Alex Garner","¡La única forma de duplicar cartas sin que te baneen!",,,"Se desbloquea al completar el desafío de clase del mago en Naxxramas.","Se puede crear tras completar el desafío de clase del mago en Naxxramas."
"Curse of Naxxramas","Eco de moco","<b>Grito de batalla:</b> Invoca una copia exacta de este esbirro al final del turno.","Epic",2,"Minion","FP1_003",Battlecry,,2,,1,,,True,"Eric Browning","MOCO... Moco... moco... (moco...)",,,"Se desbloquea al derrotar a Sapphiron en la Guarida de la Vermis.","Se puede crear tras derrotar a Sapphiron en la Guarida de la Vermis."
"Curse of Naxxramas","Emboscador Anub'ar","<b>Último aliento:</b> Devuelve a un esbirro amistoso aleatorio a tu mano.","Common",4,"Minion","FP1_026",Deathrattle,,5,,5,"Rogue",,True,"Nate Bowden","Al principio se llamaba "Tío que devuelve a un esbirro a tu mano Anub'ar" pero no sonaba muy bien.",,,"Se desbloquea al completar el desafío de clase del pícaro en Naxxramas.","Se puede crear tras completar el desafío de clase del pícaro en Naxxramas."
"Curse of Naxxramas","Enfurecer","+6 p. de ataque este turno.",,,"Enchantment","NAX12_04e",OneTurnEffect,,,,,,,,,,,,,
"Curse of Naxxramas","Enfurecer","Otorga +6 p. de ataque a tu héroe este turno.",,3,"Spell","NAX12_04",,,,,,,,,,,,,,
"Curse of Naxxramas","Enjambre de langostas","Inflige $3 p. de daño a todos los esbirros enemigos. Restaura #3 p. de salud a tu héroe.",,7,"Spell","NAX1_05",,,,,,,,,,,,,,
"Curse of Naxxramas","Enterrador","Obtiene +1 p. de ataque cada vez que invocas a un esbirro con <b>Último aliento</b>.","Common",1,"Minion","FP1_028",,,2,,1,,,True,"Jonboy Meyers",""Hazte enterrador"  dijeron. "Tendrás mucho trabajo"  dijeron. Maldito Ángel de la Resurrección...",,,"Se desbloquea al derrotar a Remendejo en el Arrabal de los Ensamblajes.","Se puede crear tras derrotar a Remendejo en el Arrabal de los Ensamblajes."
"Curse of Naxxramas","Eructador de lodo","<b>Provocar.
Último aliento:</b> Invoca una babosa 1/2 con <b>Provocar</b>.","Rare",5,"Minion","FP1_012",Deathrattle|Taunt,,5,,3,,,True,"Nate Bowden","¡¿Pero qué come?!",,,"Se desbloquea al derrotar a Loatheb en el Arrabal de la Peste.","Se puede crear tras derrotar a Loatheb en el Arrabal de la Peste."
"Curse of Naxxramas","Erupción","<b>Poder de héroe</b>
Inflige 2 p. de daño al primer esbirro enemigo por la izquierda.",,1,"Hero Power","NAX5_02",,,,,,,,,,,,,,
"Curse of Naxxramas","Erupción","<b>Poder de héroe</b>
Inflige 3 p. de daño al primer esbirro enemigo por la izquierda.",,0,"Hero Power","NAX5_02H",,,,,,,,,,,,,,
"Curse of Naxxramas","Esclavo de Kel'Thuzad","¡A LA SACA!",,,"Enchantment","NAX15_04a",,,,,,,,,,,,,,
"Curse of Naxxramas","Espadas danzantes","<b>Último aliento:</b> Tu oponente roba una carta.","Common",3,"Minion","FP1_029",Deathrattle,,4,,4,,,True,"Jon McConnell","Ellas quieren marcha marcha.",,,"Se desbloquea al derrotar al instructor Raxuvious en el Arrabal Militar.","Se puede crear tras derrotar al instructor Razuvious en el Arrabal Militar."
"Curse of Naxxramas","Espora","<b>Último aliento:</b> Otorga +8 p. de ataque a todos los esbirros enemigos.",,0,"Minion","NAX6_03t",Deathrattle,,1,,0,,,,,,,,,
"Curse of Naxxramas","Esqueleto",,,1,"Minion","NAX4_03",,,1,,1,,,,,,,,,
"Curse of Naxxramas","Esqueleto",,,5,"Minion","NAX4_03H",,,5,,5,,,,,,,,,
"Curse of Naxxramas","Explosión de Escarcha","<b>Poder de héroe</b>
Inflige 2 p. de daño al héroe enemigo y lo <b>congela</b>.",,0,"Hero Power","NAX15_02",Freeze,,,,,,,,,,,,,
