SET,NAME,TEXT,RARITY,COST,TYPE,ID,FACTION,MECHANICS,HEALTH,INPLAYTEXT,ATTACK,PLAYERCLASS,DURABILITY,COLLECTIBLE,ARTIST,FLAVOR,ELITE,RACE,HOWTOGET,HOWTOGETGOLD
"Classic","Sargento abusivo","<b>Grito de batalla:</b> otorga +2 de Ataque a un esbirro en este turno.","Common",1,"Minion","CS2_188","Alliance",Battlecry,1,,2,,,True,"Luca Zontini","¡AGRÉGAME A TU MAZO GUSANO!",,,,
"Classic","Secretos ancestrales","Restaura 5 de Salud.",,,"Spell","NEW1_008b",,,,,,"Druid",,,,,,,,
"Classic","Secuestrador","<b>Combo:</b> devuelve un esbirro a la mano de su propietario.","Epic",6,"Minion","NEW1_005",,Combo,3,,5,"Rogue",,True,"Dave Allsop","Lo único que quiere es que la gente vea las fotos de sus vacaciones.",,,,
"Classic","Señor del foso","<b>Grito de batalla:</b> inflige 5 de daño a tu héroe.","Epic",4,"Minion","EX1_313","Neutral",Battlecry,6,,5,"Warlock",,True,"Glenn Rane","Sí Mannoroth Magtheridon y Brutallus están muertos pero resulta que hay MUCHOS señores del foso.",,"Demon",,
"Classic","Silenciar","<b>Silencia</b> a un esbirro.","Common",0,"Spell","EX1_332","Neutral",Silence,,,,"Priest",,True,"Zoltan & Gabor","Reservada para taumaturgos enemigos exánimes malvados resucitados de la tumba y noches de karaoke en Tragapenas.",,,,
"Classic","Sobrecargado","Estadísticas aumentadas.",,,"Enchantment","EX1_258e",,,,,,"Shaman",,,,,,,,
"Classic","Sombra de la nada","¡Los Juegos mentales fallaron! ¡Tu adversario no tenía esbirros!","Epic",0,"Minion","EX1_345t",,,1,,0,"Priest",,,,,,,,
"Classic","Sombras de M'uru","Este esbirro ha consumido Escudos divinos y tiene Ataque y Salud aumentados.","Common",,"Enchantment","EX1_590e",,,,,,,,,,,,,,
"Classic","Subastador de Gadgetzan","Cada vez que lanzas un hechizo roba una carta.","Rare",6,"Minion","EX1_095","Neutral",,4,"",4,,,True,"Matt Dixon","Alguna vez fue el encargado de la casa de subastas del mercado negro pero el lugar era tan violento que al final tuvo que irse.",,,,
"Classic","Succionar alma","Destruye un esbirro. Restaura #3 de Salud a tu héroe.","Rare",6,"Spell","EX1_309","Neutral",,,,,"Warlock",,True,"Tyler Walpole","Te recomendamos que evites succionar tu propia alma. Se podría formar una especie de bucle infinito bastante particular.",,,,
"Classic","Suelten a los canes","Invoca un Sabueso 1/1 con <b>Carga</b> por cada esbirro enemigo.","Common",3,"Spell","EX1_538",,,,,,"Hunter",,True,"Linggar Bramanty","Cada vez que juegues esta carta tienes que leer su nombre en voz alta.",,,,
"Classic","Sueño","Devuelve un esbirro a la mano de su propietario.",,0,"Spell","DREAM_04",,,,,,"Dream",,,,,,,,
"Classic","Sustracción de intelecto","Copia 2 cartas del mazo de tu adversario y ponlas en tu mano.","Common",3,"Spell","EX1_339","Neutral",,,,,"Priest",,True,"Alex Garner",""¿Qué consigues si le lanzas Sustracción de intelecto a un orco? ¡Nada!". —Broma tauren",,,,
"Classic","Sylvanas Brisaveloz","<b>Estertor:</b> toma el control de un esbirro enemigo aleatorio.","Legendary",6,"Minion","EX1_016",,Deathrattle,5,,5,,,True,"Glenn Rane","Arthas convirtió a Sylvanas en la Reina alma en pena pero evidentemente tendría que haberla matado porque lo único que consiguió fue enfurecerla.",True,,,
"Classic","Tauren guerrero","<b>Provocación</b>. <b>Enfurecer:</b> +3 de Ataque","Common",3,"Minion","EX1_390","Neutral",Enrage|Taunt,3,,2,,,True,"Paul Warzecha","Tauren guerrero: Campeón de Mulgore Asesino de Jabaespines Jinete de los ascensores de la Cima del Trueno.",,,,
"Classic","Técnico de control mental","<b>Grito de batalla:</b> si tu adversario tiene 4 esbirros o más controla uno al azar.","Rare",3,"Minion","EX1_085","Alliance",Battlecry,3,,3,,,True,"Leo Che","La tecnología de control mental está mejorando pero no es una cosa del otro mundo...",,,,
"Classic","Templado","+2 de Ataque en este turno.",,,"Enchantment","EX1_046e",,OneTurnEffect,,,,,,,,,,,,
"Classic","Terror de fatalidad","Inflige $2 de daño a un personaje. Si es suficiente para matarlo invoca un Demonio aleatorio.","Epic",5,"Spell","EX1_320","Neutral",,,,,"Warlock",,True,"Raymond Swanland","De ser posible trata de evitar la fatalidad. Un consejo de amigo.",,,,
"Classic","Terror del vacío","<b>Grito de batalla:</b> destruye los esbirros que están a ambos lados de este esbirro y obtiene el Ataque y la Salud de los esbirros destruidos.","Rare",3,"Minion","EX1_304",,Battlecry,3,,3,"Warlock",,True,"Alexander Alexandrov","Si pones esta carta en tu mazo sin dudas PERDERÁS la confianza del resto de tus esbirros.",,"Demon",,
"Classic","Tigre de Tuercespina","<b>Sigilo</b>","Common",5,"Minion","EX1_028","Alliance",Stealth,5,,5,,,True,"Alex Horley Orlandelli","¡Lo más maravilloso de los tigres es que los tigres son maravillosos!",,"Beast",,
"Classic","Tirion Vadín","<b>Escudo divino</b>. <b>Provocación</b>. <b>Estertor:</b> equipa una Crematoria 5/3.","Legendary",8,"Minion","EX1_383","Neutral",Deathrattle|Divine Shield|Taunt,6,,6,"Paladin",,True,"Brom","Si no has oído la oda a Tirion Vadín es sencillamente porque no existe.",True,,,
"Classic","Tormenta de relámpagos","Inflige $2 a $3 de daño a todos los esbirros enemigos. <b>Sobrecarga:</b> (2)","Rare",3,"Spell","EX1_259","Neutral",,,,,"Shaman",,True,"Christopher Moeller","Me temo que un paraguas no va a servir de mucho...",,,,
"Classic","Tótem Marea de maná","Al final de tu turno roba una carta.","Rare",3,"Minion","EX1_575","Neutral",,3,,0,"Shaman",,True,"Scott Altmann","Se dice que hay un chamán que puede decir "Tótem flotante" 10 veces seguidas sin que se le lengüe la traba.",,"Totem",,
"Classic","Traición","Obliga a un esbirro enemigo a infligir su daño a los esbirros adyacentes.","Common",2,"Spell","EX1_126","Neutral",,,,,"Rogue",,True,"Lucas Graciano","Todos tienen su precio. Los Gnomos por ejemplo hacen lo que sea por un oso de peluche y un poco de chocolate.",,,,
"Classic","Trampa con culebras","<b>Secreto:</b> cuando ataquen a uno de tus esbirros invoca tres Culebras 1/1.","Epic",2,"Spell","EX1_554","Neutral",Secret,,,,"Hunter",,True,"Bernie Kang","Culebras... ¿por qué tenían que ser culebras?",,,,
"Classic","Trampa congelante","<b>Secreto:</b> cuando un esbirro enemigo ataca lo devuelve a la mano de su propietario y cuesta (2) más.","Common",2,"Spell","EX1_611","Neutral",Secret,,,,"Hunter",,True,"Matt Gaser",""¡Ey me dejas helado!". —Respuesta apropiada para Trampa congelante. También puede usarse para una noticia inesperada.",,,,
"Classic","Trampa explosiva","<b>Secreto:</b> cuando atacan a tu héroe inflige $2 de daño a todos los enemigos.","Common",2,"Spell","EX1_610","Neutral",Secret,,,,"Hunter",,True,"Brandon Kitkouski","No solo atrapa tu comida... ¡TAMBIÉN te la cocina!",,,,
"Classic","Trepador del pantano","<b>Provocación</b>","Common",5,"Minion","CS1_069","Alliance",Taunt,6,,3,,,True,"Monica Langlois","Solían llamarlo "bestia de la ciénaga" pero era medio confuso porque en realidad no era un bestia. Así que ¡pum! tiene un nuevo nombre.",,,,
"Classic","Tripa llena","+2/+2. Lleno de múrloc.",,,"Enchantment","NEW1_017e",,,,,,,,,,,,,,
"Classic","Vacío abisal","Destruye a todos los esbirros.","Epic",8,"Spell","EX1_312","Neutral",,,,,"Warlock",,True,"Dave Allsop","El Vacío abisal es un lugar amorfo lleno de magia ilusión y esbirros despedazados.",,,,
"Classic","Vaporizar","<b>Secreto:</b> cuando un esbirro ataque a tu héroe destrúyelo.","Rare",3,"Spell","EX1_594","Neutral",Secret,,,,"Mage",,True,"Raymond Swanland","Se rumorea que Alamuerte ocasionó el Cataclismo después de perder una partida por esta carta. Quizá nunca sepamos la verdad.",,,,
"Classic","Venganza de VanCleef","Este esbirro tiene Ataque y Salud aumentados.",,,"Enchantment","EX1_613e",,,,,,"Rogue",,,,,,,,
"Classic","Ventisca","Inflige $2 de daño a todos los esbirros enemigos y los <b>Congela</b>.","Rare",6,"Spell","CS2_028","Neutral",Freeze,,,,"Mage",,True,"Chris Seaman","Ahora solo necesitamos unos palitos y podemos hacer... ¡helado de esbirros!",,,,
"Classic","Vermis de maná","Cada vez que lanzas un hechizo obtiene +1 de Ataque.","Common",1,"Minion","NEW1_012",,,3,"",1,"Mage",,True,"Blizzard Cinematics","Estos vermis se alimentan de energías arcanas. Si bien generalmente son más una molestia que una amenaza no es recomendable dejarlos solos con un cubo de maná.",,,,
"Classic","Vidente del Anillo de la Tierra","<b>Grito de batalla:</b> restaura 3 de Salud.","Common",3,"Minion","CS2_117",,Battlecry,3,,3,,,True,"Alex Horley Orlandelli","Tiene la capacidad de ver muy lejos y sin usar telescopio como esos piratas mugrosos.",,,,
"Classic","Vidente Luz fría","<b>Grito de batalla:</b> otorga +2 de Salud a TODOS los otros múrlocs.","Rare",3,"Minion","EX1_103","Neutral",Battlecry,3,,2,,,True,"Arthur Gimaldinov","Los múrloc Luz fría viven en las fosas más oscuras de las Profundidades Abisales. Grábate la idea: no se puede escapar de los múrlocs.",,"Murloc",,
"Classic","Vigía anciano","No puede atacar.","Rare",2,"Minion","EX1_045","Alliance",,5,,4,,,True,"Richard Wright","¿Por qué parece que sus ojos te siguen mientras caminas?",,,,
"Classic","Visión lejana","Una de tus cartas cuesta (3) menos.",,,"Enchantment","CS2_053e",,,,,,"Shaman",,,"Lars Grant-West",,,,,
"Classic","Visión lejana","Roba una carta. Esa carta cuesta (3) menos.","Epic",3,"Spell","CS2_053","Neutral",,,,,"Shaman",,True,"Lars Grant-West","Drek'thar no ve pero sí <i>ve</i>. ¿Entiendes lo que quiero decir? Si no no hay problema. De veras.",,,,
"Classic","Ysera","Al final de tu turno roba una carta de Sueño.","Legendary",9,"Minion","EX1_572","Neutral",,12,,4,,,True,"Gabor Szikszai","Ysera gobierna el Sueño Esmeralda que es una especie de mundo paralelo igual al real pero verde... o algo así.",True,"Dragon",,
"Curse of Naxxramas","¡Intruso!",,,,"Enchantment","NAX15_01He",,,,,,,,,,,,,,
"Curse of Naxxramas","¡Intruso!",,,,"Enchantment","NAX15_01e",,,,,,,,,,,,,,
"Curse of Naxxramas","Aliento de escarcha","<b>Poder de héroe</b>
Destruye a todos los esbirros enemigos que no están <b>Congelados</b>.",,0,"Hero Power","NAX14_02",,,,,,,,,,,,,,
"Curse of Naxxramas","Alma gemebunda","<b>Grito de batalla: Silencia</b> a tus otros esbirros.","Rare",4,"Minion","FP1_016",,Battlecry,5,,3,,,True,"Glenn Rane","Esta alma no deja de lamentarse por las noches. ¡Ya déjanos dormir por favor!",,,"Desbloqueada por derrotar a Thaddius en el Arrabal de los Ensamblajes.","Se puede crear luego de derrotar a Thaddius en el Arrabal de los Ensamblajes."
"Curse of Naxxramas","Antárbol",,,1,"Minion","FP1_019t",,,2,,2,"Druid",,,,,,,,
"Curse of Naxxramas","Anub'Rekhan",,,,"Hero","NAX1h_01",,,45,,,,,,,,,,,
"Curse of Naxxramas","Anub'Rekhan",,,,"Hero","NAX1_01",,,30,,,,,,,,,,,
"Curse of Naxxramas","Apocalípticamente","Ambos jugadores roban 2 cartas y obtienen un Cristal de maná.",,2,"Spell","NAX5_03",,,,,,,,,,,,,,
"Curse of Naxxramas","Arácnido","<b>Poder de héroe</b>
Invoca un Nerubiano 3/1.",,2,"Hero Power","NAX1_04",,,,,,,,,,,,,,
"Curse of Naxxramas","Arácnido","<b>Poder de héroe</b>
Invoca un Nerubiano 4/4.",,2,"Hero Power","NAX1h_04",,,,,,,,,,,,,,
"Curse of Naxxramas","Araña espectral",,,1,"Minion","FP1_002t",,,1,,1,,,,,,,,,
"Curse of Naxxramas","Aura necrótica","<b>Poder de héroe</b>
Inflige 3 de daño al héroe enemigo.",,2,"Hero Power","NAX6_02",,,,,,,,,,,,,,
"Curse of Naxxramas","Aura necrótica","<b>Poder de héroe</b>
Inflige 3 de daño al héroe enemigo.",,0,"Hero Power","NAX6_02H",,,,,,,,,,,,,,
"Curse of Naxxramas","Aura necrótica","Tus hechizos cuestan (5) más este turno.",,,"Enchantment","FP1_030e",,,,,,,,,,,,,,
"Curse of Naxxramas","Babosa","<b>Provocación</b>",,1,"Minion","FP1_012t",,Taunt,2,,1,,,,,,,,,
"Curse of Naxxramas","Babosa radiactiva",,,1,"Minion","NAX11_03",,,2,,2,,,,,,,,,
"Curse of Naxxramas","Baldomero","<i>Este es el minino de Kel'Thuzad.</i>","Legendary",0,"Minion","NAX15_05",,,1,,1,,,,,,True,"Beast",,
"Curse of Naxxramas","Barón Osahendido",,,,"Hero","NAX9_01H",,,14,,,,,,,,,,,
"Curse of Naxxramas","Barón Osahendido",,,,"Hero","NAX9_01",,,7,,,,,,,,,,,
"Curse of Naxxramas","Barón Osahendido","Tus esbirros activan su <b>Estertor</b> dos veces.","Legendary",4,"Minion","FP1_031",,Aura,7,,1,,,True,"Ralph Horsley","Se dice que antes había cinco jinetes pero uno decidió irse a trabajar a las Minas de la Muerte. Parece que le ofrecían mejores prestaciones.",True,,"Desbloqueada por completar el Arrabal Militar.","Se puede crear luego de completar el Arrabal Militar."
"Curse of Naxxramas","Caballero espectral","No puede ser objetivo de Hechizos ni Poderes de héroe.","Common",5,"Minion","FP1_008",,,6,,4,,,True,"Chris Rahn","¿Qué tienen en común los Dragones feéricos y los Caballeros espectrales? ¡Que los dos adoran los tallarines!",,,"Desbloqueada por derrotar a Gothik el Cosechador en el Arrabal Militar.","Se puede crear luego de derrotar a Gothik el Cosechador en el Arrabal Militar."
"Curse of Naxxramas","Cadenas","<b>Poder de héroe</b>
Toma el control de un esbirro enemigo aleatorio hasta el final del turno.",,8,"Hero Power","NAX15_04",,,,,,,,,,,,,,
"Curse of Naxxramas","Cadenas","<b>Poder de héroe</b>
Toma el control de un esbirro enemigo aleatorio.",,8,"Hero Power","NAX15_04H",,,,,,,,,,,,,,
"Curse of Naxxramas","Cambio de polaridad","<b>Poder de héroe</b>
Intercambia el Ataque y la Salud de todos los esbirros.",,0,"Hero Power","NAX13_02",,,,,,,,,,,,,,
"Curse of Naxxramas","Campeón congelado","Congelado de forma permanente. Los esbirros adyacentes son inmunes a Aliento de escarcha.",,5,"Minion","NAX14_03",,Aura,10,,2,,,,,,,,,
"Curse of Naxxramas","Científico loco","<b>Estertor:</b> pon un <b>Secreto</b> de tu mazo en el campo de batalla.","Common",2,"Minion","FP1_004",,Deathrattle,2,,2,,,True,"James Ryman","Su madre quería que fuera mago o brujo. Pero... noooooooo... el tipo tenía que seguir los pasos de su padre y hacerse científico.",,,"Desbloqueada por derrotar a Grobbulus en el Arrabal de los Ensamblajes.","Se puede crear luego de derrotar a Grobbulus en el Arrabal de los Ensamblajes."
"Curse of Naxxramas","Clamavacío","<b>Estertor:</b> pon un Demonio aleatorio de tu mano en el campo de batalla.","Common",4,"Minion","FP1_022",,Deathrattle,4,,3,"Warlock",,True,"Robb Shoberg",""¡Vacío! ¡Aquí vacío! ¡Vamos ven aquí amiguito!".",,"Demon","Desbloqueada por completar el desafío clase Brujo en Naxxramas.","Se puede crear luego de completar el desafío clase Brujo en Naxxramas."
"Curse of Naxxramas","Consumir","Estadísticas aumentadas.",,,"Enchantment","FP1_005e",,,,,,,,,,,,,,
"Curse of Naxxramas","Cosecha","<b>Poder de héroe</b>
Roba una carta. Obtiene un Cristal de maná.",,1,"Hero Power","NAX8_02H",,,,,,,,,,,,,,
"Curse of Naxxramas","Cosecha","<b>Poder de héroe</b>
Roba una carta.",,2,"Hero Power","NAX8_02",,,,,,,,,,,,,,
"Curse of Naxxramas","Crecimiento fúngico","Ataque aumentado.",,,"Enchantment","NAX6_03te",,,,,,,,,,,,,,
"Curse of Naxxramas","Cristal de control mental","¡Activa el cristal para controlar a los Suplentes!",,1,"Spell","NAX7_05",,,,,,,,,,,,,,
"Curse of Naxxramas","Cultor oscuro","<b>Estertor:</b> otorga +3 de Salud a un esbirro aliado aleatorio.","Common",3,"Minion","FP1_023",,Deathrattle,4,,3,"Priest",,True,"Phroilan Gardner","El Culto de los Malditos ha descubierto que es mejor no mencionar su nombre cuando reclutan cultores nuevos.",,,"Desbloqueada por completar el desafío clase Sacerdote en Naxxramas.","Se puede crear luego de completar el desafío clase Sacerdote en Naxxramas."
"Curse of Naxxramas","Destrero de la Muerte","<b>Carga. Estertor:</b> inflige 3 de daño a tu héroe.",,1,"Minion","FP1_006",,Charge|Deathrattle,3,,2,,,,,,,,,
"Curse of Naxxramas","Dientes sobrantes","Ataque aumentado.",,,"Enchantment","NAX12_03e",,,,,,,,,,,,,,
"Curse of Naxxramas","Diezmar","<b>Poder de héroe</b>
Cambia la Salud de todos los esbirros a 1.",,2,"Hero Power","NAX12_02",,,,,,,,,,,,,,
"Curse of Naxxramas","Diezmar","Salud cambiada a 1.",,,"Enchantment","NAX12_02e",,,,,,,,,,,,,,
"Curse of Naxxramas","Diezmar","<b>Poder de héroe</b>
Cambia la Salud de todos los esbirros enemigos a 1.",,0,"Hero Power","NAX12_02H",,,,,,,,,,,,,,
"Curse of Naxxramas","Duplicar","<b>Secreto:</b> cuando un esbirro aliado muere pon 2 copias de él en tu mano.","Common",3,"Spell","FP1_018",,Secret,,,,"Mage",,True,"Alex Garner","¡Al fin puedes duplicar cartas sin que te clausuren la cuenta!",,,"Desbloqueada por completar el desafío clase Mago en Naxxramas.","Se puede crear luego de completar el desafío clase Mago en Naxxramas."
"Curse of Naxxramas","Emboscador Anub'ar","<b>Estertor:</b> devuelve un esbirro aliado aleatorio a tu mano.","Common",4,"Minion","FP1_026",,Deathrattle,5,,5,"Rogue",,True,"Nate Bowden","El nombre original era "El tipo de Anub'ar que devuelve un fulano a tu mano" pero le faltaba un poco de chispa...",,,"Desbloqueada por completar el desafío clase Pícaro en Naxxramas.","Se puede crear luego de completar el desafío clase Pícaro en Naxxramas."
"Curse of Naxxramas","Enfurecer","Otorga +6 de Ataque a tu héroe en este turno.",,3,"Spell","NAX12_04",,,,,,,,,,,,,,
"Curse of Naxxramas","Enfurecer","+6 de Ataque en este turno.",,,"Enchantment","NAX12_04e",,OneTurnEffect,,,,,,,,,,,,
"Curse of Naxxramas","Enjambre de langostas","Inflige $3 de daño a todos los esbirros enemigos. Restaura #3 de Salud a tu héroe.",,7,"Spell","NAX1_05",,,,,,,,,,,,,,
"Curse of Naxxramas","Enterrador","Cada vez que invocas un esbirro con <b>Estertor</b> obtiene +1 de Ataque.","Common",1,"Minion","FP1_028",,,2,,1,,,True,"Jonboy Meyers","En un mundo en el que puedes recurrir a un Ángel de la Resurrección para volver a la vida el negocio de los Enterradores está muerto.",,,"Desbloqueada por derrotar a Remendejo en el Arrabal de los Ensamblajes.","Se puede crear luego de derrotar a Remendejo en el Arrabal de los Ensamblajes."
"Curse of Naxxramas","Eructador de lodo","<b>Provocación.
Estertor:</b> invoca una Babosa 1/2 con <b>Provocación</b>.","Rare",5,"Minion","FP1_012",,Deathrattle|Taunt,5,,3,,,True,"Nate Bowden","NO LE DES CERVEZA DE RAÍZ.",,,"Desbloqueada por derrotar a Loatheb en el Arrabal de la Peste.","Se puede crear luego de derrotar a Loatheb en el Arrabal de la Peste."
"Curse of Naxxramas","Erupción","<b>Poder de héroe</b>
Inflige 2 de daño al último esbirro enemigo a la izquierda.",,1,"Hero Power","NAX5_02",,,,,,,,,,,,,,
"Curse of Naxxramas","Erupción","<b>Poder de héroe</b>
Inflige 3 de daño al último esbirro enemigo a la izquierda.",,0,"Hero Power","NAX5_02H",,,,,,,,,,,,,,
"Curse of Naxxramas","Espadas bailarinas","<b>Estertor:</b> tu oponente roba una carta.","Common",3,"Minion","FP1_029",,Deathrattle,4,,4,,,True,"Jon McConnell","Les gusta bailar reggae.",,,"Desbloqueada por derrotar al Instructor Razuvious en el Arrabal Militar.","Se puede crear luego de derrotar al Instructor Razuvious en el Arrabal Militar."
"Curse of Naxxramas","Espora","<b>Estertor:</b> otorga +8 de Ataque a todos los esbirros enemigos.",,0,"Minion","NAX6_03t",,Deathrattle,1,,0,,,,,,,,,
