SET,NAME,FACTION,TEXT,RARITY,COST,TYPE,ID,ATTACK,HEALTH,PLAYERCLASS,DURABILITY,MECHANICS,INPLAYTEXT,COLLECTIBLE,ARTIST,FLAVOR,RACE,ELITE,HOWTOGET,HOWTOGETGOLD
Classic,Seigneur des abîmes,Neutral,<b>Cri de guerre :</b> inflige 5 points de dégâts à votre héros.,Epic,4,Minion,EX1_313,5,6,Warlock,,Battlecry,,True,Glenn Rane,Mannoroth Magtheridon et Brutallus sont peut-être morts mais il paraît qu’il reste encore PLEIN de seigneurs des abîmes.,Demon,,,
Classic,Seigneur Jaraxxus,,<b>Cri de guerre :</b> le seigneur Jaraxxus détruit votre héros et prend sa place.,Legendary,9,Minion,EX1_323,3,15,Warlock,,Battlecry,,True,Alex Horley Orlandelli,« Misérable gnome ! Ton arrogance te perdra ! »,Demon,True,,
Classic,Seigneur Jaraxxus,Neutral,,Legendary,0,Hero,EX1_323h,0,15,Warlock,,,,,,,Demon,,,
Classic,Sergent grossier,Alliance,<b>Cri de guerre :</b> confère +2 ATQ à un serviteur pendant ce tour.,Common,1,Minion,CS2_188,2,1,,,Battlecry,,True,Luca Zontini,AJOUTE-MOI À TON DECK MINABLE !,,,,
Classic,Serpent,Neutral,,Common,0,Minion,EX1_554t,1,1,Hunter,,,,,,,Beast,,,
Classic,Silence,Neutral,Réduit au <b>Silence</b> un serviteur.,Common,0,Spell,EX1_332,,,Priest,,Silence,,True,Zoltan & Gabor,Réservé pour les lanceurs de sort adverses les liches maléfiques sorties du tombeau et les soirées karaoké au Sinistre écluseur.,,,,
Classic,Siphonner l’âme,Neutral,Détruit un serviteur. Rend #3 PV à votre héros.,Rare,6,Spell,EX1_309,,,Warlock,,,,True,Tyler Walpole,Vous devriez probablement éviter de siphonner votre âme. Vous pourriez finir par créer une sorte de boucle sans fin vraiment bizarre.,,,,
Classic,Sœur rieuse,,Ne peut pas être la cible de sorts ou de pouvoirs héroïques.,,3,Minion,DREAM_01,3,5,Dream,,,,,,,,,,
Classic,Sous-chef cruel,Neutral,<b>Cri de guerre :</b> inflige1 point de dégâts àun serviteur et luidonne +2 ATQ.,Common,2,Minion,EX1_603,2,2,Warrior,,Battlecry,,True,Phroilan Gardner,« Vous allez devoir venir travailler dimanche. » - Sous-chef cruel,,,,
Classic,Suprétincelle,Alliance,<b>Cri de guerre :</b> transforme un autre serviteur aléatoire soit en diablosaure 5/5 soit en écureuil 1/1 .,Legendary,3,Minion,EX1_083,3,3,,,Battlecry,,True,Tom Baxa,Le Maître-bricoleur Suprétincelle a failli perdre sa licence de bricoleur après la grande débandade des écureuils de Forgefer.,,True,,
Classic,Surcharge,,Caractéristiques augmentées.,,,Enchantment,EX1_258e,,,Shaman,,,,,,,,,,
Classic,Surpuissant,,L’Attaque de l’accro au mana est augmentée.,,,Enchantment,EX1_055o,,,,,OneTurnEffect,,,,,,,,
Classic,Sylvanas Coursevent,,<b>Râle d’agonie :</b> prend le contrôle d’un serviteur adverse aléatoire.,Legendary,6,Minion,EX1_016,5,5,,,Deathrattle,,True,Glenn Rane,Sylvanas a été transformée en reine banshee par Arthas mais il aurait sans doute dû la tuer parce que ça n’a fait que l’énerver.,,True,,
Classic,Tempête de foudre,Neutral,Inflige $2 à $3 points de dégâts à tous les serviteurs adverses. <b>Surcharge :</b> (2),Rare,3,Spell,EX1_259,,,Shaman,,,,True,Christopher Moeller,Un parapluie ne vous servira pas à grand-chose.,,,,
Classic,Terreur du Vide,,<b>Cri de guerre :</b> détruit les serviteurs adjacents et gagne leurs points d’Attaque et de Vie.,Rare,3,Minion,EX1_304,3,3,Warlock,,Battlecry,,True,Alexander Alexandrov,Si vous l’ajoutez à votre deck vous perdrez la confiance de vos autres serviteurs.,Demon,,,
Classic,Tigre de Strangleronce,Alliance,<b>Camouflage</b>,Common,5,Minion,EX1_028,5,5,,,Stealth,,True,Alex Horley Orlandelli,Quand on parle du tigre le tigre apparaît... Euh non c’est pas ça.,Beast,,,
Classic,Tir de précision,Neutral,<b>Secret :</b> quand votre adversaire joue un serviteur lui inflige $4 |4(pointpoints) de dégâts.,Common,2,Spell,EX1_609,,,Hunter,,Secret,,True,Lorenzo Minaca,Quand on tire on ne raconte pas sa vie.,,,,
Classic,Tir explosif,Neutral,Inflige $5 |4(pointpoints) de dégâts à un serviteur et $2 |4(pointpoints) de dégâts aux serviteurs adjacents.,Rare,5,Spell,EX1_537,,,Hunter,,,,True,Tom Baxa,Visez comptez jusqu’à 5 et tirez. Puis jetez-vous à terre !,,,,
Classic,Tir meurtrier,Neutral,Détruit un serviteur adverse aléatoire.,Common,3,Spell,EX1_617,,,Hunter,,,,True,Steve Prescott,Les Mok’Nathal manquent cruellement de subtilité. Mais ils débordent de cruauté.,,,,
Classic,Tirion Fordring,Neutral,<b>Bouclier divin</b>. <b>Provocation</b>. <b>Râle d’agonie :</b> vous équipe de Porte-cendres 5/3.,Legendary,8,Minion,EX1_383,6,6,Paladin,,Deathrattle|Divine Shield|Taunt,,True,Brom,Il faut que nous tirions la sonnette d’alarme sur cette carte !,,True,,
Classic,Totem de vague de mana,Neutral,Vous piochez une carte à la fin de votre tour.,Rare,3,Minion,EX1_575,0,3,Shaman,,,,True,Scott Altmann,Il paraît que certains chamans arrivent à dire « Trois petits totems sur un trottoir étroit » plus de 10 fois de suite sans se tromper !,Totem,,,
Classic,Trahison,Neutral,Force un serviteur adverse à infliger ses dégâts aux serviteurs à côté de lui.,Common,2,Spell,EX1_126,,,Rogue,,,,True,Lucas Graciano,Pourquoi trahir ? Je dirais que c’est probablement une réponse compulsive à une crainte de m’attacher.,,,,
Classic,Tréant,,<b>Provocation</b>,,1,Minion,EX1_573t,2,2,Druid,,Taunt,,,,,,,,
Classic,Tréant,Neutral,,,1,Minion,EX1_158t,2,2,Druid,,,,,,,,,,
Classic,Tréant,Neutral,<b>Charge</b>. Ce serviteur est détruit à la fin du tour.,Common,1,Minion,EX1_tk9,2,2,Druid,,Charge,,,,,,,,
Classic,Tuez Millhouse !,,Les sorts coûtent (0) pendant ce tour !,Legendary,,Enchantment,NEW1_029t,,,,,,,,,,,,,
Classic,Vaporisation,Neutral,<b>Secret :</b> quand un serviteur attaque votre héros le détruit.,Rare,3,Spell,EX1_594,,,Mage,,Secret,,True,Raymond Swanland,Il paraît qu’Aile de mort aurait perdu une partie en jouant cette carte ce qui aurait provoqué un cataclysme... Mais toutes les preuves sont parties en fumée.,,,,
Classic,Vengeance de VanCleef,,Les points d’Attaque et de Vie de ce serviteur sont augmentés.,,,Enchantment,EX1_613e,,,Rogue,,,,,,,,,,
Classic,Ventre plein,,+2/+2. Rassasié.,,,Enchantment,NEW1_017e,,,,,,,,,,,,,
Classic,Vol d’esprit,Neutral,Copie 2 cartes du jeu de votre adversaire et les place dans votre main.,Common,3,Spell,EX1_339,,,Priest,,,,True,Alex Garner,« Que se passe-t-il quand on utilise Vol d’esprit contre un orc ? Rien ! »- Blague de tauren,,,,
Classic,Voyant froide-lumière,Neutral,<b>Cri de guerre :</b> donne +2 PV à TOUS les autres murlocs.,Rare,3,Minion,EX1_103,2,3,,,Battlecry,,True,Arthur Gimaldinov,Les murlocs froide-lumière vivent dans les fosses les plus sombres des profondeurs Abyssales. Donc oui il y en a vraiment partout !,Murloc,,,
Classic,Worgen déchaîné,Neutral,<b>Accès de rage :</b> <b>Furie des vents</b> et +1 ATQ,Common,3,Minion,EX1_412,3,3,,,Enrage,,True,Alex Horley Orlandelli,S’il est déjà déchaîné attendez de voir ce que ça sera quand ses stats seront revues à la baisse !,,,,
Classic,Wyrm de mana,,Chaque fois que vous lancez un sort gagne +1 ATQ.,Common,1,Minion,NEW1_012,1,3,Mage,,,,True,Blizzard Cinematics,Ces wyrms se nourrissent d’énergie arcanique et bien qu’ils soient considérés comme une nuisance plutôt qu’une vraie menace vous ne devriez vraiment pas les laisser seuls avec un seau de mana.,,,,
Classic,Yarrr !,,Capitaine des mers du Sud confère +1/+1.,,,Enchantment,NEW1_027e,,,,,,,,,,,,,
Classic,Ysera,Neutral,À la fin de votre tour ajoute une carte Rêve dans votre main.,Legendary,9,Minion,EX1_572,4,12,,,,,True,Gabor Szikszai,Ysera règne sur le Rêve d’émeraude. C’est une copie plus verte du monde réel. Ce n’est pas ça ?,Dragon,True,,
Curse of Naxxramas,Accès de rage,,Confère +6 ATQ à votre héros pendant ce tour.,,3,Spell,NAX12_04,,,,,,,,,,,,,
Curse of Naxxramas,Accès de rage,,+6 ATQ pendant ce tour.,,,Enchantment,NAX12_04e,,,,,OneTurnEffect,,,,,,,,
Curse of Naxxramas,Adorateur,,Votre héros a +3 ATQ pendant votre tour.,,3,Minion,NAX2_05H,2,4,,,Aura,,,,,,,,
Curse of Naxxramas,Adorateur,,Votre héros a +1 ATQ pendant votre tour.,,3,Minion,NAX2_05,1,4,,,Aura,,,,,,,,
Curse of Naxxramas,Âme gémissante,,<b>Cri de guerre :</b> réduit au <b>Silence</b> vos autres serviteurs.,Rare,4,Minion,FP1_016,3,5,,,Battlecry,,True,Glenn Rane,Cette âme n’arrête pas de se plaindre en <i>gémissant</i> auprès de sa hiérarchie c’est-à-dire vous !,,,Obtenue en gagnant contre Thaddius dans le quartier des Assemblages.,Peut être créée après avoir battu Thaddius dans le quartier des Assemblages.
Curse of Naxxramas,Anub’Rekhan,,,,,Hero,NAX1h_01,,45,,,,,,,,,,,
Curse of Naxxramas,Anub’Rekhan,,,,,Hero,NAX1_01,,30,,,,,,,,,,,
Curse of Naxxramas,Appel des ténèbres,,Caractéristiques augmentées.,,,Enchantment,FP1_028e,,,,,,,,,,,,,
Curse of Naxxramas,Araignée spectrale,,,,1,Minion,FP1_002t,1,1,,,,,,,,,,,
Curse of Naxxramas,Aura nécrotique,,<b>Pouvoir héroïque</b>Inflige 3 points de dégâts au héros adverse.,,0,Hero Power,NAX6_02H,,,,,,,,,,,,,
Curse of Naxxramas,Aura nécrotique,,Vos sorts coûtent (5) cristaux de plus au prochain tour.,,,Enchantment,FP1_030e,,,,,,,,,,,,,
Curse of Naxxramas,Aura nécrotique,,<b>Pouvoir héroïque</b>Inflige 3 points de dégâts au héros adverse.,,2,Hero Power,NAX6_02,,,,,,,,,,,,,
Curse of Naxxramas,Baron Vaillefendre,,,,,Hero,NAX9_01H,,14,,,,,,,,,,,
Curse of Naxxramas,Baron Vaillefendre,,Vos serviteurs déclenchent deux fois leur <b>Râle d’agonie</b>.,Legendary,4,Minion,FP1_031,1,7,,,Aura,,True,Ralph Horsley,Dame Blaumeux préférerait qu’on dise « la cavalière et les trois cavaliers ».,,True,Obtenue en terminant le quartier Militaire.,Peut être créée après avoir terminé le quartier Militaire.
Curse of Naxxramas,Baron Vaillefendre,,,,,Hero,NAX9_01,,7,,,,,,,,,,,
Curse of Naxxramas,Cavalier spectral,,Au début de votre tour inflige 1 point de dégâts à votre héros.,,5,Minion,NAX8_05t,0,6,,,,,,,,,,,
Curse of Naxxramas,Cavalier tenace,,<b>Râle d’agonie :</b> invoque un cavalier spectral pour votre adversaire.,,6,Minion,NAX8_05,5,6,,,Deathrattle,,,,,,,,
Curse of Naxxramas,Cervocalypse,,Les deux joueurs piochent 2 cartes et gagnent un cristal de mana.,,2,Spell,NAX5_03,,,,,,,,,,,,,
Curse of Naxxramas,Chaînes,,<b>Pouvoir héroïque</b>Prend le contrôle d’un serviteur adverse aléatoire jusqu’à la fin du tour.,,8,Hero Power,NAX15_04,,,,,,,,,,,,,
Curse of Naxxramas,Chaînes,,<b>Pouvoir héroïque</b>Prend le contrôle d’un serviteur adverse aléatoire.,,8,Hero Power,NAX15_04H,,,,,,,,,,,,,
Curse of Naxxramas,Champion gelé,,Gelé pour toute la partie. Les serviteurs adjacents sont immunisés contre Souffle de givre.,,5,Minion,NAX14_03,2,10,,,Aura,,,,,,,,
Curse of Naxxramas,Changement de polarité,,<b>Pouvoir héroïque</b>Échange l’Attaque et la Vie de tous les serviteurs.,,0,Hero Power,NAX13_02,,,,,,,,,,,,,
Curse of Naxxramas,Chevalier de la mort spectral,,Ne peut pas être la cible de sorts ou de pouvoirs héroïques.,Common,5,Minion,FP1_008,4,6,,,,,True,Chris Rahn,Qu’ont en commun les dragons féeriques et les chevaliers de la mort spectraux ? Ils adorent les pâtes !,,,Obtenue en gagnant contre Gothik le Moissonneur dans le quartier Militaire.,Peut être créée après avoir battu Gothik le Moissonneur dans le quartier Militaire.
Curse of Naxxramas,Consumer,,Caractéristiques augmentées.,,,Enchantment,FP1_005e,,,,,,,,,,,,,
Curse of Naxxramas,Crache-vase,,<b>Provocation.Râle d’agonie :</b> invoque une gelée 1/2 avec <b>Provocation</b>.,Rare,5,Minion,FP1_012,3,5,,,Deathrattle|Taunt,,True,Nate Bowden,Ne vous lancez pas dans un concours de rots avec lui c’est perdu d’avance.,,,Obtenue en gagnant contre Horreb dans le quartier de la Peste.,Peut être créée après avoir battu Horreb dans le quartier de la Peste.
Curse of Naxxramas,Cristal de contrôle mental,,Active le cristal pour prendre le contrôle des doublures !,,1,Spell,NAX7_05,,,,,,,,,,,,,
Curse of Naxxramas,Crochet,,<b>Râle d’agonie :</b> place cette arme dans votre main.,,3,Weapon,NAX10_02,5,,,8,Deathrattle,,,,,,,,
Curse of Naxxramas,Crochet,,<b>Furie des vents</b><b>Râle d’agonie :</b> place cette arme dans votre main.,,3,Weapon,NAX10_02H,4,,,8,Deathrattle|Windfury,,,,,,,,
Curse of Naxxramas,Croissance fongique,,Attaque augmentée.,,,Enchantment,NAX6_03te,,,,,,,,,,,,,
Curse of Naxxramas,Croq’zombie,,<b>Râle d’agonie :</b> rend 5 PV au héros adverse.,Common,1,Minion,FP1_001,2,3,,,Deathrattle,,True,E. M. Gist,Au menu ce soir le chef vous propose… du zombie.,,,Obtenue en gagnant contre Gluth dans le quartier des Assemblages.,Peut être créée après avoir battu Gluth dans le quartier des Assemblages.
Curse of Naxxramas,Dame Blaumeux,,Votre héros est <b>Insensible</b>.,,3,Minion,NAX9_02H,2,7,,,,,,,,,True,,
Curse of Naxxramas,Dame Blaumeux,,Votre héros est <b>Insensible</b>.,,3,Minion,NAX9_02,1,7,,,,,,,,,True,,
Curse of Naxxramas,Décimer,,<b>Pouvoir héroïque</b>Fait passer les points de vie de tous les serviteurs à 1.,,2,Hero Power,NAX12_02,,,,,,,,,,,,,
Curse of Naxxramas,Décimer,,<b>Pouvoir héroïque</b>Fait passer les points de vie des serviteurs adverses à 1.,,0,Hero Power,NAX12_02H,,,,,,,,,,,,,
Curse of Naxxramas,Décimer,,Les points de vie sont passés à 1.,,,Enchantment,NAX12_02e,,,,,,,,,,,,,
Curse of Naxxramas,Destrier de la mort,,<b>Charge. Râle d’agonie :</b> inflige 3 points de dégâts à votre héros.,,1,Minion,FP1_006,2,3,,,Charge|Deathrattle,,,,,,,,
Curse of Naxxramas,Double rangée de dents,,Attaque augmentée.,,,Enchantment,NAX12_03e,,,,,,,,,,,,,
Curse of Naxxramas,Doublure,,<b>Provocation</b>,,2,Minion,NAX7_02,0,7,,,Taunt,,,,,,,,
Curse of Naxxramas,Dupliquer,,<b>Secret :</b> quand un serviteur allié meurt en place 2 copies dans votre main.,Common,3,Spell,FP1_018,,,Mage,,Secret,,True,Alex Garner,C’est bien la seule fois où vous pourrez copier des cartes sans vous faire bannir votre compte !,,,Obtenue en terminant le défi de la classe mage de Naxxramas.,Peut être créée après avoir terminé le défi de la classe mage de Naxxramas.
Curse of Naxxramas,Embusqué anub’ar,,<b>Râle d’agonie :</b> renvoie un serviteur allié aléatoire dans votre main.,Common,4,Minion,FP1_026,5,5,Rogue,,Deathrattle,,True,Nate Bowden,Autrefois on l’appelait l’anub’ar-qui-renvoie-un-serviteur-dans-votre-main mais c’était un peu dur à dire.,,,Obtenue en terminant le défi de la classe voleur de Naxxramas.,Peut être créée après avoir terminé le défi de la classe voleur de Naxxramas.
Curse of Naxxramas,Entoilage,,<b>Pouvoir héroïque</b>Renvoie un serviteur ennemi aléatoire dans la main de votre adversaire.,,3,Hero Power,NAX3_02,,,,,,,,,,,,,
Curse of Naxxramas,Entoilage,,<b>Pouvoir héroïque</b>Renvoie 2 serviteurs ennemis aléatoires dans la main de votre adversaire.,,0,Hero Power,NAX3_02H,,,,,,,,,,,,,
Curse of Naxxramas,Épées dansantes,,<b>Râle d’agonie :</b> votre adversaire pioche une carte.,Common,3,Minion,FP1_029,4,4,,,Deathrattle,,True,Jon McConnell,Leur chanson préférée c’est « Alors on danse ».,,,Obtenue en gagnant contre l’instructeur Razuvious dans le quartier Militaire.,Peut être créée après avoir battu l’instructeur Razuvious dans le quartier Militaire.
Curse of Naxxramas,Éruption,,<b>Pouvoir héroïque</b>Inflige 2 points de dégâts au serviteur adverse tout à gauche.,,1,Hero Power,NAX5_02,,,,,,,,,,,,,
Curse of Naxxramas,Éruption,,<b>Pouvoir héroïque</b>Inflige 3 points de dégâts au serviteur adverse tout à gauche.,,0,Hero Power,NAX5_02H,,,,,,,,,,,,,
Curse of Naxxramas,Esclave de Kel’Thuzad,,À MOI !,,,Enchantment,NAX15_04a,,,,,,,,,,,,,
Curse of Naxxramas,État de supercharge,,+2 PV.,,,Enchantment,NAX13_03e,,,,,,,,,,,,,
Curse of Naxxramas,Explosion de spores,,Inflige $1 |4(pointpoints) de dégâts à tous les serviteurs adverses. Invoque une spore.,,1,Spell,NAX6_04,,,,,,,,,,,,,
Curse of Naxxramas,Feugen,,<b>Râle d’agonie :</b> si Stalagg est aussi mort pendant cette partie invoque Thaddius.,Legendary,5,Minion,FP1_015,4,7,,,Deathrattle,,True,Dany Orizio,Feugen est tristounet parce que tout le monde préfère Stalagg.,,True,Obtenue en terminant le quartier des Assemblages.,Peut être créée après avoir terminé le quartier des Assemblages.
Curse of Naxxramas,Feugen,,,Legendary,5,Minion,NAX13_04H,4,7,,,,,,,,,True,,
Curse of Naxxramas,Forgeron squelettique,,<b>Râle d’agonie :</b> détruit l’arme de votre adversaire.,,3,Minion,NAXM_002,4,3,,,Deathrattle,,,,,,,,
Curse of Naxxramas,Fossoyeur,,Gagne +1 ATQ chaque fois que vous invoquez un serviteur avec <b>Râle d’agonie</b>.,Common,1,Minion,FP1_028,1,2,,,,,True,Jonboy Meyers,Dans un monde où il suffit de s’adresser à un gardien des âmes pour ressusciter fossoyeur n’est pas considéré comme un métier porteur.,,,Obtenue en gagnant contre le Recousu dans le quartier des Assemblages.,Peut être créée après avoir battu le Recousu dans le quartier des Assemblages.
Curse of Naxxramas,Frappe déséquilibrante,,<b>Pouvoir héroïque</b>Inflige 3 points de dégâts.,,2,Hero Power,NAX7_03,,,,,,,,,,,,,
Curse of Naxxramas,Frappe déséquilibrante,,<b>Pouvoir héroïque</b>Inflige 4 points de dégâts.,,1,Hero Power,NAX7_03H,,,,,,,,,,,,,
Curse of Naxxramas,Frappe haineuse,,<b>Pouvoir héroïque</b>Détruit un serviteur.,,4,Hero Power,NAX10_03,,,,,,,,,,,,,
Curse of Naxxramas,Frappe haineuse,,<b>Pouvoir héroïque</b>Détruit un serviteur.,,4,Hero Power,NAX10_03H,,,,,,,,,,,,,
Curse of Naxxramas,Froid absolu,,Inflige $8 |4(pointpoints) de dégâts au héros adverse et le <b>gèle</b>.,,5,Spell,NAX14_04,,,,,Freeze,,,,,,,,
Curse of Naxxramas,Garde de la Couronne de glace,,<b>Provocation</b>,,4,Minion,NAX15_03t,5,5,,,Taunt,,,,,,,,
Curse of Naxxramas,Garde de la Couronne de glace,,<b>Provocation</b>,,4,Minion,NAX15_03n,3,3,,,Taunt,,,,,,,,
Curse of Naxxramas,Gargouille peau-de-pierre,,Au début de votre tour rend tous ses points de vie à ce serviteur.,Common,3,Minion,FP1_027,1,4,,,,,True,Matt Smith,Quel est le jeu préféré des gargouilles peau-de-pierre ? 1 2 3 soleil !,,,Obtenue en gagnant contre Noth le Porte-Peste dans le quartier de la Peste.,Peut être créée après avoir battu Noth le Porte-Peste dans le quartier de la Peste.
Curse of Naxxramas,Gelée,,<b>Provocation</b>,,1,Minion,FP1_012t,1,2,,,Taunt,,,,,,,,
Curse of Naxxramas,Gelée polluée,,,,1,Minion,NAX11_03,2,2,,,,,,,,,,,
Curse of Naxxramas,Gluth,,,,,Hero,NAX12_01,,30,,,,,,,,,,,
Curse of Naxxramas,Gluth,,,,,Hero,NAX12_01H,,45,,,,,,,,,,,
Curse of Naxxramas,Gothik le Moissonneur,,,,,Hero,NAX8_01,,30,,,,,,,,,,,
Curse of Naxxramas,Gothik le Moissonneur,,,,,Hero,NAX8_01H,,45,,,,,,,,,,,
Curse of Naxxramas,Goule instable,,<b>Provocation</b><b>Râle d’agonie :</b> inflige 1 point de dégâts à tous les serviteurs.,Common,2,Minion,FP1_024,1,3,,,Deathrattle|Taunt,,True,Mike Nicholson,Remplir ses goules de carburant pour fusée ça fait fureur dans les écoles de nécromancie.,,,Obtenue en gagnant contre Heigan l’Impur dans le quartier de la Peste.,Peut être créée après avoir battu Heigan l’Impur dans le quartier de la Peste.
Curse of Naxxramas,Graines de poison,,Détruit tous les serviteurs et les remplace par des tréants 2/2.,Common,4,Spell,FP1_019,,,Druid,,,,True,Brian Despain,La baguette tradition aux graines de poison est le produit le moins demandé de la boulangerie druidique de McTiggin.,,,Obtenue en terminant le défi de la classe druide de Naxxramas.,Peut être créée après avoir terminé le défi de la classe druide de Naxxramas.
Curse of Naxxramas,Grande veuve Faerlina,,,,,Hero,NAX2_01,,30,,,,,,,,,,,
